id,text,label,dataset_id
072-5491,I am every year the No 1 pick of all of the law enforcement agencies within Texas ,1,72
072-1322,In the case of a catastrophic event the Atlanta area offices of the Centers for Disease Control and Prevention will self destruct ,1,72
072-1996,In 2010 alone 1 270 infants were reported to have died following attempted abortions and notably that is only one year ,1,72
072-1529,Numerous studies have shown that these so called right to work laws do not generate jobs and economic growth ,0,72
072-6225,School children can earn higher grades by studying Islam under a new nationwide Muslim outreach program announced by President Barack Obama ,1,72
072-11852, We re going to have more troops in Afghanistan than the Russians had ,0,72
072-1953,If you actually took the number of Muslims sic Americans we d be one of the largest Muslim countries in the world ,1,72
072-9330,Says If Oregons Legislature simply authorizes 450 million for the CRC it will leave Oregon holding the bag for a great deal more cost responsibility ,1,72
072-9902,An iron ore mine in northern Wisconsin could operate for 100 years and generate billion of dollars in economic activity ,0,72
072-3385,Except for Virginia the other 49 states keep raising their gas tax ,1,72
072-10390,Weve seen more manufacturing jobs created since Ive been president than anytime since the 1990s Thats a fact ,0,72
072-11326,There are countries in Africa where they have higher vaccination rates than here in the United States ,0,72
072-7261,Says iPads and iPhones are built in the United States of America ,1,72
072-11148,Its commercial vehicles 18 wheelers and above that cause 90 plus percent of the damages on our highways and bridges ,0,72
072-8043,Weve seen in this last year tremendous things happening including our unemployment rate come down 2 percentage points ,1,72
072-2080,Rob Cornilles has disputed for two years a news story that said he said he would cut Social Security and Medicare programs before trimming the U S defense budget ,0,72
072-5976,Nine hundred people have been fired since I became secretary of Veterans Affairs Weve got 60 people that we fired who have manipulated wait times ,1,72
072-6957,There is not one of the Muslim nations that doesnt have discrimination against women discrimination against gays subjugation of other religious beliefs ,0,72
072-5659,On Tom Wolfs watch taxes were high killing 100 000 PA jobs ,0,72
072-11134,Police officers in this state have that right to check the immigration status of people they arrest ,0,72
072-8958,Wisconsins Supreme Court justices are deciding fewer opinions in civil and criminal cases than they used to ,1,72
072-11192, President Obama s proposed spending freeze will only reduce the 42 trillion in government spending proposed between 2011 and 2020 by little more than one half of 1 percent ,0,72
072-12083,Scientists have shown us that the greater possibilities the real science movement has been with adult stem cell research It has not been with embryonic ,1,72
072-11750,Says Chris Koster fell silentas attorney general in pursuing a case against a free classified service accused of promoting prostitution after accepting over 12 000 in campaign contributions from people affiliated with the service ,0,72
072-8751,Says Paul Ryan backs a proposal that would be a bailout of Puerto Rico ,0,72
072-7825,President Clinton reduced the scale of our military dramatically ,0,72
072-11431,The Clinton camp was the first to get it out there and try to say there was something untoward about the speech that Melania Trump gave ,1,72
072-8336,Says Jeb Bush once held 1 million in family planning grants hostage until the programs receiving the money agreed not to discuss birth control at all ,0,72
072-5239,Says Oregon ranks 43rd in education ,0,72
072-5779,Austin is effectively imposing a ban on barbecue restaurants ,1,72
072-12628,The Obama administration supported Muslim allies trying to establish a new international blasphemy standard ,0,72
072-3401,Three presidents in the last century Harding Kennedy and Reagan all cut taxes during recessions and produced rapid and dramatic economic recoveries while two Herbert Hoover and Barack Obama did the opposite ,1,72
072-2214,The proposed Keystone XL oil pipeline is a bipartisan proposal ,0,72
072-12552,Says as a share of the US economy the governments support for research and development RD has fallen by nearly two thirds since the 1960s ,0,72
072-10845,Says the Affordable Care Act has already reduced the number of uninsured in Oregon by 10 percent ,0,72
072-11557,When asked by a reporter whether hes at the center of a criminal scheme to violate campaign laws Gov Scott Walker nodded yes ,1,72
072-6863,Seventy percent of all Texans are overweight or obese ,0,72
072-7070,Says Tom Steyer is aCalifornia billionaire who stands to profit by blocking Keystone and is spending big to help Bruce Braley ,0,72
072-11498,Says Ted Cruz just flip flopped about the president needing to be U S born ,1,72
072-11950,Gov McDonnells proposed budget is cutting public education ,1,72
072-3666,Less than 2 percent of illegals are picking crops but 41 percent are on welfare ,0,72
072-5374,Says climate scientist James Hansen says we have until perhaps 50 years from now or maybe a little longer and at that point we are looking at 10 20 30 feet of sea level rise ,1,72
072-534,A recent study found that cities where Uber operates have 3 6 5 6 fewer drunk driving deaths than cities without access to ridesharing ,0,72
072-7607,Says the national heath care reform is a government takeover of health care ,1,72
072-2709,Says the Internal Revenue Service estimated it must hire 16 500 agents at a cost of 10 billion to the taxpayer to enforce the federal health care overhaul ,1,72
072-12163,Foreign aid is less than 1 percent of our federal budget ,0,72
072-8760,Obama used to be a lawyer for ACORN ,0,72
072-5912,Says that Rep Betty Sutton would rather riot with Occupy Wall Street than stand up for Ohio families ,1,72
072-10003,Says Gov Jeb Bush vetoed the Quiones Plan because it was taxation without representation on a large scale ,0,72
072-7700,Republicans are trying to impeach our president ,0,72
072-1085,National studies are already showing the negative effects that the health care law is having on businesses and our economy Businesses across the country are raising their prices or cutting jobs as a result of the added cost ,1,72
072-6806,Im 59 In either Canada or Great Britain if I broke my hip I couldnt get it replaced ,1,72
072-9765,Since Barack Obama became president of the United States 95 percent of economic gains have been made by the richest 1 percent ,0,72
072-3581,More people today are leaving Virginia than moving in ,0,72
072-4403,Says CNNs Wolf Blitzer was wrong to say that the wealthiest Americans they pay the most in taxes already 50 percent of Americans dont even pay any federal income tax ,1,72
072-1564,Since 1978 college tuition nationwide has gone up something like four times the rate of inflation ,0,72
072-7006,Stimulus money went to office upgrades for politicians ,0,72
072-6786,The federal Consumer Financial Protection Bureau is collecting financial information monitoring financial information of millions of Americans without their knowledge and storing it for up to 10 years ,0,72
072-93,Congress will begin its recess without having allocated one penny to fight Zika ,0,72
072-7926,Promotes a chart saying that Barack Obama has increased the debt by 16 percent compared to George W Bush who increased it by 115 percent ,1,72
072-9021,Until the new Iran deal China and Russia have never voted with us at the U N on any sanctions on Iran in the past ,1,72
072-1245,Says Democratic Party created Planned Parenthood,1,72
072-6157,Under Scott Walker right now were 46th in the country in terms of new businesses started ,0,72
072-1851,The states have always defined marriage ,0,72
072-4833,Says Gov Rick Scott is spending a quarter of a million of our tax dollars to robocall people ,1,72
072-5690,To abide by Environmental Protection Agency rules when mining or drilling you have to take caution not to disturb bodies of water barely bigger than a puddle ,0,72
072-12679,It was Hillary Clinton who left Americans in harms way in Benghazi and after four Americans fell said What difference at this point does it make ,0,72
072-1965,Says Barack Obama is apparently not for vetting people and saying just anybody can come to the United States ,1,72
072-4577,More than 80 percent of Georgians dont support legislation to ease gun restrictions in houses of worship in bars and on campuses ,0,72
072-4393, Teachers will not be able to return to work after raising their children ,0,72
072-1524,Providences port is 200 miles closer to Europe than any other Eastern port ,1,72
072-10106,A U S Government Accountability Office report says Planned Parenthood Federation of America cannot find some 1 3 billion given to it by the federal government from 2002 through 2008 ,1,72
072-3399,For every 10 000 invested in business incubators up to nearly 70 local jobs are generated ,0,72
072-10492,The five Guantanamo detainees swapped for Bowe Bergdahl are right now back on the battlefield ,1,72
072-4580,Elena Kagan is a New York City radical Marxist lawyer through and through ,1,72
072-11565,Denali is the Kenyan word for black power ,1,72
072-7618,Says David Rivera received a 5 000 campaign contribution from Congressman Spencer Bachus who is currently under House Ethics investigation for insider trading ,0,72
072-9223,A New York imam wants tohave a mosque at Ground Zero ,0,72
072-5314,Massachusetts Sen Scott Brown shows someone can be bipartisan in Congress because he votes about 66 percent with his own party ,0,72
072-11105,The Civil War wasnt about slavery ,1,72
072-4413,For the first time in U S history a personal inaction will be deemed unlawful not purchasing a health insurance plan,1,72
072-8382,Why was there no news coverage of this raid on the Arizona border Seizure was just five days ago Right on the Arizona border ,1,72
072-11245,On the question on the DREAM Act no no to granting lower tuition to illegals ,1,72
072-2325,Under Hillary Clinton State Department officials were sending official thank yous to people who gave to the Clinton Foundation ,1,72
072-12073,A small business receiving a federal tax credit to provide health care for its employees would be barred under the Stupak Amendment from allowing their employees to use the health care that they offer them for abortion ,0,72
072-11991, A lot of the ideas in terms of the health insurance exchange just being able to pool and improve the purchasing power of individuals in the insurance market that originated from the Heritage Foundation ,0,72
072-12093,Says our 12 month job increase was the sixth highest in the nation ,0,72
072-4001, He has asked for 932 million of earmark pork barrel spending nearly a million dollars for every day that hes been in the United States Senate ,0,72
072-5966,In 2006 I went out and authored a letter with 24 other senators asking for major reform of Freddie and Fannie warning of a meltdown and a bubble in the housing market ,0,72
072-349,The Clintons foundation took millions from foreign governments including United Arab Emirates and Saudi Arabia ,0,72
072-363,Says Donald Trump has the gall to say that prisoners of war like John McCain arent heroes ,0,72
072-11863, I brought down crime more than anyone in this country maybe in the history of this country while I was mayor of New York City ,0,72
072-3858,Gross income tax receipts are exceeding the Administrations projections for this fiscal year prior to Sandy ,0,72
072-2335, The economy began its nose dive when Democrats took control of Congress in January 2007 ,1,72
072-4116,U S Sen Saxby Chambliss votes more with Democrats than with conservatives ,1,72
072-4543,The president released all of the oil from the Strategic Oil Reserve ,1,72
072-10349,Says signs posted at projects funded by the federal stimulus act has cost 20 or 40 million dollars ,0,72
072-1246,As governor Kasich delivered the largest tax cut in the nation ,0,72
072-4364,Its possible that non citizen voters were responsible for Obamas 2008 victory in North Carolina ,1,72
072-1759,The bulk of the people who are shot with a weapon other than these drug gangs taking on one another end up being shot with their own weapon ,0,72
072-9601,Says the Southwest Florida Water Management District has 850 million in reserves enough money in savings to run without levying taxes for more than two years ,1,72
072-141,Says Virginia Del Mark Cole wants schools to check childrens genitals before using bathroom ,1,72
072-8854,Says Republican state leaders are using Soviet style budget management ,1,72
072-3211,As soon as Chris Christie was governor he gave tax cuts to millionaires ,0,72
072-2010,Says Demond Means turnaround district superintendent for Milwaukee Public Schools said the district needs to be gutted ,1,72
072-4875,The American slave trade caused 5 million deaths or more ,1,72
072-4807,Social Security has not contributed to the debt and the deficits ,0,72
072-11054,As Jim Doyles Commerce secretary Mary Burke spent 12 5 million dollars to buy a vacant lot for a company that said it had no plans to create jobs in Wisconsin and had laid off 800 workers ,0,72
072-7885,New Glarus Brewing Co s Spotted Cow is available only in Wisconsin ,0,72
072-6002,Judge Sotomayor has said that policy is made on the U S Court of Appeals ,0,72
072-848,Under President George W Bush the national debt went from 5 trillion to 12 trillion ,1,72
072-8004,Today the deficit is below the average deficits over the past 40 years ,0,72
072-12648,Says Texas has more than 80 000 abortions each year ,0,72
072-2729,Virginia papers called Scott Rigells campaign Mostly False ,1,72
072-10338,Says that from 1992 through 2010 every statewide candidate drawing over 43 percent of the vote in a Republican Texas primary won the resulting runoff ,0,72
072-3218,In Virginia there has been a billion dollars in surplus over the last three years The legislature has spent less than 1 percent of that on roads ,1,72
072-3061,Says Barack Obama is the first president to appoint 45 czars to replace elected officials in his office ,1,72
072-7978,Says Ted Cruzs father was with Lee Harvey Oswald before the assassination of President John F Kennedy ,1,72
072-12720,More than half of women under 30 who give birth do so outside of marriage ,0,72
072-8092,Says U S Senate opponent Ron Johnson is opposed to all government assisted student loans ,0,72
072-8254,Says Madison Mayor Paul Soglins stated intent when proposing that city contractors disclose private political donations was to discourage contributions to organizations with which he disagrees ,0,72
072-2510,We are coming up on our 40th anniversary of electing a Republican to the United States Senate 1972 was the last time New Jersey sent a Republican to the United States Senate ,0,72
072-9932, John Kerry was at 4 percent in the polls in December of 2003 and he ended up becoming the nominee of the party ,0,72
072-8790,The decision to cancel the trademark of the Washington Redskins is not the Patent and Trademark Office This is Barack Obama ,1,72
072-1708,In general it appears Wisconsins right to work bill would likely apply to the Green Bay Packers players and their union ,0,72
072-405,During the George W Bush period there were 13 attacks on various embassies and consulates around the world Sixty people died ,0,72
072-6624,The chairman of the party of Florida who is an avid and outward supporter of Marco Rubio gets to appoint 30 of those delegates ,1,72
072-5257,For the new state budget Floridians have sent us 3 billion less of their funding ,1,72
072-5726,Says U S Senate rival Eric Hovde refused to pay his property taxes until he was taken to court ,0,72
072-11625,Any state tax law has to start in the House and the renewal of the state hospital bed tax this year started in the Senate which is unconstitutional ,0,72
072-9582,Says a man opted out of Obamacare after the marketplace launched on Oct 1 2013 and was informed he owed a 4 000 fine ,1,72
072-9429,The governor won this state with 49 percent We had some of the closest races in the House in history So youre not dealing with this 70 30 like they want to make it ,0,72
072-9673,Says that under the new healthcare law full and part time workers will be required to buy insurance costing 375 to 1 000 a month starting in 2014 ,0,72
072-5770,Says Rob Portman said the auto rescue was a lousy deal for Ohio ,0,72
072-9506, 2 4 million of the NIH dollars was spent on origami condoms ,0,72
072-5662,As governor of Florida I defunded Planned Parenthood ,0,72
072-1216,The richest 400 taxpayers are taxed at a lower rate than a 29 000 a year worker,0,72
072-7230,Weve had about 3 000 murders in connection with lax border security ,1,72
072-8545,Forty years ago hardly anybody in the country had health insurance ,1,72
072-9073,We confer more PhDs each year than any other university in America except Berkeley ,0,72
072-11814,Says Republican Rep Charlie Dent wants to kick the Freedom Caucus out of the Republican conference for voting our conscience ,1,72
072-11627,A strong bipartisan majority in the House of Representatives voted to defund Obamacare ,1,72
072-7502,Says Russ Feingold got paid 8 000 a lecture at Stanford University ,0,72
072-7151,Says Barack Obama is a hypocrite for criticizing President George W Bushs drone attack program then using it aggressively as president ,1,72
072-9453,Says he paid one dollar for a sweater at Kohls ,0,72
072-6493,White House spokesman Robert Gibbs lied when he said President Obamas birth certificate is posted on the Internet ,1,72
072-9649,Members of Congress can retire with the same pay after only one term in office,1,72
072-3057,Says Jason Carter has gotten David Axelrod to come down and be his campaign advisor ,1,72
072-309,Between June 30 and July 10 CNN interviewed 17 Israeli public officials versus onePalestinian official ,0,72
072-8035,The Katy Freeway or Interstate 10 west of Houston is the widest freeway in the world with up to 26 lanes including frontage road lanes ,1,72
072-352,The health care law adds around 800 billion of taxes on the American people It does not discriminate between rich and poor ,1,72
072-11698,The number of inmates since 2000 on death row dying of natural causes has now surpassed the number of inmates executed ,0,72
072-8770,I lowered taxes over the last two years ,0,72
072-9000,Theres still about 400 billion or 500 billion of the stimulus plan that has not been spent Why dont we stop it ,1,72
072-2941,Woonsocket needs a garbage burning power plant because residents are paying through the nose for electricity thats fueled by foreign oil at prices that are skyrocketing ,1,72
072-427,75 percent of the Obamacare tax falls on the middle class ,1,72
072-247, The reality is with a 2 trillion a year health care budget we re spending more on health care nearly 17 percent of our gross domestic product versus 3 8 percent of GDP on the entire military budget ,0,72
072-7803,McGinty previously told a local community newspaper in her native Philadelphia that she has found an alarming undercurrent of misinformed people in the T part of the state outside of Philadelphia and Pittsburgh ,1,72
072-1508,There are Justice Department policies against FBI Director James Comey discussing details of a federal investigation so close to an election ,0,72
072-11813,It costs 10 000 a year to keep a child in school it costs 30 000 a year to keep someone in prison ,0,72
072-4122,This is the first time since World War II that five nuclear powered aircraft carriers were docked together ,1,72
072-6072,Says Barack Obama grew up in Kenya ,1,72
072-7126,Says a university survey concluded his Massachusetts administration had more women in senior leadership positions than any other state in America ,0,72
072-8429,President Obama gave Egypts Muslim Brotherhood one and a half billion dollars ,1,72
072-5172,In the first round of repayments from financial institutions that received TARP money the government has actually turned a profit ,0,72
072-5284,As Washington debates cracking down on the big Wall Street banks Ive passed legislation that does so ,0,72
072-10157,Siemens has been unable to fill approximately 200 skilled trade positions in metro Atlanta ,1,72
072-9634,The stimulus includes 7 million to build a bridge in Thedford Nebraska to help 168 residents avoid a 30 second wait at a local train crossing Not one full time job will be created ,0,72
072-5994,Georgias unemployment rate has exceeded the national rate for 50 consecutive months ,0,72
072-9354,Tourism and retirees are the dominant economic engines in our state ,0,72
072-11815, He was offered medical care for his injuries if he would give up military information in return John McCain said No ,1,72
072-827,CNNs Crap Polling is so bad that it shows that no one under the age of 50 has an opinion of Hillary Clinton ,1,72
072-1769,The Mitchell Park Domes lose about 1 million plus every year and the number of people going to the Domes has been going down ,1,72
072-1681,Says the treasurers office has saved 37 million in management costs for the oversight of public investments ,0,72
072-8765,State legislators quietly shifted 2 billion from education to road building in 2013 ,1,72
072-5672,Congressman Nye voted against a bill which would have defunded the 5 10 billion the IRS needed toimplement health care legislation ,1,72
072-3931,When President Franklin D Roosevelt started Social Security it only affected widows and orphans and when Medicare began it was a small program ,1,72
072-11118, I supported the surge when you didn t ,1,72
072-10379,From 1960 the year I was born until the time I became Governor in 2003 the average two year increase in Minnesota state spending was 21 percent we brought that down dramatically to about 1 7 percent per year ,0,72
072-7109,Palin inherited a city with zero debt but left it with indebtedness of over 22 million ,0,72
072-4044,Says Travis County Commissioner Gerald Daugherty claims to have taken a pay cut but for 2016 he voted to raise his salary by 19 6 percent ,0,72
072-58,Nobody covered the remarks of Patricia Smith the mother of a Benghazi victim live but almost everybody covered KhizrKhans Mr Khans remarks live ,1,72
072-7900,On allowing Shelby Countys schools merger commission to finish work before allowing any new merger legislation ,1,72
072-10264,Already the mayor of Green Bay is having ribbon cutting after ribbon cutting for economic development around the new VA center ,1,72
072-11379,On returning Republican campaign contributions ,1,72
072-3791,Obamacare passed by just one vote in the Senate It wouldnt have passed without Mark Warners vote ,0,72
072-5932,Under Cuccinellis tax cut plan school divisions across Virginia could be forced to fire over 8 000 teachers ,1,72
072-4124,By voting to approve Question 1 we can save 900 jobs at Twin River ,0,72
072-10846,The post Soviet industrial meltdown is responsible for most of the progress in reducing carbon emissions that Europe is able to claim ,0,72
072-12450,Right now in Georgia nearly one in three leaving our prisons are re convicted within three years ,0,72
072-170,Because of violence spreading from Mexico youve got bullets hitting the city hall in El Paso Youve got bombs exploding in El Paso ,0,72
072-10482,On an early date for Floridas presidential primary,1,72
072-8305,On Obama The press warns the Taxman Cometh ,0,72
072-3732,President Obama promised families making less than 250 000 a year would not see taxes go up but Obamacare raises 18 different taxes ,0,72
072-785,Says in the 2012 State of the Union address President Obama didnt even mention the deficit or debt ,1,72
072-12384,Canada sets aside 36 percent of their visas for people with skills they think their country needs We set aside 6 percent ,1,72
072-1549,John McCain one of the richest people in a Senate filled with millionaires says the solution to the housing crisis is for people to get a second job and skip their vacations ,0,72
072-7170,The federal tax code has loopholes that are giving incentives for companies that are shipping jobs overseas ,0,72
072-12175,Says Barack Obama has the legal authority to let in really however many refugees he wants from whatever country ,0,72
072-9567,Georgia has the countrys second highest number of fraudulent tax refund claims ,0,72
072-1931,Failure to raise the debt limit does not force a U S default on debt payments ,0,72
072-4379,Statistically law enforcement officers die 10 years earlier than the general population ,1,72
072-1043,Common Core is education through Washington D C ,1,72
072-3774,The state hired company that evaluates state mandated student exams goes on Craigslist to get examiners to read our students essays ,0,72
072-12728,Says U S Rep Connie Mack IV passed only one bill in seven years ,0,72
072-9970,Assertions that it makes no difference whether children are raised by heterosexual or homosexual parents have been shattered by the latest and best social science and research ,1,72
072-694, Barack Obama has the longest track record of any candidate in this election in support of the Bridge To Nowhere ,0,72
072-945,Liberals have figured out a Facebook algorithm and all the people getting banned from Facebook are somehow conservatives ,1,72
072-5967,Justin Amash is rated Michigans No 1 conservative by National Right to Life ,1,72
072-2967,The Chamber of Commerce says new carbon regulations will kill 244 000 jobs a year and cost average families 1 200 a year ,1,72
072-11961,Says Christopher Little has a history of working against environmental protection by defending the worst types of corporate polluters,1,72
072-8174,Rev Wright said that al Qaida and the American flag were the same flags ,0,72
072-8804,Dont believe those phony numbers when you hear 4 9 and 5 percent unemployment The numbers probably 28 29 as high as 35 In fact I even heard recently 42 percent ,1,72
072-10646,Im the only candidate for governor whos rolled out any policies so far ,1,72
072-2022,Says in the last 20 years the French have not stood by the United States on foreign policy ,1,72
072-1098,76 percent of Americans want a public health care option ,1,72
072-1324,Says a U S Supreme Court justice suggested that some U S cases will be decided based on South African law ,1,72
072-7393,Says tax revenue was lower than expected in May and thats basically a clear indication the governors counselors are probably right that we are still not out of the woods yet ,0,72
072-1898,Nearly 2 000 high schools roughly 12 percent of all secondary schools in the United States produce about half of the nations dropouts ,0,72
072-8121,The passage of the teacher tenure bill in the Fla Legislature was like the health care bill in Congress because one party jammed it through ,0,72
072-2187,On immigration reform Marco Rubio all along has been saying We have to have border security first and then he gets on Spanish TV he ends up saying No no That will never get in the way ,0,72
072-2333,500 000 people have signed up for Obamacare ,0,72
072-1427,President Obama took more money from Wall Street in the 2008 campaign than anybody ever had ,0,72
072-5228,Says Marilinda Garcia supports 150 billion in new taxes ,1,72
072-422,Under the House health care bill the government will have to penalize citizens if we choose not to buy a plan that will cost a minimum of about 15 000 per family per year ,0,72
072-4892,Warren Buffett recently said Scrap Obamacare and Start All Over ,1,72
072-6672, I don t answer hypotheticals ,0,72
072-2603,I dont know anything about David Duke ,1,72
072-11663, Barack Obama says hes going to reduce the long term debt and deficit by 4 trillion doesnt say how hes going to do it ,1,72
072-3851,If you take into account all the people who are struggling for work or have just stopped looking the real unemployment rate is over 15 percent ,0,72
072-5381,My numbers are better right now than Ronald Reagans numbers were with Jimmy Carter ,1,72
072-6574,The Senate immigration bill unleashes a massive increase in overall immigration Were talking about a population increase under the Senate bill of over 70 million people in 20 years ,1,72
072-7455,State support for local schools per pupil has decreased by at least 25 percent over the past decade ,0,72
072-3859,Because of a local version of Amendment 4 the taxpayers of St Pete Beach have had to pay hundreds of thousands in legal bills ,0,72
072-118,This unit is the only one in the state that strives to implement the principles of Mother Friendly care as outlined by the national Coalition for Improving Maternity Services Mother Friendly Childbirth Initiative ,1,72
072-1236,A bill to eliminate Delta Air Lines jet fuel tax breaks violates federal law and puts the state at risk of losing critical funding from the Federal Aviation Administration ,0,72
072-5880,Expanding Medicaid will worsen health care options for the most vulnerable among us in Texas ,1,72
072-541,The number of SWAT raids have gone up by 1 400 percent since the 1980s ,0,72
072-9676,Says Did you know that if you accepted the Districts proposal today you would have NO pay increase for 4 years Seven years of frozen wages Disrespect ,0,72
072-12629, Congress approval rating is 11 percent You know who s higher Dick Cheney and HMOs ,1,72
072-2156,If we had the same staffing ratio of officers to residents as Seattle wed have 300 more officers in our department ,0,72
072-8956,Studies have consistently failed to establish the existence of a link between the harshness of a countrys drug laws and its levels of drug use ,0,72
072-5734,Says that in Texas Republican nominees get 40 percent of the Latino vote on average ,0,72
072-3144,Toomey crossed party lines to stop gun sales to suspects on the terror watch list ,0,72
072-7014,Says in 2000 Fox News broke the story of George W Bushs drunk driving arrest Who broke it Fox News ,0,72
072-3834,Says Obama has doubled the stock market from where we started when he was sworn into office,0,72
072-2791,Says Jeff Wentworth was the only Republican to vote against the Texas measure requiring women to have a sonogram before receiving an abortion ,0,72
072-3783,Says U S Rep Martin Heinrich spent a trillion of our tax dollars on a stimulus for failed companies here and jobs overseas ,1,72
072-10897,Says 3 000 Americans died of gunfire between the time of the Ebola scare in Dallas and the midterm elections ,0,72
072-11539,The proudest accomplishment of my tenure was leaving the state with a 1 2 billion surplus which was the largest wed ever had and getting spending under control and a balanced budget ,0,72
072-10258,Barack Obama will raise Social Security taxes ,0,72
072-6740,Kelly Ayotte has voted to defund Planned Parenthood six times ,0,72
072-4592,When Trump wanted to turn a taxpayer owned building into an 800 anight hotel Congressman Jeff Denham R CA helped broker the deal and bragged about it ,1,72
072-336,Nevada Democratic Party leaders hijacked the process on the floor of the state convention ignoring the regular procedure and ramming through what they wanted to do ,1,72
072-4005,Russia has tremendous numbers of nuclear warheads 1 800 by the way where they expanded and we didnt ,0,72
072-4180,Wisconsin uses voting machines that are outlawed they are illegal ,1,72
072-7660,A statewide poll showing 76 percent support and other surveys are a strong indicator of broad public support in Milwaukee County for a 10 10 minimum wage,0,72
072-2607,Birthers have obtained a copy of Obamas Kenyan birth certificate ,1,72
072-6053,Says Austin Mayor Lee Leffingwell voted for a toll lane on MoPac ,0,72
072-2664,An Environmental Protection Agency regulation that goes into effect Jan 1 2012 regulates dust ,1,72
072-8525,Nevada lawmakers permanently cut taxes for over 95 percent of Nevadas businesses ,1,72
072-5860,You are three times more likely to be able to get a mortgage if youre a white applicant than if youre black or Hispanic even if you have the same credentials ,1,72
072-1910,Look at the debt that has been accumulated in the last two years Its more debt under this president than all those other presidents combined ,1,72
072-10703,The elimination of essentially every automobile would be offset by one volcano exploding ,1,72
072-1105,We have spent 350 million to deal with sea level rise in the Miami area and hundreds of millions of dollars to deal with coral reefs ,0,72
072-2360,Says Steve Kagen promised us jobs voting for the 787 billion stimulus Cost another 77 000 jobs lost ,1,72
072-3137, L ess than one tenth of Atlantas transportation needs are covered in a referendum to levy a 1 cent sales tax ,0,72
072-4730,The Fair Tax proposal encourages innovation and investment level the playing field for American companies to compete globally ,0,72
072-10622,In the Senate version of the health reform bill Every enrollee in the Office of Personnel Management enrolled plan every enrollee has to pay a minimum of 1 per month towards reproductive rights which includes abortion ,1,72
072-3247,State Department officials actually directed contracts for the Haitian recovery after the earthquake to friends of the Clintons ,1,72
072-12562,Says opponent David Dewhurst is a career politician ,1,72
072-3167,More businesses are closing than opening in Virginia today ,1,72
072-6049,92 million Americans arent working ,0,72
072-6659,This year President Obama canceled the 21st annual National Day of Prayer ceremony at the White House under the ruse of not wanting to offend anyone BUT on September 25 2009 from 4 AM until 7 PM a National Day of Prayer FOR THE MUSLIM RELIGION was HELD on Capitol Hill Beside the White House ,0,72
072-3287,Hitler abolished unions and thats what Wisconsin Gov Scott Walker is doing today ,1,72
072-4175,Says Ted Cruz is a supporter of legalizing people that are in this country illegally and proposed giving them work permits ,1,72
072-5840,Over the past 35 years Florida families have paid into the National Flood Insurance Program over 16 billion four times more than the amount they have received in claim reimbursements ,0,72
072-5419,Every poll said I won the debate ,0,72
072-11298,A fairly limited number of people 25 million to 30 million will be allowed to access a national health insurance exchange ,0,72
072-12644,Says President Obama said of the national debt If I dont have this done in three years then theres going to be a one term proposition ,1,72
072-5405,Says Donald Trump is a guy who has called for privatization of the Veterans Administration ,0,72
072-41,Says President Obama just granted all of Congress an exception to Obamacare ,1,72
072-4359,Says the former president of the Czech Republic said the American people were a confederacy of fools for electing Barack Obama ,1,72
072-6820, New Jersey Network is the only news station which covers New Jersey government ,1,72
072-3426,Thomas Paine wrote that the duty of a patriot is to protect his country from his government ,1,72
072-1075,Says the KKK marched in Mebane N C after Trumps victory,1,72
072-7104, I have a perfect voting record from organizations like the Veterans of Foreign Wars the American Legion and all the other veterans service organizations ,1,72
072-8036,Today gasoline hit 6 a gallon in Florida ,1,72
072-11049, Federal employees are making twice as much as their private counterparts ,1,72
072-2615,In 2006 Donald Trump was hoping for a real estate crash ,0,72
072-12645,Black Lives Matter who are attacking law enforcement officers Barack Obama had them to the White House ,0,72
072-11033,Says Barack Obama knew half of the population of the United States would lose their health insurance ,1,72
072-6811,Romney refused to pardon a decorated soldier returning from Iraq who had been charged with a crime involving a BB gun when he was 13 ,0,72
072-11476,We actually made history in 2010 We came the closest in 24 years to defeating Frank Pallone ,1,72
072-4356,Says that even if his budget is adopted private schools in the choice program would be getting about half the per pupil funds that public schools receive,0,72
072-1976,One half of undocumented workers pay federal income taxes which means they are paying more federal income taxes than Donald Trump pays ,0,72
072-3234,Says Barack Obama began his presidency with an apology tour ,1,72
072-5798,Says Gov Rick Scott cut state funding for PBS ,0,72
072-9732,Florida students take an array of standardized high stakes tests which eat up as much as 45 school days per year ,1,72
072-10763,NFL players are living on average longer than the average male ,0,72
072-3299,Betty Sutton and her fellow Democrats went on a spending spree and now their credit card is maxed out ,0,72
072-3842,Claims Supreme Court Justice Ruth Bader Ginsburg said she prefers the South African Constitution over the United States Constitution ,1,72
072-5873,During the 2005 fight over Social Security there were noisy demonstrations but they were outside the events and opponents were not disruptive crowds booed lines they didnt like but that was about it ,1,72
072-4919, Eighty five percent of the funds collected in each county will be redistributed elsewhere not spent in the county in which it is collected ,1,72
072-807,Says a group estimates that the annual cost to Oregon taxpayers for government services to illegal aliens after any income tax revenue from them is 1 billion ,0,72
072-7918,On the last night of the General Assembly by 11 oclock 95 to 98 percent of the business was done So we really didnt have that late night session We were just holding on one bill ,1,72
072-3463, If you apply for a job the chances are 1 in 7 that you are going to be denied that job unfairly if everybody is forced to use E Verify ,1,72
072-4190,Increasing the min wage to 15 an hour would reduce spending on food stamps public housing and other programs by over 7 6 billion a year ,0,72
072-7766,Georgia could get money for schools by scraping the gold off the gold dome of the state Capitol ,1,72
072-9417,Says 21 million people still suffer slavery today ,0,72
