id,text,label,dataset_id
072-7080,Fox News airs Stuart Scott R I P tribute with picture of Stephen A Smith ,1,72
072-9541,During a town hall meeting on health care ABC didn t even allow ads that opposed the president s health care plan to be aired ,0,72
072-549,Collectively states are spending more on Medicaid than they do on K 12 education ,0,72
072-7778,Mitt Romney gave you government health care that is now bankrupting the state of Massachusetts ,1,72
072-901,Signs letter saying Consumer Product Safety Commission is acting without consultation or input from the company to stop the sale of Buckyballs ,1,72
072-6688,A trade war is something very different than curbing new trade agreements We went down that road in the 1930s It made the Great Depression longer and more painful ,0,72
012-2295,Egypt top Muslim institution Al Azhar and the Arab league condemn Paris CharlieHebdo attack ,0,12
012-3763,Germanwings flight 4U9525 crashes in French Alps a dark day for Lufthansa if 4U9525 fears realised live ,0,12
072-7601,Says Rep Charlie Bass R NH voted to raise his own pay eight times,0,72
072-5000,Health reform will give every American the same opportunity to buy health insurance the way members of Congress do ,1,72
012-3909,BREAKING A320 owned by Lufthansa affiliate GermanWings was travelling between Barcelona and Dusseldorf when it went down in French Alps,1,12
072-7724, I have disagreed strongly with the Bush administration on this issue of global warming ,0,72
072-2213,If we had been on Obamacare and a bureaucrat was trying to tell me when I could get that CAT scan that would have delayed my treatment ,1,72
072-1376,The insurance commissioner cant do squat about health care ,0,72
072-9876,Our companies are moving into Mexico more than almost any other place right now ,0,72
072-6981,The Mexican government they send the bad ones over ,1,72
072-8046,There was a loss of eight million jobs during the Bush eight years ,1,72
072-1962,Health insurance companies pay CEOs 24 million a year,0,72
072-9452,The shutdown is projected to result in 10 billion in costs to the economy per week ,0,72
072-12461,Our Texas graduation rate ranks 43rd out of 50 states ,0,72
012-3703,Deeply shocked to learn about crash of flight 4U9525 in France Our thoughts and prayers are with the victims amp their families ,0,12
072-141,Says Virginia Del Mark Cole wants schools to check childrens genitals before using bathroom ,1,72
072-6640,Says Rep Michele Bachmann said President Barack Obama might be to blame for the Fort Hood shootings ,1,72
072-4032,Milwaukee police use deadly force at a rate that is among the lowest in the country ,0,72
072-9527,President Barack Obamas spending drove us 5 trillion deeper in debt ,0,72
012-513,MORE Heavily armed police storm the Sydney cafe shortly after 5 or 6 hostages were seen running out ,0,12
012-3897,Germanwings Airbus A320 crashes in French Alps flightradar data shows flight 4U9525 had rapid descent ,0,12
072-7875,The Georgia Secretary of States Office and the Georgia State Elections Board investigate and penalize hundreds of people guilty of election fraud ,0,72
012-4622,Stunning photos from Ottawa ,0,12
072-496,There currently are 825 000 student stations sitting empty across Florida in every district and at every grade level ,0,72
072-788,Ive supported every investigation into Hurricane Katrina and ways of finding out how what caused the tragedy Ive met with people on the ground Ive met with the governor ,0,72
072-7948,Russia and China absolutely said clearly they would not keep economic sanctions on Iran if the United States walked away from the deal ,0,72
072-1327,Says Ohio budget item later signed into law by Gov John Kasich requires women seeking an abortion to undergo a mandatory vaginal probe ,1,72
072-10762,By the word religion in the First Amendment the founders meant Christianity ,1,72
072-12528,Put simply less government spending equals more private sector jobs ,0,72
072-5458,Under current conditions by 2023 the interest payments on the national debt will be 722 billion larger than the projected defense spending of 696 billion ,0,72
072-6652,Residents could have received nearly 48M for Local Schools Fire District Sheriffs Dept and Social Services ,0,72
072-7251,Obamacare is the biggest job killer in this country millions of Americans have lost their jobs have been forced into part time work ,1,72
012-3445,BREAKING Darren Wilson named as officer who fatally shot MichaelBrown in Ferguson,1,12
012-4519,Parliament Hill Security the situation is evolving lockdown reinstated in offices around the Hill OttawaShooting,0,12
012-1337, You can t kill satire You can only prove its point CharlieHebdo JeSuisCharlie ,0,12
072-9405,The Greenlight Pinellas transportation plan involves a 300 tax increase ,1,72
072-6726,On whether he would put a missile shield in Poland ,0,72
072-7765,Millionaires working side by side with George Soros are bankrolling John Kasichs super PAC ,1,72
072-4470,Says the mandate is 71 times that a childs body will be injected with a disease for immunizations ,1,72
072-8968,Says the federal government is spending 765 828 to subsidize pancakes for yuppies in Washington ,0,72
072-12092,A proposed regional transportation tax will last a minimum of 10 years and has been approved to last longer ,1,72
072-11194,Just on Jan 1 of this year there were 40 000 new laws put on the books in one day ,1,72
012-223,Sydney hostage situation LIVE VIDEO via UPDATES ,0,12
012-1389,Retweet if you think satire should not be censored Love stronger than hate CharlieHebdo ,0,12
012-3603,Ferguson PD now admits that Darren Wilson didn t know anything about the store robbery when he stopped Mike Brown This is bad Ferguson,1,12
012-1960,Just waiting for and to say CharlieHebdo massacre in Paris had nothing to do with Islam ,0,12
072-1184,West Linn has one of the highest per capita rates of home based businesses in the United States ,1,72
072-9346,Milwaukee police and firefighters are routinely getting 4 percent raises annually while everybody else is either getting zero or one percent raises ,1,72
072-2702,A study of private bail bond systems showed that Wisconsin has a higher no show rate than other states of defendants skipping court appearances ,1,72
072-2798,The Wisconsin law repealed by Republicans which allowed discriminated workers to sue in state court was kind of a gravy train for lawyers ,0,72
012-31, The silence of those who know seems much more telling than the words of those who guess putindead ,0,12
072-2555,On whether to seat Roland Burris as the new senator from Illinois ,1,72
072-7803,McGinty previously told a local community newspaper in her native Philadelphia that she has found an alarming undercurrent of misinformed people in the T part of the state outside of Philadelphia and Pittsburgh ,1,72
072-8429,President Obama gave Egypts Muslim Brotherhood one and a half billion dollars ,1,72
012-3887,BREAKING Germanwings A320 from Barcelona to Dusseldorf sent out a distress call at 1047 local time,1,12
012-269,All my thoughts amp prayers are with the people of Sydney ,0,12
072-10944,Says that at a campaign rally President Barack Obama spent so much time screaming at a protester and frankly it was a disgrace ,1,72
072-11999,Dark money spending in the 2016 election cycle is 10 times what it was at the same point in the 2012 election cycle when it topped 308 million ,0,72
072-7494,Illegal counterfeiting and piracy costs the U S economy 100 billion every year ,1,72
012-2009,Why CharlieHebdo attack outrages me yet I won t publish its cartoons Why I d defend PK but ask MF Husain questions ,0,12
072-5799,Attorney General Eric Holders own Justice Department precleared the voting changes in the 2011 law about early voting in Florida ,0,72
072-9600,The Denver Post has actually hired an editor to promote pot ,1,72
072-4025,Says President Obama was proposing pinprick strikes for military intervention in Syria ,1,72
072-9647,According to HUD it is patently unfair and socially unjust that wealthy people can live in an exclusive neighborhood ,1,72
072-11569,Unfortunately we have documented instances where people defecated in the Statehouse building ,1,72
072-8153,We have lower family incomes in Illinois today than we had 17 years ago in Illinois because of the control of House Speaker Michael Madigan and his Democrats ,0,72
072-7526,When Congressman Langevin took office gas was around 1 70 per gallon and now it is near 4 per gallon ,0,72
072-1942,92 percent of the jobs lost during Barack Obamas first term belonged to women ,1,72
072-4486,The only growth sector that weve had in the last two years in America is government growth ,1,72
072-12350, Even with recent changes the average hourly wage at General Motors is still 75 an hour ,1,72
012-3971, A320 flight 4U9525 registration D AIPX was lost from at 6800 feet at 09 39 UTC time ,1,12
012-967,3 people freed from cafe in Sydney under siege Not clear how many hostages remain sydneysiege,1,12
012-2700,BREAKING Police order all shops closed in famed Jewish neighborhood in central Paris far from attacks ,1,12
072-3056,Every time weve cut the capital gains tax the economy has grown Whenever we raise the capital gains tax its been damaged ,1,72
072-12654,If Trump had just put his fathers money in a mutual fund hed have 8 billion ,1,72
072-1511,Says Rush Limbaugh made it clear hed rather see the country fail than President Barack Obama succeed ,0,72
072-7029, Birmingham Ala is the cradle of the civil rights movement ,0,72
072-10464,Fox admits they lie and under the First Amendment have the right to lie or deliberately distort news reports on public airwaves ,1,72
072-4613,On calling Supreme Court nominee Sonia Sotomayor a racist ,1,72
072-6327,Says Newt Gingrich is responsible for the gridlocked politics of Washington ,0,72
072-1145,Says President Barack Obama doubled the national debt which had taken more than two centuries to accumulate in one year ,1,72
072-12243,Women have come through the recession worse off than men the numbers bear that out We went from a 7 percent unemployment rate for women when he President Barack Obama was elected to an 8 1 percent now ,0,72
072-3274,White people control almost 90 percent of the nations wealth ,0,72
012-2782,Video showing CharlieHebdo attack Allahu akbar shouts ,1,12
072-1659,Sheila Jackson Lee of Texas said Hey all you wrinkly white aged has beens Its time for you to die and let the next generation have your spot on the planet ,1,72
072-7286,Nearly half of all persons under 30 did not go to work today ,1,72
072-6614,Says the number one source of illegal immigration is people legally coming to the United States on a tourist visa or a student visa and then disappearing into the population and never being heard from again ,1,72
072-722,Says the hospital listed on Barack Obamas just publicized long form birth certificate denies the president was born there ,1,72
012-4729,Canadian authorities have given name of suspect in Ottawa attacks to U S feds ask for FBI assistance Sr U S law enforcement official,1,12
072-1936,Turkey is an Arab country ,1,72
072-10436,Those who fail to buy health insurance under Obamacare face the threat of jail time ,1,72
072-5818,Says she couldn t take stimulus money because it required universal building codes ,1,72
072-9549,Says Obama was in New York City the same day as Israeli Prime Minister Benjamin Netanyahu but went on a TV show instead of meeting with him ,1,72
012-5089,Here are the 3 locations of shootings in Ottawa around Parliament Hill GoofleEarth From ,1,12
072-11257,Obama is the Senate s most liberal ,0,72
072-9522,Says Hillary Clinton is wrong to say he mocked a disabled reporter ,1,72
012-211,Police confirm Sydney siege has ended ,0,12
072-9132,Jesus was an undocumented immigrant ,1,72
012-189,Just went past 12 hours since this sydneysiege started We ALL just want to see everyone out safely 7News,0,12
072-3736,On repeal and replace of federal health care reform ,1,72
072-7665,The Iraq war has been our longest war ,1,72
072-4288,Says Rick Santorum funded Planned Parenthood ,0,72
072-6490,Obama has no experience or background at all in national security affairs ,1,72
072-1552,Since the federal Violence Against Women Act was adopted in 1994 cases of domestic violence have fallen by 67 percent ,0,72
072-434,It was found unconstitutional to drug test elected officials because it prevents us as citizens from having that First Amendment right ,1,72
072-8811, I have never asked for nor received a single earmark or pork barrel project for my state ,1,72
012-4361,RT Being told at CBC Ottawa that situation is evolving told to remain in current location until further notice OttawaShooting,0,12
072-7074,Matt Patten kicked off his dirty campaign with thousands in dirty cash from guess who Frank Russo and Jimmy Dimora ,1,72
072-1791,Any legislative action that is taken now could very well be rendered completely null and void by the decision of the Supreme Court expected this June ,1,72
012-3348,Occupation is a CRIME from Ferguson to Palestine AntiWar Committee Chicago StandWithFerguson MikeBrown ,0,12
072-10601,Under Barack Obama the fewest number of adults are working since Jimmy Carters presidency ,1,72
012-4652,Latest photos from Ottawa s Parliament Hill ,0,12
012-775,Sydney Siege Up To 40 Hostages Held Reports sidneysiege ,1,12
072-7788,The only time government employment has gone down during a recession has been under me ,1,72
072-176,Forty percent of people in this country illegally are overstaying visas ,0,72
072-4647,The state of Georgia is near the bottom among states for SAT scores and graduation rates ,0,72
072-3935,As part of legislative fights over abortion rights Mike Coffman co sponsored a bill to redefine rape ,0,72
072-8708,The Convention Center was sold as a building that would never cost taxpayers a dime ,0,72
072-11981,In labor negotiations with city employees Milwaukee Mayor Tom Barrett demanded concessions that went beyond those mandated by Gov Scott Walkers collective bargaining law,0,72
072-2487,And the jerseycomeback keeps rolling Thanks to NJ now has lowest corruption risk of any state ,1,72
072-7153,Says 160 000 kids stay home every day because they are afraid to go to school because of bullying ,0,72
072-10265, Bill McCollum also voted for numerous amendments to weaken the legislation even voting to make trains less accessible to those in wheelchairs ,0,72
072-5800,The city of Nelson Ga is quieter than Mayberry ,0,72
072-6866,The senior senator from Arizona John McCain said he couldnt support repealing dont ask dont tell because of the economy ,0,72
012-4357,According to psychiatric evaluation Gurlitt not mentally fit to write will bequeathing paintings to museum ,1,12
072-4189,Hillsboroughs Public Transportation Commission has a rule that says cabbies have to wear socks I mean please Come on ,0,72
072-7304,A majority of Wisconsinites opposed the government takeover of health care But Russ Feingold voted for it anyway ,1,72
012-2708,It ain t Banksy Meet artist behind the iconic CharlieHebdo pencil tribute ,1,12
012-1201,Public schools are closed France raises terror alert to highest level after attack at CharlieHebdo ,0,12
072-4518,Ken Hodges badly botched this investigation and as a result justice wasnt done in this case ,1,72
072-11081,We are not producing jobs We created 80 000 jobs last month We dont talk about the jobs that we lost The net of it all is that we lost jobs ,1,72
072-3499,The countrys bankrupt ,1,72
072-6595,We have over 25 million people who live in Texas and less than 2 percent of them have concealed handgun licenses ,0,72
072-4195, The Washington Times pointed out that we had succeeded where previous administrations had failed on spending cuts ,0,72
012-4405,The RCMP intervention team members Parliament Hill ,0,12
012-3770,There were about 100 families close enough to see the helicopters on Germanwings memorial ,0,12
072-2185,According to the most recent report Wisconsins high school graduation rates are also up again to third best in the country ,0,72
012-731,Uber backtracks offers free rides after prices were gouged for people fleeing from Sydney hostage drama ,0,12
072-8488,Says the Republican state convention is actually larger than the Republican National Convention ,0,72
072-5089,Far more children died last year drowning in their bathtubs than were killed accidentally by guns ,1,72
072-1688,I havent raised taxes in the time Ive been the governor of New Jersey ,0,72
072-9317,More than 400 car crashes occur each year on the current congested Columbia River Bridge ,1,72
072-11734,Pasco County schools have graduation rates substantially higher than the state average and dropout rates below the state average ,0,72
072-464,Says Arizona Missouri and Texas residents have a two pet limit so the public must surrender their third pet to the Humane Society ,1,72
012-3514,Report Ferguson police beat up wrong suspect then charged him for getting blood on uniforms in 2009 ,1,12
072-12050,Youve been tremendously deceived by people who say the Earth is not flat ,1,72
072-363,Says Donald Trump has the gall to say that prisoners of war like John McCain arent heroes ,0,72
012-1100,BREAKING another five hostages seen escaping sydneysiege ,1,12
072-8949,Ninety six percent of the last session U S Rep Henry Cuellar voted with Nancy Pelosi ,0,72
072-2135,In the 2014 elections the American people overwhelmingly said we dont want Obamacare and we dont want amnesty ,1,72
072-4144,Cap and trade is wildly unpopular with Americans ,1,72
072-4874,The top man at Yale Law School came out with just a raging report about former HP CEO Carly Fiorina saying she isone of the worst executives in his memory in history running the company ,0,72
072-3595,I was one of the few very few who voted no on the Iran deal ,1,72
072-8100,Under a proposed Georgia law women who miscarry could become felons ,0,72
072-5164,Even our nuclear arsenal doesnt work It came out recently they have equipment that is 30 years old They dont know if it worked ,1,72
072-2956,We doubled the size of the company Hewlett Packard ,0,72
072-5425,Says a voter adopted constitutional amendment instructed a state board headed by Jerry Patterson to put 300 million in investment earnings into a fund supporting public school operations ,0,72
072-4063,Says that in her speech to the pro Israel group AIPAC Hillary Clinton had one line on the Palestinian people ,0,72
072-163,The Milwaukee County sheriffs department plays only a limited role as a traditional law enforcement agency and in 2009 reported far fewer crimes to the FBI than the University of Wisconsin Milwaukee police did ,0,72
072-8937,The sales tax increase if approved will cost taxpayers up to 300 million per year in perpetuity to finance a rail system for the City of Tampa ,0,72
072-12290,Metro on whether it could use bond money for restoration ,1,72
072-8598,Pending a federal waiver the 2013 Legislature eliminated the overtesting of students in grades 3 8 by decreasing the number of tests from 17 to 8 ,0,72
072-9379,There are over 2 000 crimes recorded per 100 000 population in the U K compared to 466 violent crimes per 100 000 in the United States ,1,72
072-6314,Says Ted Cruzsaid I was in favor in Libya I never discussed that subject ,1,72
072-2864,Overdosing is now the number one accidental killer in our Commonwealth ,0,72
072-4921,Say the ratio of CEO pay to average worker pay in the U S is 475 to 1 ,1,72
072-1330,Obamacare will provide insurance to all non U S residents even if they are here illegally ,1,72
012-3905,148 people were on board the Germanwings plane which crashed in the French Alps Here s what we know so far ,1,12
012-1225, CharlieHebdo attack new hostage situation at Paris shop live updates ,0,12
072-815,Says PolitiFact issued a True ruling on Paul Krugman calling Governor Christie a fiscal phony ,1,72
072-7293,The numbers of people that support Obamacare and like it have been steadily dropping ,1,72
072-6644,Under Rick Scott homeowners are paying higher home insurance premiums for less coverage ,0,72
072-2231,Says Sen John McCain spent the July 4 weekend in Islamabad Pakistan selling F 16s and advanced weapons to the folks who harbored Osama bin Laden ,1,72
072-2092,After the 2012 redistricting Wisconsin has competitive congressional districts ,0,72
072-6942,With her solution terrorists can still today and by the way ISIS knows it they have been advertising it buy guns online and at gun shows in the United States of America ,0,72
012-3929,Germanwings Airbus A320 crashes in French Alps near Digne ,0,12
072-7698,Dolphins are rapists Look it up ,1,72
012-3359,Black children do not have to be perfect for their lives to have value MikeBrown is not on trial He is a homicide victim Ferguson,0,12
072-6638,Says Gov Rick Perry failed to involve border sheriffs in developing plans to prevent violence in their communities ,1,72
012-4635,The barricade of chairs MPs built to protect themselves from OttawaShootings ,0,12
072-6833,Congressman Renacci is under FBI investigation ,1,72
072-3992,Says Texas did not bail out a loan program he oversaw as state agriculture commissioner ,1,72
072-6042,On eliminating the influence of money in policy campaigns,1,72
072-9434,Says Washingtons reach extends to even telling us what kind of light bulb we can use ,0,72
072-2551,Florida has a law like Indianas Religious Freedom Restoration Act ,0,72
072-5213,Mitt Romney has a pro choice record ,0,72
072-1528, Hillary Clinton supported NAFTA and permanent China trade Pennsylvania lost thousands of jobs ,0,72
012-2718, CharlieHebdo gunmen fled in stolen car after mass shoot out with police officers ,1,12
012-4498,Still trapped here barricaded Not in my office but elsewhere OttawaShooting,0,12
012-4,What If there will be the declaration of total war against west Haven t heard that version yet putinumer putindead Putin WhereIsPutin,0,12
072-60,Says opponent Mary Burke says she supports Obamacare unequivocally and wants to expand it ,0,72
012-1800,Charlie Hebdo appears that Charlie Hebdo suspects have been killed live updates ,0,12
012-3942,All passengers and crew feared dead after A320 plane crashes in southern France 4U9525 More to follow ,0,12
072-11035,Says Mitt Romney and Bain Capital are to blame in a womans premature death when they closed the plant where her husband worked ,1,72
072-7435,Were bankrupt ,1,72
072-7756,Pediatricians have cut down on the number and proximity of vaccines because they recognize there have been too many in too short a period of time ,1,72
072-12299,A majority of Americans agree with a ban on assault weapons And by the way so did Ronald Reagan ,0,72
012-4555,The thoughts and prayers of Toronto are with Ottawa right now and with the families of those affected by these attacks,0,12
072-11933, You had supported John McCain s military strategies pretty adamantly until this race ,0,72
012-1720,French authorities are conducting an intense manhunt for the Charlie Hebdo attack suspects ,0,12
072-5020,If they made no changes whatsoever the state employees pension plan still had enough money to go forward for approximately the next 16 years ,1,72
072-5927,Barack Obama said he s going to attack Pakistan and embrace Iranian President Mahmoud Ahmadinejad ,1,72
072-8418,Democrat Russ Feingold announced his Wisconsin Senate run today fromCalifornia ,1,72
012-1531,My cartoon today on Islamist terror a cartoon fightback CharlieHebdo ,0,12
072-2606,Says U S Senate candidate Joni Ernst does not support a national minimum wage ,0,72
012-2065,Gunfire and smoke reported at Charlie Hebdo suspect hostage scene ,0,12
072-2199,Prior to Obamacare here in Wisconsin 95 percent of Wisconsinites were covered by insurance After Obamacare 95 percent of Wisconsinites were covered by insurance It hasnt had an impact ,1,72
072-8492,The Senate health care bill would leave 24 million people without insurance coverage ,0,72
012-3476,MORE Ferguson police chief identifies Darren Wilson as cop who shot Michael Brown ,1,12
012-3874,Thank God he s not a Muslim Otherwise the world d be on a Muslim hate spree now Germanwings ,1,12
072-7736,Estimates for adopting Obamacares Medicaid expansion show it will cost Virginia taxpayers 902 million through 2022 ,0,72
072-1516,The Paul Ryan budget proposal would privatize Medicare ,0,72
012-4487, Ottawa City Hall is currently in lock down Please avoid the area ,0,12
072-12071,Says JimRenacci has consistently voted for loopholes that encourage outsourcing of our jobs ,0,72
072-1668,Since Rick Perry became governor Texas has gone from 46th in the country to 50th in the population that graduates from high school ,0,72
072-2428,Says Majority Leader Eric Cantor called for abolishing Social Security and Medicare ,1,72
072-7722,Soldiers Donating to Tea Party Now Face Punishment Under the Uniform Code of Military Justice ,1,72
072-6525,California Republican gubernatorial hopeful Meg Whitman contributed to and campaigned for Democratic Sen Barbara Boxer ,0,72
012-1723,Man urinates in the mosque Prophet asks to let him to finish then wash it away Then sits and calmly explains to him CharlieHebdo,0,12
072-9116,If 20 million illegals vote you can kiss the Second Amendment goodbye ,1,72
072-10218,This is the slowest job recovery since Hoover ,1,72
072-3406, John McCain has voted with George Bush 90 percent of the time ,0,72
012-652,RT If the black flag seems familiar it s because it was also flying during Gaza protests in Sydney ,0,12
072-2170,I unsealed my records at Marquette University ,1,72
072-4255,By 2015 we will be sending so much interest to China that we will be paying for the entire Peoples Liberation Army ,1,72
012-740,This is shot that captures the sydneysiege sheer terror relief of escaped hostages incredible work of ,0,12
012-4645,IMPORTANT Ottawa police are urging people NOT to tweet the location of police activity in the field Shooting scene remains active ,0,12
072-7328,Says Tommy Thompsons tax plan amounts to an average tax cut of almost 87 000 for the top 1 percent ,0,72
072-9989,SaidPresident Barack Obama said he was going to stop signature strikes ,0,72
072-10727,Obamacare was invented by liberal academic theorists ,0,72
072-11455,Austin mayoral candidate Steve Adler has never been active in anything that has to do with City Hall ,1,72
072-4855,Says the City of Portland alone has 84 public relation representatives on payroll which cost taxpayers over 6 2 million a year ,1,72
072-2851,Says Tennessees higher education funding model is 100 percent outcomes based and we are already seeing this model changing the way our postsecondary institutions do business ,0,72
012-1340,Let s get serious about CharlieHebdo and West s double standards on freedom of speech ,0,12
012-3473,Chief seems to make it very clear that shooter did NOT write an incident report 5th Amendment Ferguson,1,12
072-10747,Its been 14 years since a president or a vice president or a member of their family has not gone and attended at least an event at the Olympics ,0,72
072-9404,A small majority of Americans dont think they like the Affordable Care Act but a large majority of Americans dont want to do away with the protections that are in the Affordable Care Act ,0,72
072-8943, Marco Rubio thinks that government shouldn t be in the health care business at all ,1,72
012-915, BREAKING Australian police say responding to incident at Sydney Opera House,1,12
072-3348,The Mexican government forces many bad people into our country ,1,72
072-10904,A lot of student loans are already refinanced by the federal government ,1,72
072-11248,On possibly raising the Social Security retirement age ,1,72
072-161,Democratic Sens Ed Markey Al Franken and Jeanne Shaheen took Bribes From Iran They Back Insane NUKE Deal ,1,72
012-209,If you have any lingering doubts that the threat of radical Islam is global as well as lethal via ,0,12
072-5723,Says the United States does not trade as much as other developed nations ,0,72
072-135,The NCAA will get billions from the mens basketball tournament Players get a trophy ,0,72
072-7026,In Hawaii they don t have a history of throwing incumbents out of office ,0,72
072-11466,Figures cited by Gov Scott Walker are not commonly used to measure job creation ,0,72
072-4387,According to 2009 estimates an agreement with Panama could result in almost 1 900 Florida jobs in thefirst year and about 15 000 jobs afterfive years ,0,72
072-8479,The 290 million structural surplus in the 2011 13 Wisconsin budget is not real because it is based on the assumption that Congress will reinstate the estate tax ,1,72
072-1867, In the last few months alone we have apprehended extremists within our borders who were sent here from the border region of Afghanistan and Pakistan to commit new acts of terror ,0,72
072-160,Says its not possible for some Wisconsin residents to watch Packers games theyre forced to watch Viking games so he got a law passed to fix the problem ,0,72
072-4205,New Jersey is the only state in the union that spent less on higher education than it did at the beginning of the decade ,1,72
072-8476,Romneycare was model for Obamacare ,0,72
072-102,One of the main functions of the Department of Homeland Securitys SAVE database is checking voter registration citizenship status ,1,72
012-4821,University of Ottawa is in lockdown classes are cancelled,0,12
072-12273,While Charlie Crist was governor utility costs went up 30 percent and went from below the national average to above the national average Since I got elected utility rates have come down 11 percent and now we are below the average ,1,72
072-7738,More Tennesseans have hunting and fishing licenses than vote ,1,72
072-6094,Says Mitt Romney plans to fire Big Bird ,1,72
072-8506,Says Lamar Smith sponsored the bill that funded Obamacare ,1,72
072-8545,Forty years ago hardly anybody in the country had health insurance ,1,72
072-4367,If you give guns to gangs you can get out of jail free if Californias Proposition 57 passes If you do a drive by shooting you can get out of jail free if Proposition 57 passes If you discharge guns on a school yard you can get out of jail free ,1,72
012-4606,All of joins the in thinking of those affected by today s tragedy in Ottawa ,0,12
072-10188,Says Mahmoud Ahmadinejad said that if he has a nuclear weapon he will use it to wipe Israel off the face of the earth He will use it against the United States of America ,1,72
072-7906,You know our current president is Muslim You know hes not even an American ,1,72
012-1668,Second thought Only way to pay respect to those who died is by defending the rights that Charlie Hebdo defended and in as upfront a way ,0,12
012-2942,Sara 4 killed while playing Israel is intentionally targeting KIDS Ferguson Gaza GazaUnderAttack FreePalestine ,0,12
072-1831,Scott Maddox has run losing campaigns for 3 of Florida s 4 available cabinet positions ,1,72
012-3442,The surveillance photos the police report and this witness account Ferguson ,1,12
072-3243,In the 38 Studios deal Wall Street investors took a risk and went bust ,1,72
012-2684,Chilling video allegedly of CharlieHebdo attackers filmed from rooftop A cry of Allahou Akbar followed by shots ,1,12
072-3541, In 20 years there will be enough Muslim voters in the U S to elect the president by themselves ,1,72
072-6153,Not a single segment of the proposed Beltline intersects the MARTA system at MARTA stations ,1,72
072-7527,Planned Parenthood is an organization that funnels millions of dollars in political contributions to pro abortion candidates ,0,72
072-4090,Illegal immigration costs state taxpayers over 3 billion every year ,1,72
072-7609,There was serious voter fraud in Virginia ,1,72
072-6247,Say Bernie Sanders won Nevada after all ,1,72
012-3870,Latest on Germanwings crash Pilots signaled 911 before dropping out of midair airline CEO calls this a dark day ,1,12
072-4501,Ive gotten to see the commercials that they did on you And Ive gotten to see some of the most vicious commercials Ive ever seen of Michelle Obama talking about you Hillary ,1,72
072-12416,On subsidies for ethanol production ,1,72
072-9423,SaysTed Cruz distributed the ad showing a nude Melania Trump on a rug ,1,72
072-12361,170 000 of the jobs created in Texas under Gov Rick Perry were government jobs ,0,72
072-28,Administrative employees at colleges and universitieshave more than doubled over the last 25 years outpacing the growth of students by more than 2 to 1 ,0,72
012-3867,Pilot of Germanwings Airbus Was MUSLIM CONVERT Hero of Islamic State via ,1,12
072-5448,Says Rep Justin Amash votes more with the Democrats than with the Republicans ,1,72
012-5082,BREAKING Soldier shot near Canada s parliament active shooter at large ,1,12
072-12250,Says Donald Trump wants to undo marriage equality ,0,72
012-3557,These surveillance images were taken at a convenience store 10 min Before MichaelBrown was shot Sat Ferguson ,1,12
012-2606,The Image That Everyone Is Sharing isn t By Banksy But It s Awesome CharlieHebdo ,1,12
072-10642,Barack Obama openly supported opposition leader Raila Odinga during his visit to Africa in 2006 ,1,72
072-115,Says Mary Landrieu voted to fund benefits for illegal immigrants ahead of veterans ,1,72
072-1600,Nobody has played clips over and over of President Obama saying If they bring a knife to the fight well bring a gun ,0,72
012-1458,The pen has always been and will always be mightier than the sword JeSuisCharlie ,0,12
072-9883,Says President Barack Obamas debt commission recommended converting Medicare to a system where Medicare participants are given a voucher to purchase insurance in the private market ,1,72
012-1689,The little weapon CharlieHebdo cartoon ,0,12
072-5084,Says that U S Sen Marco Rubio says troops are leaving Iraq too fast ,0,72
012-782, BREAKING A sixth hostage has escaped from the caf in MartinPl SydneySiege 9News,1,12
072-5396,If you care about the environment weve got record funding ,1,72
072-5698, Productivity has risen 18 percent yet wages have stayed flat There are 5 million more people in poverty here in our country than there were in 2000 ,0,72
072-3184,During the year Kagan barred military recruiters from Harvard Law School s Office of Career Services military recruiting actually went up ,0,72
072-6798,Every piece of legislation just about that I ever introduced in the U S Senate had a Republican co sponsor ,1,72
012-4376, We refuse to be silenced Ontario premier Kathleen Wynne defiant in face of Ottawa shooting ,0,12
072-10123,Sherrod Brown opposed blocking a new EPA emissions rule despite acknowledging that the EPAs cap and trade regulations are burdensome and could harm economic growth in Ohio ,0,72
012-3980,French Prime Minister now confirming the plane crash via 4U9525,0,12
072-4364,Its possible that non citizen voters were responsible for Obamas 2008 victory in North Carolina ,1,72
072-1586,Upwards of 90 percent of women seeking an abortion decide not to have an abortion after seeing an ultrasound ,1,72
072-3262,Because of the new health care law 17 million kids can no longer be denied for a pre existing condition ,0,72
072-2788,Says U S Rep Debbie Wasserman Schultz voted to cut off Floridas veterans and their benefits ,1,72
072-8732,People have actually broken down the transcripts for oral arguments and Antonin Scalia told more jokes and got more laughs than any of the other justices ,0,72
072-3662,The current agriculture commissioner allowed tainted beef to be sent to school cafeterias ,1,72
072-6296,Says Daniel Webster thinks wives should submit to their husbands ,1,72
012-2520,Reports that several hostages apparently freed at the Paris kosher grocery ,0,12
072-8862,Says Rick Scott cut Medicaid so people cant get Obamacare ,0,72
072-77,Social Security is a Ponzi scheme ,1,72
072-5841,Says President Barack Obama said when we got bin Laden terrorism problem solved ,1,72
072-6185,Guns have murdered more Americans here at home in recent years than have died on the battlefields of Iraq and Afghanistan ,0,72
072-10380,Corporate taxes will soon be the highest in the industrialized world ,0,72
072-3720,Says the Austin chapter of the League of Women Voters has no Republicans among elected officers or on its debate committee ,0,72
012-3526,Alleged theft of cigars is not a reason to shoot dead an unarmed teenager MichaelBrown Ferguson,1,12
