,id,text,label,average_subjectivity,majority_subjectivity,average_hidden_assumptions,majority_hidden_assumptions,average_bias_west,majority_bias_west,average_bias_russia,majority_bias_russia
441,23-42,It is my conviction that we could not take this mechanism of checks and balances that we built over the last decades sometimes with such effort and difficulty and simply tear it apart without building anything in its place ,0,0.0,0.0,0.0,0.0,0.6,1.0,0.6,1.0
442,23-43,Otherwise we would be left with no instruments other than brute force ,0,0.0,0.0,0.0,0.0,0.6,1.0,0.6,1.0
443,23-44,What we needed to do was to carry out a rational reconstruction and adapt it to the new realities in the system of international relations ,0,0.0,0.0,0.2,0.0,0.6,1.0,0.6,1.0
444,23-45,But the United States having declared itself the winner of the Cold War saw no need for this ,0,0.0,0.0,0.0,0.0,1.2,1.0,0.6,1.0
445,23-46,Instead of establishing a new balance of power essential for maintaining order and stability they took steps that threw the system into sharp and deep imbalance ,0,0.0,0.0,0.0,0.0,0.6,1.0,0.6,1.0
446,23-47,The Cold War ended but it did not end with the signing of a peace treaty with clear and transparent agreements on respecting existing rules or creating new rules and standards ,0,0.0,0.0,0.0,0.0,0.6,1.0,0.6,1.0
447,23-48,This created the impression that the so called victors in the Cold War had decided to pressure events and reshape the world to suit their own needs and interests ,0,0.0,0.0,0.0,0.0,0.6,1.0,1.2,1.0
448,23-49,If the existing system of international relations international law and the checks and balances in place got in the way of these aims this system was declared worthless outdated and in need of immediate demolition ,0,0.0,0.0,0.0,0.0,0.6,1.0,0.6,1.0
449,23-50,Pardon the analogy but this is the way nouveaux riches behave when they suddenly end up with a great fortune in this case in the shape of world leadership and domination ,0,0.0,0.0,0.0,0.0,0.6,1.0,1.2,1.0
450,23-51,Instead of managing their wealth wisely for their own benefit too of course I think they have committed many follies ,0,0.0,0.0,0.0,0.0,0.6,1.0,0.6,1.0
451,23-52,We have entered a period of differing interpretations and deliberate silences in world politics ,0,0.0,0.0,0.0,0.0,0.6,1.0,0.6,1.0
452,23-53,International law has been forced to retreat over and over by the onslaught of legal nihilism ,0,0.0,0.0,0.0,0.0,0.6,1.0,0.6,1.0
453,23-54,Objectivity and justice have been sacrificed on the altar of political expediency ,0,0.0,0.0,0.0,0.0,0.6,1.0,0.6,1.0
454,23-55,Arbitrary interpretations and biased assessments have replaced legal norms ,0,0.0,0.0,0.0,0.0,0.6,1.0,0.6,1.0
455,23-56,At the same time total control of the global mass media has made it possible when desired to portray white as black and black as white ,0,0.0,0.0,0.0,0.0,0.6,1.0,0.6,1.0
456,23-57,In a situation where you had domination by one country and its allies or its satellites rather the search for global solutions often turned into an attempt to impose their own universal recipes ,0,0.0,0.0,0.0,0.0,0.6,1.0,0.6,1.0
457,23-58,This group s ambitions grew so big that they started presenting the policies they put together in their corridors of power as the view of the entire international community ,0,0.0,0.0,0.0,0.0,0.6,1.0,0.6,1.0
458,23-59,But this is not the case ,0,0.0,0.0,0.0,0.0,0.6,1.0,0.6,1.0
459,23-60, The Cold War ended but it did not end with the signing of a peace treaty with clear and transparent agreements on respecting existing rules or creating new rules and standards ,0,0.0,0.0,0.0,0.0,0.6,1.0,0.6,1.0
460,23-61,This created the impression that the so called victors in the Cold War had decided to pressure events and reshape the world to suit their own needs and interests ,0,0.0,0.0,0.0,0.0,0.6,1.0,1.2,1.0
461,23-62,The very notion of national sovereignty became a relative value for most countries ,0,0.0,0.0,0.0,0.0,0.6,1.0,0.6,1.0
462,23-63,In essence what was being proposed was the formula the greater the loyalty towards the world s sole power centre the greater this or that ruling regime s legitimacy ,0,0.0,0.0,0.0,0.0,0.6,1.0,0.6,1.0
463,23-64,We will have a free discussion afterwards and I will be happy to answer your questions and would also like to use my right to ask you questions ,0,0.0,0.0,0.0,0.0,0.6,1.0,0.6,1.0
464,23-65,And during the upcoming discussion let someone try to disprove the argument that I just set out ,0,0.0,0.0,0.0,0.0,0.6,1.0,0.6,1.0
465,23-66,The measures taken against those who refuse to submit are well known and have been tried and tested many times ,0,0.0,0.0,0.0,0.0,0.6,1.0,0.6,1.0
466,23-67,They include use of force economic and propaganda pressure meddling in domestic affairs and appeals to a kind of supra legal legitimacy when they need to justify illegal intervention in this or that conflict or toppling inconvenient regimes ,0,0.0,0.0,0.0,0.0,0.6,1.0,0.6,1.0
467,23-68,Of late we have increasing evidence too that outright blackmail has been used with regard to a number of leaders ,0,0.0,0.0,0.0,0.0,0.6,1.0,0.6,1.0
468,23-69,It is not for nothing that big brother is spending billions of dollars on keeping the whole world including its own closest allies under surveillance ,0,0.0,0.0,0.0,0.0,0.6,1.0,0.6,1.0
469,23-70,Let s ask ourselves how comfortable are we with this how safe are we how happy living in this world and how fair and rational has it become Maybe we have no real reasons to worry argue and ask awkward questions Maybe the United States exceptional position and the way they are carrying out their leadership really is a blessing for us all and their meddling in events all around the world is bringing peace prosperity progress growth and democracy and we should maybe just relax and enjoy it all ,0,0.0,0.0,0.0,0.0,0.6,1.0,1.2,1.0
470,23-71,Let me say that this is not the case absolutely not the case ,0,0.0,0.0,0.0,0.0,0.6,1.0,0.6,1.0
471,23-72,A unilateral diktat and imposing one s own models produces the opposite result ,0,0.0,0.0,0.0,0.0,0.6,1.0,0.6,1.0
472,23-73,Instead of settling conflicts it leads to their escalation instead of sovereign and stable states we see the growing spread of chaos and instead of democracy there is support for a very dubious public ranging from open neo fascists to Islamic radicals ,0,0.0,0.0,0.0,0.0,0.6,1.0,0.6,1.0
473,23-74,Why do they support such people They do this because they decide to use them as instruments along the way in achieving their goals but then burn their fingers and recoil ,0,0.0,0.0,0.0,0.0,0.6,1.0,0.6,1.0
474,23-75,I never cease to be amazed by the way that our partners just keep stepping on the same rake as we say here in Russia that is to say make the same mistake over and over ,0,0.0,0.0,0.0,0.0,0.6,1.0,1.2,1.0
475,23-76,They once sponsored Islamic extremist movements to fight the Soviet Union ,0,0.0,0.0,0.0,0.0,0.6,1.0,1.2,1.0
476,23-77,Those groups got their battle experience in Afghanistan and later gave birth to the Taliban and Al Qaeda ,0,0.2,0.0,0.0,0.0,0.6,1.0,0.6,1.0
477,23-78,The West if not supported at least closed its eyes and I would say gave information political and financial support to international terrorists invasion of Russia we have not forgotten this and the Central Asian region s countries ,0,0.0,0.0,0.0,0.0,0.6,1.0,0.6,1.0
478,23-79,Only after horrific terrorist attacks were committed on US soil itself did the United States wake up to the common threat of terrorism ,0,0.0,0.0,0.0,0.0,1.2,1.0,0.6,1.0
479,23-80,Let me remind you that we were the first country to support the American people back then the first to react as friends and partners to the terrible tragedy of September 11 ,0,0.0,0.0,0.0,0.0,0.6,1.0,0.6,1.0
480,24-0,Brexit vote will delay decision on EU Ukraine deal says Rutte,0,0.2,0.0,0.4,0.0,1.0,1.0,1.0,1.0
481,24-1,EU leaders will only want to discuss the Netherlands rejection of the EU Ukraine treaty after the UK in out referendum says Dutch PM Rutte ,0,0.2,0.0,0.4,0.0,1.0,1.0,1.0,1.0
482,24-2,61 percent of Dutch voters that showed up at the referendum rejected the EU Ukraine treaty Photo Peter Teffer ,0,0.2,0.0,0.0,0.0,1.0,1.0,1.0,1.0
483,24-3,Rutte s centre right Liberals and centre left Labour have a slim majority in the parliament s Lower House where the entire opposition has demanded the ratification law be withdrawn following the referendum in which 61 percent of voters rejected the treaty ,0,0.2,0.0,0.0,0.0,1.0,1.0,1.0,1.0
484,24-4, The people have spoken ,0,0.2,0.0,0.4,0.0,1.0,1.0,1.0,1.0
485,24-5,The people were clear ,0,0.2,0.0,0.4,0.0,1.0,1.0,1.0,1.0
486,24-6,The people said No said anti EU opposition MP Geert Wilders during a Lower House debate Wednesday evening ,0,0.2,0.0,0.4,0.0,1.0,1.0,1.0,1.0
487,24-7,But PM Rutte asked the parliament for a chance to first try to find a solution by having discussions with the 27 other EU member states who did ratify the treaty and with Ukraine ,0,0.2,0.0,0.0,0.0,1.0,1.0,1.0,1.0
488,24-8,He said withdrawing the ratification law would undermine those talks ,0,0.2,0.0,0.4,0.0,1.0,1.0,1.0,1.0
489,24-9, We would lose our entry ticket to those talks that is the paradox we are dealing with said Rutte adding that in that case no one would want to talk to the Dutch government ,0,0.2,0.0,0.4,0.0,1.0,1.0,1.0,1.0
490,24-10,He added that a conclusion to those talks would not be reached before 23 June when the UK will have its referendum on whether to remain or leave the bloc ,0,0.2,0.0,0.4,0.0,1.0,1.0,1.0,1.0
491,24-11, Our political estimation based on the first signals we received from our European partners is that they want that the UK referendum out of the way first said Rutte ,0,0.2,0.0,0.4,0.0,1.0,1.0,1.0,1.0
492,24-12, That doesn t mean that nothing can happen behind closed doors he said but adding that only a public debate in Brussels about the Dutch referendum could lead to political conclusions ,0,0.2,0.0,0.4,0.0,1.0,1.0,1.0,1.0
493,24-13,Rutte said he was aiming at such a resolution before the summer ,0,0.2,0.0,0.4,0.0,1.0,1.0,1.0,1.0
494,24-14,No means No,0,0.2,0.0,0.4,0.0,1.0,1.0,1.0,1.0
495,24-15,His government was criticised by the entire opposition for not immediately pulling the plug on ratification including by political parties who had campaigned in favour of the agreement ,0,0.2,0.0,0.4,0.0,1.0,1.0,1.0,1.0
496,24-16, Real people went to real polling stations to really say No said MP Sybrand Buma of the centre right Christian Democrats ,0,0.2,0.0,0.4,0.0,1.0,1.0,1.0,1.0
497,24-17, I find it dramatic but we can t say in hindsight it s disappointing we are going to do what we want ,0,0.2,0.0,0.4,0.0,1.0,1.0,1.0,1.0
498,24-18,His left wing Green colleague Rik Grashoff added I don t envy the prime minister but he is going to have to negotiate in Brussels with the position that the Netherlands has withdrawn its support for the treaty ,0,0.2,0.0,0.4,0.0,1.0,1.0,1.0,1.0
499,24-19,Eurosceptic opposition MP Marianne Thieme said Rutte is trying to fool No voters that some renegotiation of the treaty is what they wanted ,0,0.2,0.0,0.4,0.0,1.0,1.0,1.0,1.0
500,24-20, The citizen should be taken seriously ,0,0.2,0.0,0.6,0.0,1.0,1.0,1.0,1.0
501,24-21,In this debate the prime minister is feeding the public distrust in politics she said ,0,0.2,0.0,0.6,0.0,1.0,1.0,1.0,1.0
502,24-22,In a way the Dutch political establishment created the mess for itself ,0,0.2,0.0,0.6,0.0,1.0,1.0,1.0,1.0
503,24-23,Before the referendum all main parties said they would follow the advice no matter what the result ,0,0.2,0.0,0.4,0.0,1.0,1.0,1.0,1.0
504,24-24,So although the vote was formally non binding the politicians framed it in such a way that the result could not be ignored ,0,0.2,0.0,0.4,0.0,1.0,1.0,1.0,1.0
505,25-0,Russia demands condemnation of mercenaries activity in eastern Ukraine,0,0.2,0.0,1.0,0.0,0.6,1.0,1.8,1.0
506,25-1,Troops loyal to Kiev and local militias in the southeastern Ukrainian Donetsk and Luhansk regions are involved in fierce clashes ,0,0.2,0.0,1.0,0.0,0.6,1.0,1.8,1.0
507,26-0,These days the Baltic region is a buzzing hive of NATO planes,0,0.4,0.0,0.0,0.0,1.4,1.0,0.8,1.0
508,26-1,On May 1 the Polish Air Force will take responsibility for the Baltic Air Policing four MiG 29 Fulcrums accompanied by more than 100 soldiers will deploy to Lithuania ,0,0.2,0.0,0.4,0.0,1.4,1.0,0.8,1.0
509,26-2,Along with all the armament and equipment needed to keep the detachment active until Aug 31 ,0,0.2,0.0,0.0,0.0,0.8,1.0,0.8,1.0
510,26-3,What makes this rotation so special is the fact that the Polish Fulcrums are going to be supported by U S F 15 Eagles RAF Eurofighter Typhoons Danish F 16s and French Rafales ,0,0.4,0.0,0.4,0.0,0.8,1.0,0.8,1.0
511,26-4,According to various media outlets the massive deployment of NATO aircraft in the Baltic area is related to Ukrainian crisis even if Russian activity in the entire region has been quite intense and frequent well before the invasion of Crimea and the subsequent crisis ,0,0.4,0.0,0.0,0.0,1.4,1.0,0.8,1.0
512,26-5,The official aim of the deployment is to conduct air patrols and intercepts over Estonia Lithuania and Latvia ,0,0.2,0.0,0.0,0.0,1.4,1.0,0.8,1.0
513,26-6,Additionally the jet fighters will assist jetliners and fighter jets in case of emergencies ,0,0.2,0.0,0.0,0.0,1.4,1.0,0.8,1.0
514,26-7,As usual most of the aircraft will be stationed in iauliai base Lithuania ,0,0.2,0.0,0.0,0.0,1.4,1.0,0.8,1.0
515,26-8,Meanwhile a Baltic Region Training Event BRTE is taking part at iauliai on Apr 1 2 ,0,0.2,0.0,0.0,0.0,1.4,1.0,0.8,1.0
516,26-9,The exercise features Swedish Gripens E 3 Sentry Lithuanian C 27Js and the USAFE F 15Cs stationed in Lithuania for the Baltic Air Policing rotation ,0,0.2,0.0,0.0,0.0,1.4,1.0,0.8,1.0
517,26-10,The exercise is a routine event organized by the NATO Allied Air Command COM AIRCOM from Ramstein and Combined Air Operations Centre Uedem CAOC Uedem ,0,0.2,0.0,0.0,0.0,1.4,1.0,0.8,1.0
518,26-11,KC 135Rs operating from Germany provide the air refueling support ,0,0.2,0.0,0.0,0.0,1.4,1.0,0.8,1.0
519,26-12,The exercise is focusing mostly on air to air training especially within the scope of the coordination and emergency procedures during QRA Quick Reaction Alert e g in case of communication problems ,0,0.2,0.0,0.0,0.0,1.4,1.0,0.8,1.0
520,26-13,One drill with Gripens and F 15C jet fighters in a renegade scenario has been already carried out ,0,0.4,0.0,0.0,0.0,1.4,1.0,0.8,1.0
521,26-14,Other missions to be conducted include SAR operations and low altitude passes over Palanga and Vilnus airports in order to enhance the way the civilian staff and the air forces cooperate ,0,0.2,0.0,0.0,0.0,1.4,1.0,0.8,1.0
522,26-15,Fueled by an image posted on Facebook as an April Fools day joke rumors spread on Social Network that F 22 Raptors were deploying to Poland ,0,0.4,0.0,0.0,0.0,1.4,1.0,0.8,1.0
523,26-16,The radar evading planes were actually deploying to Al Dhafra UAE for the usual rotation in the Persian Gulf ,0,0.2,0.0,0.0,0.0,0.8,1.0,0.8,1.0
524,27-0,Joint statement of the Ministers of Foreign Affairs of the Czech Republic Hungary Poland and Slovakia,0,0.0,0.0,0.6,0.0,0.8,1.0,0.8,1.0
525,27-1,The Foreign Ministers of the Czech Republic Hungary Poland and Slovakia were shocked by the news that clashes between protesters and riot police resulted in casualties in Kyiv ,0,0.0,0.0,0.6,0.0,0.8,1.0,0.8,1.0
526,27-2,We strongly condemn the killing of demonstrators which cannot be justified by any reason ,0,0.0,0.0,0.6,0.0,0.8,1.0,0.8,1.0
527,27-3,Ukraine has been witnessing a permanent and deepening internal political crisis for the past two months ,0,0.0,0.0,0.6,0.0,0.8,1.0,0.8,1.0
528,27-4,As neighbours of Ukraine V4 countries voice their strong concern with the fast escalation of the conflict and express their deepest condolences to the relatives of the victims ,0,0.0,0.0,0.6,0.0,0.8,1.0,0.8,1.0
529,27-5,Violence never contributed to resolving political crises and it can only aggravate the already complicated and dangerous situation ,0,0.0,0.0,0.6,0.0,0.8,1.0,0.8,1.0
530,27-6,Therefore the Foreign Ministers of the Visegrad Group resolutely call on all parties to stop the escalation of the crisis and refrain from further violence as well as to enter into meaningful and credible dialogue ,0,0.0,0.0,0.6,0.0,0.8,1.0,0.8,1.0
531,27-7,This is the only way to find a solution acceptable for the whole Ukrainian nation ,0,0.0,0.0,0.6,0.0,0.8,1.0,0.8,1.0
532,27-8,The Foreign Ministers of the Visegrad Group underline that the fundamental rights of Ukrainian citizens including freedom of assembly freedom of expression and media must be fully respected and protected ,0,0.0,0.0,0.6,0.0,0.8,1.0,0.8,1.0
533,28-0,Putin asks Federation Council to cancel the resolution on use of Russian forces in Ukraine,0,0.2,0.0,0.2,0.0,1.0,1.0,1.0,1.0
534,28-1,The president s decision is connected to the start of three party talks on the settlement of the situation in south eastern Ukraine,0,0.2,0.0,0.8,0.0,1.0,1.0,1.0,1.0
535,28-2,Russian President Vladimir Putin has asked the Federation Council upper house of parliament to cancel its resolution that allows to use Russian Armed Forces in Ukraine presidential spokesman Dmitry Peskov told ITAR TASS on Tuesday ,0,0.2,0.0,0.8,0.0,1.0,1.0,1.0,1.0
536,29-0,Ukraine crisis EU signs association deal,0,0.2,0.0,0.0,0.0,0.7142857142857143,1.0,0.7142857142857143,1.0
537,29-1,EU leaders seal an accord on closer ties with Ukraine as President Putin completes the treaty on Crimea s entry into the Russian Federation ,0,0.8,0.0,0.0,0.0,0.7142857142857143,1.0,0.7142857142857143,1.0
538,29-2,The EU and Ukraine have signed an agreement forging closer economic ties in a show of support following Russia s annexation of Crimea ,0,0.8,0.0,0.0,0.0,0.7142857142857143,1.0,0.7142857142857143,1.0
539,29-3,Former Ukrainian President Viktor Yanukovych s abandonment of the EU deal in November triggered protests his removal and Russia s move into Crimea ,0,0.8,0.0,0.0,0.0,0.7142857142857143,1.0,0.7142857142857143,1.0
540,29-4,EU leaders have also agreed to try to reduce energy dependence on Russia ,0,0.8,0.0,0.0,0.0,0.7142857142857143,1.0,0.7142857142857143,1.0
541,29-5,In Moscow President Vladimir Putin signed a law formally absorbing Crimea into Russia ,0,0.2,0.0,0.0,0.0,0.7142857142857143,1.0,0.7142857142857143,1.0
542,29-6,The EU and the US have announced sanctions on several high ranking Russian figures targeting Mr Putin s inner circle ,0,0.8,0.0,0.0,0.0,0.7142857142857143,1.0,0.7142857142857143,1.0
543,29-7,Full details of the latest EU targets are due to be published shortly ,0,0.8,0.0,0.0,0.0,0.7142857142857143,1.0,0.7142857142857143,1.0
544,29-8,Russian shares fell sharply on Friday as investors considered the impact of the Western sanctions on Russia s economy ,0,0.8,0.0,0.0,0.0,0.7142857142857143,1.0,0.7142857142857143,1.0
545,29-9,The EU Association Agreement with Ukraine is designed to give the country s interim leadership under PM Arseniy Yatsenyuk economic and political support ,0,0.8,0.0,0.0,0.0,0.8571428571428571,1.0,0.7142857142857143,1.0
546,29-10,EU President Herman Van Rompuy said in a statement that the accord recognises the aspirations of the people of Ukraine to live in a country governed by values by democracy and the rule of law ,0,0.8,0.0,0.0,0.0,0.7142857142857143,1.0,0.7142857142857143,1.0
547,29-11,The political parts of the accord were signed in Brussels on Friday the economic and trade sections will not be signed until after Ukrainian presidential elections in May ,0,0.8,0.0,0.0,0.0,0.7142857142857143,1.0,0.7142857142857143,1.0
548,29-12,Mr Yatsenyuk said this was a historic day adding We want to be a part of the big European family and this is the first tremendous step in order to achieve for Ukraine its ultimate goal as a full fledged member ,0,0.8,0.0,0.0,0.0,0.7142857142857143,1.0,0.7142857142857143,1.0
549,29-13,He added that the best way to contain Russia is to impose real economic leverage ,0,0.2,0.0,0.0,0.0,0.8571428571428571,1.0,0.7142857142857143,1.0
550,29-14,Speaking at the end of the summit in Brussels German Chancellor Angela Merkel said she was returning home very happy as European leaders had been able to find a joint position on the Ukraine crisis ,0,0.8,0.0,0.0,0.0,1.0,1.0,0.7142857142857143,1.0
551,29-15,UK Prime Minister David Cameron said that the best rebuke to Russia would be a strong and successful Ukraine ,0,0.8,0.0,0.0,0.0,0.8571428571428571,1.0,0.7142857142857143,1.0
552,29-16,Mr Cameron described Sunday s referendum in Crimea as a sham saying it took place at the barrel of a Kalashnikov ,0,0.8,0.0,0.0,0.0,0.8571428571428571,1.0,0.7142857142857143,1.0
553,29-17,Trade issues,0,0.8,0.0,0.0,0.0,0.7142857142857143,1.0,0.7142857142857143,1.0
554,29-18,The most sensitive issue of trade integration with the EU is as yet unsigned ,0,0.8,0.0,0.0,0.0,0.8571428571428571,1.0,0.7142857142857143,1.0
555,29-19,But in its Conclusions on Ukraine published on Friday the EU said it was committed to signing the remainder ,0,0.8,0.0,0.0,0.0,0.8571428571428571,1.0,0.7142857142857143,1.0
556,29-20,The EU also said it would push ahead with similar co operation deals with two former Soviet republics Georgia and Moldova in the summer ,0,0.8,0.0,0.0,0.0,0.8571428571428571,1.0,0.7142857142857143,1.0
557,29-21,Moscow has troops in breakaway parts of Georgia and in Trans Dniester which broke away from Moldova and our correspondent says the EU s announcement on this is likely to infuriate the Kremlin far more than any sanctions imposed so far ,0,1.2,0.0,0.0,0.0,0.8571428571428571,1.0,0.7142857142857143,1.0
558,29-22,The EU has also cancelled a summit with Russia in June and said member states would cancel regular bilateral summits ,0,0.8,0.0,0.0,0.0,0.8571428571428571,1.0,0.7142857142857143,1.0
559,29-23,Sanctions broadened,0,0.8,0.0,0.0,0.0,0.8571428571428571,1.0,0.7142857142857143,1.0
560,29-24,Friday s signing came as the EU broadened its sanctions over Russia s annexation of Crimea ,0,0.2,0.0,0.0,0.0,0.8571428571428571,1.0,0.7142857142857143,1.0
561,29-25,It added 12 individuals to an earlier list of 21 who now face asset freezes and travel bans ,0,1.2,0.0,0.0,0.0,0.8571428571428571,1.0,0.7142857142857143,1.0
562,29-26,The US on Thursday added to its own list and also targeted the Rossiya bank ,0,0.2,0.0,0.0,0.0,0.7142857142857143,1.0,0.7142857142857143,1.0
563,29-27,President Putin said after talks with officials in Moscow that he would not take immediate reciprocal action ,0,0.8,0.0,0.0,0.0,0.7142857142857143,1.0,0.7142857142857143,1.0
564,29-28, I think we should refrain from taking steps in response for now Interfax quoted Mr Putin as saying ,0,0.8,0.0,0.0,0.0,0.7142857142857143,1.0,0.7142857142857143,1.0
565,29-29,Regarding the US sanctions on Rossiya bank Mr Putin said I personally did not have an account with it but will open an account there on Monday for sure ,0,0.8,0.0,0.0,0.0,0.7142857142857143,1.0,0.7142857142857143,1.0
566,29-30,Two credit rating agencies have now downgraded Russia s outlook to negative from stable ,0,0.2,0.0,0.0,0.0,0.7142857142857143,1.0,0.7142857142857143,1.0
567,29-31,After signing the law completing Crimea s accession to the Russian Federation Mr Putin said We have a lot of work ahead to adapt Crimea to Russian legislation ,0,0.8,0.0,0.0,0.0,0.7142857142857143,1.0,0.7142857142857143,1.0
568,29-32,I ask deputies of both chambers to do their best in the interests of all Russians and of Crimeans especially ,0,0.8,0.0,0.0,0.0,0.7142857142857143,1.0,0.7142857142857143,1.0
569,29-33,Earlier all 155 senators present in the upper house of Russia s parliament voted to ratify the treaty ,0,0.8,0.0,0.0,0.0,0.7142857142857143,1.0,0.7142857142857143,1.0
570,29-34,Addressing the house Foreign Minister Sergei Lavrov said any reference to annexation was an insult to people to their inalienable rights to self determination which they have exercised to the full ,0,1.2,0.0,0.0,0.0,0.7142857142857143,1.0,0.7142857142857143,1.0
571,29-35,Ukraine s interim President Olexander Turchynov after meeting UN Secretary General Ban Ki moon on Friday said Kiev would never accept a Crimea that was not part of Ukraine s sovereign territory ,0,0.8,0.0,0.0,0.0,0.7142857142857143,1.0,0.7142857142857143,1.0
572,29-36,Mr Ban said that he had told President Putin in talks on Thursday that the crisis could only be solved through peaceful negotiations based on the UN charter and respect for the sovereignty of Ukraine ,0,0.8,0.0,0.0,0.0,0.7142857142857143,1.0,0.7142857142857143,1.0
573,29-37,He urged both sides to avoid inflammatory rhetoric and to control radical elements ,0,0.8,0.0,0.0,0.0,0.7142857142857143,1.0,0.7142857142857143,1.0
574,29-38,A UN team under envoy Ivan Simonovic has now arrived in Crimea to discuss setting up a UN human rights monitoring mission in the region ,0,0.8,0.0,0.0,0.0,0.7142857142857143,1.0,0.7142857142857143,1.0
575,30-0,Eight Spaniards arrested after returning from combat in Ukraine,0,0.0,0.0,0.8,0.0,0.9166666666666666,1.0,0.9166666666666666,1.0
576,30-1,The detainees are suspected to have fought alongside pro Russian forces ,1,0.6,0.0,1.4,1.5,0.9166666666666666,1.0,0.9166666666666666,1.0
577,30-2,They are facing charges of compromising the peace and interests of Spain homicide and possession of arms and explosives,0,0.6,0.0,0.4,0.0,0.9166666666666666,1.0,0.9166666666666666,1.0
578,30-3,The eight Spaniards belong to several different communist organizations and had received support from an unofficial pro Russian European network ,0,0.2,0.0,0.8,0.0,0.9166666666666666,1.0,0.9166666666666666,1.0
579,30-4,The operation was completed after three of the men returned to Spain during February the last of the men arrived last week ,0,0.0,0.0,0.8,0.0,0.9166666666666666,1.0,0.9166666666666666,1.0
580,30-5,Police sources have not yet stated whether Rafael Mu oz P rez 27 and ngel Davilla Rivas 22 were among the detainees ,0,0.4,0.0,0.8,0.0,0.9166666666666666,1.0,0.9166666666666666,1.0
581,30-6,The pair were last year confirmed to have joined the Vostok Batallion under the orders of Igor Strelkov the head of the Armed Forces of the People s Republic of Donetsk ,0,0.0,0.0,0.8,0.0,0.9166666666666666,1.0,0.9166666666666666,1.0
582,30-7,The identification of the detainees was facilitated by the suspects habit of posting photos of themselves with military equipment on social networking sites,0,0.4,0.0,0.8,0.0,0.9166666666666666,1.0,0.9166666666666666,1.0
583,31-0,Death squads in Ukraine says leader of one opposition party,0,0.0,0.0,0.6,0.0,0.8,1.0,0.8,1.0
584,31-1,The hospital where activist Dmytro Bulatov is recovering from his injuries has become the latest focus of the unrest in Kyiv ,0,0.0,0.0,0.6,0.0,0.8,1.0,0.8,1.0
585,31-2,At the capital s airport the leader of one of the opposition parties on his way to the security conference in Munich believes Bulatov s alleged abduction is evidence of death squads ,0,0.6,0.0,0.0,0.0,0.8,1.0,0.8,1.0
586,31-3, We will insist in Munich on starting an international investigation into all the facts of murders abuse torture kidnapping of people and those incidents where journalists were targeted and shot at ,0,0.0,0.0,0.6,0.0,0.8,1.0,0.8,1.0
587,31-4,Recent events with Dmytro Bulatov are evidence of the facts there are now death squads in Ukraine like in Latin America said Arsenyi Yatsenyuk leader of the Fatherland Party ,0,0.6,0.0,0.6,0.0,0.8,1.0,0.8,1.0
588,31-5,The arrest warrants for Bulatov and two other activists came on the day the amnesty for detained protesters and the repeal of the anti protest legislation was signed into law ,0,0.0,0.0,0.6,0.0,0.8,1.0,0.8,1.0
589,32-0,What does the West want from Ukraine ,0,0.8,0.0,0.0,0.0,1.0,1.0,1.0,1.0
590,32-1,Experts say there s motivation beyond altruism for the US and EU trying to forge closer ties with the country in crisis,0,1.2,0.0,0.0,0.0,1.0,1.0,1.0,1.0
591,32-2,As the crisis in Ukraine drags on into its fourth month the geopolitics of the situation have grown increasingly complex with more diplomats leaders and interested parties opining on each and every development in the country ,0,0.6,0.0,0.0,0.0,1.0,1.0,1.0,1.0
592,32-3,President Barack Obama and leaders from the European Union for example have spoken at length on what they want for Ukraine that it determine its own destiny and not just any destiny but one that is different from its past of playing economic lapdog to Russia ,0,0.6,0.0,0.0,0.0,1.0,1.0,1.0,1.0
593,32-4,Going beyond the platitudes of supporting Ukraine s autonomy however what has gone without much discussion is why the cash strapped European Union and the U S were motivated to step into the fray to potentially spend billions of dollars on a country that without the support of Russia might face economic collapse ,0,0.6,0.0,0.0,0.0,1.0,1.0,1.0,1.0
594,32-5,With tension from military posturing in Crimea increasing and the potential for bloodshed potent foreign policy watchers say it s important to suss out soon why exactly the EU and U S which have been focused inwardly on domestic issues since the global financial crisis now seem so intent on helping determine the direction of Ukraine ,0,0.6,0.0,0.0,0.0,1.0,1.0,1.0,1.0
595,32-6,Besides pure altruism they say the countries have a lot to lose if Ukraine falls further into crisis and perhaps just as much to gain if it doesn t ,0,1.2,0.0,0.0,0.0,1.0,1.0,1.0,1.0
596,32-7, This is a big country in the center of Europe that can affect the stability of all of Europe said William Taylor vice president at the U S Institute for Peace ,0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0
597,32-8, A civil war there would affect energy supplies trade everything ,0,1.2,0.0,0.0,0.0,1.0,1.0,1.0,1.0
598,32-9,Taylor and others believe all of the West especially the EU have a vested economic interested in making sure Ukraine stays stable ,0,0.6,0.0,0.0,0.0,1.0,1.0,1.0,1.0
599,32-10,For one the EU exports over 20 billion in goods primarily machinery vehicles and industrial chemicals to Ukraine annually ,0,0.8,0.0,0.0,0.0,1.0,1.0,1.0,1.0
600,32-11,Ukraine is also one of the world s largest growers of corn and wheat and exports it to EU countries and elsewhere ,0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0
601,32-12,Analysts believe that with heavy investment Ukraine s agricultural sector could grow exponentially ,0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0
