,id,text,label,category
249,12-11, Asked about the Russian oil company a spokesman for SCL said that in 2014 the firm s commercial division discussed helping Lukoil Turkey better engage with its loyalty card customers at gas stations ,1,2.4
250,12-12, The spokesman said SCL was not ultimately hired ,1,1.7999999999999998
251,12-13, Arash Repac chief executive of Lukoil Eurasia Petrol offered a different explanation for the talks ,1,1.6
252,12-14, He said that a meeting he attended with SCL in Turkey involved a promotional campaign with local soccer teams ,1,1.6
253,12-15, We needed somebody to guide us with the customer data that we were collecting he wrote in response to a question from The Times ,1,1.6
254,12-16, Even though our campaign went ahead we decided not to cooperate with SCL ,1,1.4
255,12-17, No contracts were signed ,1,1.4
256,12-18, But Christopher Wylie who helped found Cambridge Analytica and develop the company s voter profiling technology said Lukoil showed interest in how the company used data to tailor messaging to American voters ,1,1.4
257,12-19, I remember being super confused said Mr Wylie who took part in one of the Lukoil meetings ,1,1.7999999999999998
258,13-0, Sen Amy Klobuchar Amy Jean KlobucharOvernight Health Care Trump eases rules on insurance outside ObamaCare HHS office on religious rights gets 300 complaints in a month GOP chair eyes opioid bill vote by Memorial Day Overnight Regulation Trump,1,1.4
259,13-1, Facebook breach This is a major breach that must be investigated ,1,1.4
260,13-2, It s clear these platforms can t police themselves ,1,1.6
261,13-3, I ve called for more transparency accountability for online political ads ,1,1.2000000000000002
262,13-4, They say trust us ,1,1.4
263,13-5, Mark Zuckerberg needs to testify before Senate Judiciary Klobuchar a member of the committee wrote on Twitter ,1,1.6
264,13-6, Her comment came in response to the news that Cambridge Analytica the data firm used by the Trump campaign obtained private information of more than 50 million people without their permission for campaign uses ,1,1.4
265,13-7, It was also reported that senior members of Cambridge Analytica met with Russian business executives ahead of the 2016 campaign ,1,1.4
266,13-8, Facebook suspended the group on Friday for not fully deleting all of the data it had obtained ,1,1.6
267,13-9, Klobucar also said that Cambridge Analytica taking data on Facebook users is further justification for regulating technology companies via her Honest Ads Act ,1,2.0
268,13-10, She introduced the bill in late 2017 which would hold internet platforms like Facebook to similar political ad disclosure standards as radio TV and print outlets ,1,1.7999999999999998
269,13-11, Sen Mark Warner Mark Robert WarnerLawmakers worry about rise of fake video technology Mueller indictment reveals sophisticated Russian manipulation effort GOP cautious Dems strident in reaction to new indictments MORE D Va who co sponsored the ,1,1.2000000000000002
270,13-12, Whether it s allowing Russians to purchase political ads or extensive micro targeting based on ill gotten user data it s clear that left unregulated this market will continue to be prone to deception and lacking in transparency he said in a s,1,1.2000000000000002
271,13-13, This is another strong indication of the need for Congress to quickly pass the Honest Ads Act to bring transparency and accountability to online political advertisements ,1,1.4
272,13-14, Facebook s general counsel Colin Stretch testified in front of the Judiciary Committee alongside top lawyers from Google and Twitter at the end of October about Russian manipulation on its platform ,1,1.6
273,13-15, At the time some lawmakers said that they would also like to see top executives from the firm appear before Congress ,1,1.0
274,13-16, The social media platform has already been under increased scrutiny after it was revealed that Russian actors potentially linked to Russia spent 100 000 on political advertisements on the site during the presidential campaign ,1,1.6
275,13-17, Facebook has been cooperating with investigators ,1,1.6
276,13-18, The information about the ads was handed to Congress and special counsel Robert Mueller Robert Swan MuellerSasse US should applaud choice of Mueller to lead Russia probe MORE for their investigations into Russian interference in the election ,1,1.7999999999999998
277,14-0, A data analysis firm employed by President Donald Trump s 2016 campaign tapped the Facebook profiles of more than 50 million users without their permission ,1,1.6
278,14-1, The move allowed Cambridge Analytica to capitalize on the private social media activity of a large portion of the U S electorate developing techniques that underpinned its work on President Trump s campaign in 2016 according to two major reports o,1,1.4
279,14-2, One of the largest data leaks in Facebook history allowed Cambridge Analytica which had ties to Trump campaign strategist Steve Bannon to develop techniques that formed the basis of its work on the Trump campaign The New York Times and The Guardia,1,1.7999999999999998
280,14-3, Facebook said it has suspended Cambridge Analytica it has also suspended University of Cambridge psychology professor Aleksandr Kogan who created the harvesting app in question and another individual Christopher Wylie of Eunoia Technologies previ,1,1.6
281,14-4, Wylie former Cambride Analytica worker turned whistleblower has become a focal point in the illegitimate acquisitions of the 50million Facebook profiles and user data ,1,1.6
282,14-5, Wylie who is now just 28 years old and arguably a tech prodigy told the Guardian he has a paper trail of the harvested 50million user data along with receipts invoices emails and legal letters that all support how between June and August of 2,1,1.6
283,14-6, Most damning of all in 2014 he had a letter from Facebook s own lawyers admitting that Cambridge Analytica had acquired the data illegitimately ,1,1.6
284,14-7, By opening up his records during the time of his employment with Cambridge Analytica he is breaking a non disclosure agreement and risks being sued ,1,2.0
285,14-8, Additionally he is breaking the confidence of Steve Bannon and Robert Mercer the CEO of Cambridge Analytica ,1,1.6
286,14-9, In 2014 Bannon had become a board member for Cambridge Analytica and went on to become Trump s chief campaign strategist ,1,1.0
287,14-10, Facebook said it suspended Cambridge Analytica over allegations that it kept the improperly obtained user data after telling Facebook it had been deleted ,1,1.4
288,14-11, In a blog post Facebook explained that Cambridge Analytica had years ago received user data from a Facebook app that purported to be a psychological research tool though the firm was not authorized to have the information ,1,0.8
289,14-12, Cambridge Analytica later certified in 2015 that it had destroyed the information it had received according to Facebook although the social network said it received reports several days ago that not all the data was deleted ,1,2.0
290,14-13, Facebook says it is investigating ,1,1.6
291,14-14, Cambridge Analytica denied wrongdoing in a statement ,1,1.6
292,14-15, It said the parent company s SCL Elections unit hired Kogan to undertake a large scale research project in the U S but subsequently deleted all data it received from Kogan s company after learning that Kogan had obtained data in violation of Fac,1,1.6
293,14-16, According to Cambridge Analytica s parent company SCL Elections the firm said none of Kogan s data was used in its 2016 election work for the avoidance of doubt ,1,1.2000000000000002
294,14-17, Kogan did not immediately reply to an emailed request for comment ,1,1.4
295,14-18, Wylie could not immediately be located ,1,1.4
296,14-19, The Facebook blog post written by deputy general counsel Paul Grewal cited the public prominence of Cambridge Analytica called the alleged data retention an unacceptable violation of trust and said the social network will take legal action if,1,1.4
297,15-0, Facebook faces new calls for regulation from within US Congress and was hit with questions about personal data safeguards after reports that a political consultant gained inappropriate access to 50 million users data starting in 2014 ,1,1.4
298,15-1, Facebook disclosed the issue in a blog post on Friday hours before media reports that conservative leaning Cambridge Analytica a data company known for its work on Donald Trump s 2016 presidential campaign was given access to the data and may not ,1,1.7999999999999998
299,15-2, The scrutiny presented a new threat to Facebook s reputation which was already under attack over Russia s alleged use of Facebook tools to sway American voters before and after the 2016 US elections ,1,1.4
300,15-3, It s clear these platforms can t police themselves Democratic US Senator Amy Klobuchar tweeted ,1,1.0
301,15-4, They say trust us ,1,1.0
302,15-5, Mark Zuckerberg needs to testify before Senate Judiciary she added referring to Facebook s CEO and a committee she sits on ,1,1.4
303,15-6, Facebook said the root of the problem was that researchers and Cambridge Analytica lied to it and abused its policies but critics have thrown the blame at Facebook as well demanding answers on behalf of users and calling for new regulation ,1,1.4
304,15-7, Facebook insisted the data was misused but not stolen because users gave permission sparking a debate about what constitutes a hack that must be disclosed to customers ,1,1.0
305,15-8, The lid is being opened on the black box of Facebook s data practices and the picture is not pretty said Frank Pasquale a University of Maryland law professor who has written about Silicon Valley s use of data ,1,1.2000000000000002
306,15-9, Pasquale said Facebook s response that data had not technically been stolen seemed to obfuscate the central issue that data was apparently used in a way contrary to the expectations of users ,1,0.8
307,15-10, Democratic US Senator Mark Warner said the episode bolstered the need for new regulations about internet advertising describing the industry as the Wild West ,1,1.0
308,15-11, Whether it s allowing Russians to purchase political ads or extensive micro targeting based on ill gotten user data it s clear that left unregulated this market will continue to be prone to deception and lacking in transparency he said ,1,0.8
309,15-12, With Republicans controlling the Senate s majority though it was not clear if Klobuchar and Warner would prevail ,1,1.2000000000000002
310,15-13, The New York Times and London s Observer reported that private information from more than 50 million Facebook users improperly ended up in the hands of Cambridge Analytica and the information has not been deleted despite Facebook s demands beginnin,1,1.6
311,15-14, Some 270 000 people allowed use of their data by a researcher who scraped the data of all their friends as well a move allowed by Facebook until 2015 ,1,1.4
312,15-15, The researcher sold the data to Cambridge which was against Facebook rules the newspapers said ,1,1.4
313,15-16, Cambridge Analytica worked on Trump s 2016 campaign ,1,0.8
314,15-17, A Trump campaign official said though that it used Republican data sources not Cambridge Analytica for its voter information ,1,1.4
315,15-18, Facebook in a series of written statements said its policies had been broken by Cambridge Analytica and researchers and that it was exploring legal action ,1,1.0
316,15-19, Cambridge Analytica in turn said it had deleted all the data and that the company supplying it had been responsible for obtaining it ,1,1.0
317,16-0, A data analytics firm that worked with Donald Trump s election team has been suspended from Facebook amid claims it harvested 50 million profiles from the social media site ,1,1.0
318,16-1, Cambridge Analytica got information from an academic who was asking Facebook users to fill out surveys via an app as it sought to develop an effective campaigning tool ,1,1.2000000000000002
319,16-2, Around 270 000 Facebook users download the app but it allowed for information about hundreds of their online friends to be obtained without consent a whistleblower claimed ,1,0.8
320,16-3, Christopher Wylie the former research director at Cambridge Analytica went public about the alleged behaviour after admitting regret over his involvement ,1,1.0
321,16-4, It allowed us to move into the hearts and minds of American voters in a way that had never been done before Mr Wylie told Channel 4 News ,1,1.2000000000000002
322,16-5, Elizabeth Denham the Information Commissioner said she would be investigating the circumstances in which Facebook data may have been illegally acquired and used ,1,1.2000000000000002
323,17-0, Massachusetts Attorney General Maura Healey is launching a probe into British based Cambridge Analytica a data analysis firm that worked for President Trump s 2016 campaign over allegations that it held onto improperly obtained user data after tell,1,0.8
324,17-1, Massachusetts residents deserve answers immediately from Facebook and Cambridge Analytica Healey said in a post on Twitter yesterday ,1,0.8
325,17-2, We are launching an investigation ,1,0.8
326,17-3, Healey s office has already reached out to Facebook to determine what data was accessed how it was used and whether Bay State residents were impacted ,1,1.0
327,17-4, Healey s announcement came hours after the social network issued a blog post explaining its decision to suspended the firm ,1,1.2000000000000002
328,17-5, Years ago Facebook said Cambridge Analytica received user data from a Facebook app that purported to be a psychological research tool though the firm wasn t authorized to have that information ,1,1.0
329,17-6, About 270 000 people downloaded the app and shared their personal details with it Facebook said ,1,1.2000000000000002
330,17-7, Cambridge Analytica later certified in 2015 that it had destroyed the information that it received according to Facebook although the social network said it received reports several days ago that not all of the data was deleted ,1,1.0
331,17-8, While it investigates the matter Facebook has also suspended the access of Cambridge Analytica s parent company Strategic Communication Laboratories the academic who created the app in question a University of Cambridge psychology professor named,1,1.0
332,17-9, Exactly why the handling of this data warranted both suspension and Facebook s unusual public explanation of the move wasn t clear ,1,1.0
333,17-10, The blog post written by Facebook deputy general counsel Paul Grewal cited the public prominence of Cambridge Analytica called the alleged data retention an unacceptable violation of trust and said the social network will take legal action if,1,1.6
334,17-11, In a statement a Cambridge Analytica spokesman denied any wrongdoing ,1,1.4
335,17-12, He said the parent company s SCL Elections unit hired Kogan to undertake a large scale research project in the U S but later learned that he had obtained data in violation of Facebook policies and subsequently deleted all data it received from ,1,1.6
336,17-13, For the avoidance of doubt the spokesman said none of Kogan s data was used in Cambridge Analytica s 2016 election work ,1,1.2000000000000002
337,17-14, Kogan did not immediately reply to an emailed request for comment ,1,1.0
338,17-15, Wylie could not immediately be located ,1,1.0
339,17-16, Cambridge Analytica CEO Alexander Nix also disclosed in November that the company reached out to WikiLeaks founder Julian Assange during the campaign to request emails related to the Hillary Clinton campaign ,1,0.8
340,17-17, Nix said Assange said no ,1,0.6000000000000001
341,18-0, Facebook recently banned Strategic Communication Laboratories the parent company of Cambridge Analytica from using their platform ,1,1.0
342,18-1, According to Facebook the data analytics firm which played a key role in the Trump and Brexit campaigns improperly obtained user data from University of Cambridge psychologist Aleksandr Kogan ,1,1.2000000000000002
343,18-2, Although Kogan obtained the data from Facebook in accordance with their policies the social media company claims that he then passed the data to Cambridge Analytica and to Christopher Wylie an employee of Eunoia Technologies ,1,1.0
344,18-3, Kogan and Wylie have also been banned from Facebook ,1,1.4
345,18-4, Facebook conceded that Kogan gained access to this information in a legitimate way and through the proper channels that governed all developers on Facebook at that time but said that by passing the data to third parties he did not subsequently ab,1,1.2000000000000002
346,18-5, Nevertheless The Observer a British newspaper owned by the left leaning Guardian Media Group claimed that Cambridge Analytica s use of the data constituted one of the tech giant s biggest ever data breaches ,1,1.2000000000000002
347,18-6, The New York Times also framed the incident as a breach and a data leak ,1,1.2000000000000002
348,18-7, Facebook strongly disputes this version of events ,1,1.2000000000000002
349,18-8, According to The Observer the social media giant s lawyers warned the newspaper that their claims were false and defamatory and reserved their legal position ,1,1.2000000000000002
350,18-9, The New York Times and Observer stories are based on the testimony of Christopher Wylie a former Cambridge Analytica employee who left the company in 2014 two years before the 2016 election ,1,1.2000000000000002
351,18-10, When asked if his use of Facebook data constituted a hack Wylie told The Observer that he assumed that it was all entirely legal and above board ,1,1.4
352,18-11, Cambridge Analytica CEO Alexander Nix was previously questioned by British politicians on his company s role in Brexit at the Trump campaign ,1,1.2000000000000002
353,18-12, Nix has said that his company uses data and technology to engage with voters in a more informed and relevant way ,1,1.4
354,18-13, That can only be good for politics and democracy ,1,1.0
355,18-14, The company is partially owned by the family of hedge fund manager Robert Mercer ,1,1.0
356,18-15, Former Breitbart News executive director Stephen K Bannon previously worked as vice president of Cambridge Analytica s board ,1,1.0
357,18-16, The company worked for the presidential campaigns of both Sen Ted Cruz and Donald Trump ,1,1.2000000000000002
358,18-17, In a statement Cambridge Analytica denied that they had knowingly breached Facebook s terms of service ,1,1.2000000000000002
359,18-18, Cambridge Analytica fully complies with Facebook s terms of service and is currently in touch with Facebook following its recent statement that it had suspended the company from its platform in order to resolve this matter as quickly as possible ,1,1.4
360,18-19, Cambridge Analytica s Commercial and Political divisions use social media platforms for outward marketing delivering data led and creative content to targeted audiences ,1,1.0
361,19-0, Cambridge Analytica the Trump campaign s data firm harvested private information from more than 50 million unwitting Facebook users in what is being described as one of the largest data breaches in the social media giant s history ,1,1.6
362,19-1, That data taken without authorization was used to build a digital operation that guided Trump s campaign for the presidency according to a pair of bombshell reports published Saturday by the New York Times and The Observer of London ,1,1.7999999999999998
363,19-2, The revelation that a firm working for a U S presidential candidate stole personal data from millions of Americans has sparked outcry across the country ,1,1.4
364,19-3, Within hours of being published the explosive reports had already prompted at least one state attorney general to launch an investigation into the allegedly fraudulent practices ,1,1.4
365,19-4, But Trump whose campaign paid Cambridge Analytica nearly 6 million for its work has not said a word about the massive scandal engulfing the data company that the campaign once touted as integral to Trump s victory ,1,1.6
366,19-5, His silence on the matter raises a host of startling questions particularly given that he has already started making moves to organize his re election campaign and until he says otherwise it s reasonable to wonder if he plans to rely on the firm ,1,1.4
367,19-6, The Trump campaign hired Cambridge Analytica in June 2016 ,1,1.0
368,19-7, Jared Kushner who was in charge of overseeing then candidate Trump s digital operations brought the data firm into the campaign a decision that was reportedly cheered on by Steve Bannon a former vice president of Cambridge Analytica ,1,1.4
369,19-8, The data firm which has always been shrouded in secrecy later came under scrutiny amid a number of alarming revelations including a report that Cambridge Analytica s CEO had reached outto WikiLeaks founder Julian Assange in an effort to obtain Hil,1,1.6
370,19-9, In another instance Cambridge Analytica reportedly offered to help WikiLeaks organize emails that had been hacked from the DNC and Clinton campaign chairman John Podesta to make them more accessible to readers ,1,1.7999999999999998
371,19-10, Amid all of these revelations Trump has remained silent ,1,1.6
372,19-11, While his campaign has quietly tried to distance itself from the data firm no one has given any indication that they have a problem with the allegedly fraudulent and potentially illegal practices that were used to help Trump win the presidency ,1,1.4
373,19-12, And if Trump doesn t see a problem with the company s practices there s no reason to believe that he won t use them again in 2020 that is if special counsel Robert Mueller s investigation doesn t put an end to them first ,1,1.4
374,20-0, A DATA analysis firm employed by President Donald Trump s 2016 campaign reportedly tapped the Facebook profiles of more than 50 million users without their permission ,1,1.5
375,20-1, The data leak allowed Cambridge Analytica which had ties to Trump campaign strategist Steve Bannon to capitalise on social media activity of a large portion of the U S electorate The New York Times and The Guardian reported ,1,1.25
376,20-2, Facebook said it suspended Cambridge Analytica over allegations that it kept the improperly obtained user data after telling Facebook it had been deleted ,1,1.25
377,20-3, In a blog post the social network explained that the firm had received user data from a Facebook app that purported to be a psychological research tool though the firm was not authorised to have the information ,1,1.5
378,20-4, Roughly 270 000 people downloaded and shared personal details with the app ,1,1.0
379,20-5, Cambridge Analytica later certified in 2015 that it had destroyed the information it had received according to Facebook although the social network said it received reports several days ago that not all the data was deleted ,1,1.25
380,20-6, Facebook says it is investigating ,1,1.75
381,20-7, Facebook has also suspended the access of Cambridge Analytica s parent company Strategic Communication Laboratories University of Cambridge psychology professor Aleksandr Kogan the academic who created the app in question and another individual ,1,1.5
382,20-8, Cambridge Analytica denied wrongdoing in a statement saying the parent company s SCL Elections unit hired Kogan to undertake a large scale research project in the US but subsequently deleted all data it received from Kogan s company after learnin,1,1.5
383,20-9, The firm said none of Kogan s data was used in its 2016 election work for the avoidance of doubt ,1,1.75
384,20-10, Kogan did not immediately reply to an emailed request for comment ,1,1.25
385,20-11, Wylie could not immediately be located ,1,1.25
386,20-12, Cambridge Analytica which claims to build psychological profiles based on personal details from millions of Americans to categorise individual voters is best known for its political work during the 2016 US presidential campaign ,1,1.25
387,20-13, But Trump s campaign Saturday denied using the firm s data saying it relied on the Republican National Committee for its data ,1,1.25
388,20-14, The firm had secured a 15 million investment from billionaire Robert Mercer who supported the Trump campaign and wooed Bannon with the promise of tools that could identify the personalities of American voters and influence their behaviour it s,1,1.5
389,20-15, But Cambridge Analytica did not have the data to make its new products work so the firm harvested private information from the Facebook profiles of more than 50 million users without their permission ,1,1.5
390,20-16, A representative for Bannon did not immediately respond to an email seeking comment ,1,1.0
391,20-17, The company has surfaced in the U S probes into Russian interference in the 2016 presidential election ,1,1.5
392,20-18, British officials are also investigating the firm in connection with the June 2016 EU referendum ,1,1.25
393,20-19, We pay for your stories ,1,1.25
394,21-0, Controversial British firm Cambridge Analytica is back in the news this week after being kicked off Facebook for misusing personal information culled from users ,1,1.25
395,21-1, A just released report from the New York Times could make a bad week worse ,1,1.0
396,21-2, The report finds that the company had contacts with Russians about targeting American voters going back to 2014 ,1,1.5
397,21-3, This contradicts what the company told a government inquisition in February ,1,1.25
398,21-4, As far as I m aware we ve never worked for a Russian company the company s head Alexander Nix told the British Parliament ,1,1.25
399,21-5, We ve never worked with a Russian organization in Russia or any other country and we don t have any relationship with Russia or Russian individuals ,1,1.5
400,21-6, According to the Times executives from Lukoil the Russian oil giant with close ties to Vladimir Putin approached the company about influencing elections during three meetings in 2014 and 2015 ,1,1.5
401,21-7, And the company appears to have acted on those meetings ,1,1.25
402,21-8, Cambridge Analytica also included extensive questions about Russia s president Vladimir V Putin in surveys it was carrying out in American focus groups in 2014 the Times story says ,1,1.25
403,21-9, It is not clear what or which client prompted the line of questioning which asked for views on topics ranging from Mr Putin s popularity to Russian expansionism ,1,1.25
404,21-10, Cambridge Analytica has pushed back on Twitter with a statement that appears to question the creditability of the Times sources ,1,1.5
405,22-0, We ve been promised by Google Facebook and other social sites that our personal information is protected and that when some of our information is provided to third parties our identity will never be made known ,1,1.25
406,22-1, But now we have an example of just how disingenuous those promises are ,1,2.0
407,22-2, Facebook has just suspended Strategic Communication Laboratories SCL and Cambridge Analytica for violating its privacy policies ,1,1.25
408,22-3, These companies worked with President Trump s 2016 campaign using Facebook and other social media to target ads at voters much more effectively than the Clinton campaign ,1,1.75
409,22-4, Cambridge Analytica which is owned by hedge fund billionaire Robert Mercer has been using Facebook as a tool to build psychological profiles that represent some 230 million adult Americans and is being accused by Facebook of revealing the private i,1,1.25
410,22-5, While these companies utilized the tools that Facebook created for their advertisers to do much the same targeting they are accused of going further and violating Facebook s terms of service ,1,1.75
411,22-6, Facebook Deputy General Counsel Paul Grewal explained that SCL worked with Aleksandr Kogan a psychology professor at the University of Cambridge who developed Thisisyourdigitallife an app that enticed Facebook users to reveal more about their pe,1,1.25
412,22-7, According to the New York Times questions like these were asked Do you panic easily ,1,1.25
413,22-8, Do you often feel blue ,1,0.75
414,22-9, Do you have a sharp tongue ,1,0.5
415,22-10, Do you get chores done right away ,1,0.75
416,22-11, Do you believe in the importance of art ,1,0.75
417,22-12, If ever you ve answered questions like these on one of the free personality quizzes floating around Facebook you ll have learned what s known as your Ocean score How you rate according to the big five psychological traits of Openness Conscientio,1,1.75
418,22-13, More than a quarter of a million Facebook users downloaded the app and logged in through Facebook which gave Kogan personal information including where they lived their likes and dislikes and information about their friends ,1,1.75
419,22-14, Kogan in turn provided the personal information to a data harvesting company Eunoia Technologies in violation of Facebook rules that forbid app developers from sharing users personal information ,1,1.5
420,22-15, This data was then shared with SCL Cambridge Analytica to target Facebook users during the election campaign ,1,1.5
421,22-16, When Facebook discovered the violation of their policy they asked Kogan to verify that the personal data he collected was destroyed and simply took him at his word that it was ,1,1.5
422,22-17, Facebook just learned that in fact the data was not deleted as requested and so they suspended SCL Cambridge Analytica Wylie an intermediary and Kogan from Facebook pending further investigation ,1,1.5
423,22-18, Cambridge Analytica released a statement claiming that it deleted all of its data after learning that Global Science Research did not comply with Facebook s terms of service and that it is working with the social media company to resolve this matte,1,1.25
424,23-0, At a political rally for Sen Luther Strange R Ala President Trump called on NFL owners to fire players who kneel during the national anthem as a form of protest ,1,1.0
425,23-1, Editor s note This video contains strong language ,1,0.5
426,23-2, Reuters ,1,0.5
427,23-3, At a political rally for Sen Luther Strange R Ala President Trump called on NFL owners to fire players who kneel during the national anthem as a form of protest ,1,1.25
428,23-4, Editor s note This video contains strong language ,1,0.75
429,23-5, Reuters ,1,0.5
430,23-6, How the NFL responds to Donald Trump s spit foaming is hardly a test case for whether the republic will stand ,1,2.5
431,23-7, Nevertheless the league is a maker of manners in this country so it means something that Commissioner Roger Goodell and others are getting it right striking the perfect calm but resistant tone in response to Trump s gutter mouthing a tone that sa,1,2.5
432,23-8, The NFL faced with whether to play to the basest instincts of the audience declined ,1,1.5
433,23-9, It adhered to civility ,1,0.75
434,23-10, The league is apparently unifying around the notion that whatever side you may be on in the siege controversy over NFL players kneeling during the anthem to protest racial injustice whether you see it as a matter of patriotism activism or some ta,1,2.0
435,23-11, Trump turns sports into a political battleground with comments on NFL and Steph Curry ,1,2.0
436,23-12, Who knows what Trump s real gripe is with the NFL ,1,2.5
437,23-13, Maybe he s still angry that owners denied him entry to their club years ago ,1,1.75
438,23-14, Or maybe Colin Kaepernick s mute but unrepentant protest really arouses his spittle ,1,1.5
439,23-15, Or maybe he s just creating an Are you not entertained ,1,0.75
440,23-16, circus maximus spectacle by bull baiting a wealthy league that is easy to resent by cash strapped job insecure fans ,1,2.0
441,23-17, Regardless Trump misreads what Americans love about the NFL ,1,2.0
442,23-18, It s beloved not so much for its violence or crudity but rather the skill that results in violence averted ,1,1.5
443,23-19, It s a game ultimately of restraint ,1,2.0
444,24-0, President Trump showed an awkward sense of timing in denouncing Colin Kaepernick the former Super Bowl quarterback who last season began kneeling during the national anthem to protest police injustice against minorities ,1,1.75
445,24-1, He tweeted on Saturday ,1,0.75
446,24-2, His demand for Mr Kaepernick s silence came two days after The New York Times reported on another form of silence that comes with the privilege of dedicating your life breaking your body and soul to be in the N F L ,1,1.0
447,24-3, Doctors it said had found a severe level of the degenerative brain disease chronic traumatic encephalopathy or C T E in Aaron Hernandez the 27 year old former New England Patriot who committed suicide in April while imprisoned on a murder sente,1,1.25
448,24-4, His brain showed the kind of damage usually seen in players in their 60s ,1,1.0
449,24-5, C T E ,1,0.5
450,24-6, s toll on players health a recent survey found C T E ,1,0.5
451,24-7, in the brains of 110 of 111 former N F L ,1,0.75
452,24-8, players examined was of no concern to Mr Trump ,1,2.25
453,24-9, At a political rally in Alabama on Friday the president complained about referees penalizing teams for excessive violence ,1,1.5
454,24-10, Demonstrating with his fists colliding he referred to a beautiful tackle that earned a 15 yard penalty ,1,2.0
455,24-11, They re ruining the game he said ,1,2.0
456,24-12, He dismissed a fear that has led thousands of parents to keep their children from playing football as casually as he disregarded the fears of Mr Kaepernick for the safety and dignity of young black and Hispanic men off the field ,1,1.75
457,24-13, Wouldn t you love to see one of these N F L ,1,2.0
458,24-14, owners when somebody disrespects our flag to say Get that son of a bitch off the field right now out he s fired he said at Friday s rally ,1,1.25
459,24-15, Mr Kaepernick has essentially gotten that message already from the Trump loving owners of N F L ,1,1.75
460,24-16, teams none of whom have even offered him a backup position despite a striking level of mediocrity among even many starting quarterbacks ,1,1.0
461,24-17, But the president was not just speaking to Mr Kaepernick ,1,1.25
462,24-18, His message was to anyone who would protest racial injustice or inequity ,1,2.25
463,24-19, Shut up ,1,2.0
464,25-0, President Trump has responded to players from multiple NFL teams kneeling or locking arms on Sunday tweeting that taking a knee is not acceptable and suggested the act of protest will lead to bad ratings for the league games ,1,0.6000000000000001
465,25-1, Meanwhile while one Pittsburgh team did not come out of the locker room for the anthem on Sunday another has accepted the president s invitation to join him at the White House ,1,0.6000000000000001
466,25-2, Trump tweeted that the Stanley Cup Champion Pittsburgh Penguins will be joining him at the White House but did not provide a date ,1,0.6000000000000001
467,25-3, Great team ,1,0.6000000000000001
468,25-4, he added ,1,0.6000000000000001
469,25-5, The Pittsburgh Steelers on Sunday chose not to participate in the national anthem ceremony at all at Soldier Field in Chicago for their noon game against the Chicago Bears ,1,0.8
470,25-6, Elsewhere owners from the Atlanta Falcons Detroit Lions New York Jets Miami Dolphins Philadelphia Eagles and Jacksonville Jaguars have now joined players on the field in solidarity ,1,0.8
471,25-7, One owner Robert Kraft of the New England Patriots criticized Trump who he has previously called a very good friend saying he is deeply disappointed in the president comments condemning NFL players who kneel in protest during the national ant,1,0.8
472,25-8, There is no greater unifier in this country than sports and unfortunately nothing more divisive than politics Kraft said in a statement tweeted by the Patriots,1,0.8
473,25-9, I think our political leaders could learn a lot from the lessons of teamwork and the importance of working together toward a common goal the statement said ,0,0.3999999999999999
474,25-10, Our players are intelligent thoughtful and care deeply about our community and I support their right to peacefully affect social change and raise awareness in a manner that they feel is impactful ,1,0.8
475,25-11, The public disagreement comes only months after the Patriots made a formal visit to the White House in April during which Kraft called Trump a very good friend ,1,0.8
476,25-12, Kraft s comments came shortly after Trump early on Sunday morning turned his attention to NFL fans in his feud with the league over players who kneel in protest during the national anthem saying many people stay away from the games because they ,1,1.0
477,25-13, The president also suggested that if fans refuse to go to games due to the protests you will see change fast ,1,0.6000000000000001
478,25-14, Trump s tweets Sunday came just a couple of hours before a series of NFL games scheduled for the day begin ,1,0.8
479,25-15, Earlier on Saturday night the president slammed NFL Commissioner Roger Goodell for speaking out against Trump s condemnation of kneeling players and statement that team owners should fire those players ,1,1.4
480,25-16, Goodell is trying to justify the total disrespect certain players show to our country Trump tweeted,1,1.0
481,25-17, Divisive comments like these demonstrate an unfortunate lack of respect for the NFL our great game and all of our players and a failure to understand the overwhelming force for good our clubs and players represent in our communities ,1,1.0
482,25-18, NFL players across the league and their union and even some team officials were more direct in their response to Trump s criticism Friday night of the handful of NFL players who have kneeled or sat on the bench during the national anthem perfo,1,1.0
483,25-19, The practice was most famously done by former San Francisco 49ers quarterback Colin Kaepernick ,1,0.6000000000000001
484,26-0, If any doubts remain about the veracity of ESPN anchor Jemele Hill s assessment of Donald Trump the president spent Friday night and much of Saturday morning lashing out at black athletes because said attacks play straight to his white nationalist b,1,1.6
485,26-1, On Friday while stumping in Alabama for GOP senate candidate Luther Strange Trump diverted from his prepared remarks as is his wont ,1,1.0
486,26-2, After a lengthy pause Trump stared grimly into the distance and then unleashed a winding unhinged spiel about NFL players who kneeled during the National Anthem ,1,0.8
487,26-3, He asked the assembled crowd Wouldn t you love to see one of these NFL owners when somebody disrespects our flag to say get that son of a bitch off the field right now ,1,1.6
488,26-4, He s fired ,1,1.0
489,26-5, The audience cheered ,1,0.8
490,26-6, Trump didn t stop there waxing nostalgic about the NFL of yore when men real men could inflict permanent damage on one another without worrying about those pesky concussive and subconcussive blows to the head and long term cognitive diseases sound,1,1.7999999999999998
491,26-7, They re ruining the game ,1,1.0
492,26-8, he whinged ,1,1.2000000000000002
