,id,text,label,pos,bias_type,quote,aim
201,201, And I ll fight against liberal attacks on our religious heritage ,1,liberal attacks on our religious heritage,inf,yes,dir
202,202,The Perry ad was denounced by the Log Cabin Republicans a gay men and lesbian group which said it was wrong for Governor Perry to assume being a person of faith does not afford one to support equality ,1,“wrong for Governor Perry to assume being a person of faith does not afford one to support equality.”,inf,yes,dir
203,203,R Clarke Cooper the group s executive director said Governor Perry is running to be commander in chief not theocrat in chief ,1,not theocrat-in-chief,inf,yes,dir
204,204,The Perry campaign did not say where the ad would run but the focus of Mr Perry s multimillion dollar television budget has been in Iowa where large numbers of Republican caucusgoers describe themselves as Christian evangelicals ,1,multimillion-dollar television budget,inf,no,dir
205,205, Exactly what were the editors thinking putting this kind of a picture of a sitting congresswoman and presidential candidate on their cover wrote Noel Sheppard on the conservative Web site News Busters under the headline Newsweek Puts Picture of Michele Bachmann on Cover That Makes Her Look Crazy ,1,“Exactly what were the editors thinking putting this kind of a picture of a sitting congresswoman and presidential candidate on their cover?”,inf,yes,dir
206,206,A blogger on the Web site Freedom s Lighthouse said Can anyone really say with a straight face that the Mainstream Media is not totally biased against conservatives ,1,“Can anyone really say with a straight face that the Mainstream Media is not totally biased against conservatives?”,inf,yes,dir
207,207, It s sexist said Terry O Neill the president of the National Organization for Women to the news Web site the Daily Caller which is run by the conservative commentator Tucker Carlson ,1,"“It’s sexist,”",inf,yes,dir
208,208,In 2009 the editors selected a photo of Sarah Palin in running shorts which the former governor and many others called sexist ,1,"In 2009, the editors selected a photo of Sarah Palin in running shorts, which the former governor — and many others — called “sexist.”",inf,no,dir
209,209,The Atlantic Wire ran a story about that cover called simply How Creepy Is Princess Diana s Ghost on the Cover of Newsweek ,1,"The Atlantic Wire ran a story about that cover called, simply, “How Creepy Is Princess Diana’s Ghost on the Cover of Newsweek?”",inf,no,dir
210,210,Her eyes are open wide very very wide focused intensely somewhere off in the distance just a smidge too high above the camera ,1,"very, very wide",lex,no,dir
211,211,Surely this has never been done to a man ,1,Surely this has never been done to a man,inf,yes,dir
212,212,Just this past June the news magazine ran a computer generated image of Catherine the new Duchess of Cambridge walking alongside Princess Diana who has been dead for nearly 14 years ,1,"Just this past June, the news magazine ran a computer generated image of Catherine, the new Duchess of Cambridge, walking alongside Princess Diana, who has been dead for nearly 14 years.",inf,no,dir
213,213,The National Organization for Women President Terry O Neill said that the cover of the magazine s latest edition is sexist and referred to a simple test by the group s founder Gloria Steinem to explain how they determined that conclusion would the magazine do the same to a man ,1,"""sexist""",inf,yes,dir
214,214,They are basically casting her as a nut job O Neill said to The Daily Caller and NOW confirmed to FoxNews com on Tuesday ,1,They are basically casting her as a nut job,inf,yes,dir
215,215,They didn t even do this to Howard Dean when he had his famous scream she said ,1,They didn’t even do this to Howard Dean when he had his famous scream,inf,yes,dir
216,216,O Neill said that the main reason her group which disagrees with Bachmann on almost every issue would stand up for and defend Bachmann against these kind of misogynistic attacks is we want women to run for office ,1,misogynistic attacks,lex,yes,dir
217,217,But good women will not run for office if Newsweek magazine can do this to such a prominent politician and get away with it O Neill said ,1,But good women will not run for office if Newsweek magazine can do this to such a prominent politician and get away with it,inf,yes,dir
218,218, Who has ever called a man The King of Rage ,1,"""Who has ever called a man 'The King of Rage?'",inf,yes,dir
219,219, The Queen of Rage is something you apply to wrestlers or somebody who is crazy ,1,"""The 'Queen of Rage' is something you apply to wrestlers or somebody who is crazy.",inf,yes,dir
220,220,The magazine posted other photos of her on its website and many of them are flattering ,1,and many of them are flattering,inf,no,dir
221,221,O Neill said that the main reason her group which disagrees with Bachmann on almost every issue would stand up for and defend Bachmann against these kind of misogynistic attacks is we want women to run for office ,1,which disagrees with Bachmann on almost every issue,inf,no,ind_anti
222,222,It is sheer journalistic dishonesty Bozell told FoxNews com ,1,It is sheer journalistic dishonesty,inf,yes,dir
223,223,It s not the first time Newsweek has faced conservative backlash for a cover ,1,It's not the first time Newsweek has faced conservative backlash for a cover.,inf,no,dir
224,224,In June the magazine portrayed Mitt Romney as one of the stars of the Broadway show The Book of Mormon ,1,"In June, the magazine portrayed Mitt Romney as one of the stars of the Broadway show ""The Book of Mormon.""",inf,no,dir
225,225,And of course it drew widespread criticism for its infamous Sarah Palin cover in 2009 ,1,"And, of course, it drew widespread criticism for its infamous Sarah Palin cover in 2009.",inf,no,dir
226,226,Conservative websites are already crying foul over the cover with some saying it makes Bachmann look crazy and one blogger asking Can anyone really say with a straight face that the mainstream media is not totally biased against conservatives ,1,"Conservative websites are already crying foul over the cover, with some saying it makes Bachmann look ""crazy"" and one blogger asking, ""Can anyone really say with a straight face that the mainstream media is not totally biased against conservatives?""",inf,no,dir
227,227,Conservative websites are already crying foul over the cover with some saying it makes Bachmann look crazy and one blogger asking Can anyone really say with a straight face that the mainstream media is not totally biased against conservatives ,1,"""Can anyone really say with a straight face that the mainstream media is not totally biased against conservatives?""",inf,yes,dir
228,228,The problem with plans to hike taxes is that they re politically unfeasible because of congressional Republicans adamant opposition to any sort of tax increase much less a tax increase not accompanied by a spending cut ,1,adamant,lex,no,dir
229,229,The problem with plans to hike taxes is that they re politically unfeasible because of congressional Republicans adamant opposition to any sort of tax increase much less a tax increase not accompanied by a spending cut ,1,any sort of,lex,no,dir
230,230,That proposal went nowhere ,1,That proposal went nowhere.,inf,no,dir
231,231,Jonathan Cowan president of centrist think tank Third Way hailed AARP s apparent reversal per the Journal story ,1,hailed,lex,no,dir
232,232, But they are walking backwards now ,1,"""But they are walking backwards now.""",inf,yes,dir
233,233,If AARP is open to reducing benefits it would be a major boost for Social Security reformers who say the program is too generous and therefore unaffordable ,1,too generous and therefore unaffordable,lex,no,dir
234,234,Economists credit the program for drastically reducing poverty among the elderly since its creation in the 1930s ,1,Economists credit the program for drastically reducing poverty among the elderly since its creation in the 1930s.,inf,no,dir
235,235,The Center on Budget and Policy Priorities a progressive Washington think tank estimates that Social Security keeps 13 million elderly Americans out of poverty ,1,Social Security keeps 13 million elderly Americans out of poverty,inf,no,dir
236,236,The group s stance which generated quick reaction from all sides because of its powerful voice on the issue could provide added ammunition to fiscal conservatives who have sought unsuccessfully to restructure Social Security and chip away at the benefits it promises older Americans ,1,ammunition,lex,no,dir
237,237,The group s stance which generated quick reaction from all sides because of its powerful voice on the issue could provide added ammunition to fiscal conservatives who have sought unsuccessfully to restructure Social Security and chip away at the benefits it promises older Americans ,1,chip away at the benefits it promises,lex,no,dir
238,238, I think it s tragic that AARP would wittingly or unwittingly play into the hands of people who have never really liked Social Security and want to decimate it Mr Richtman said ,1,"“I think it’s tragic that AARP would, wittingly or unwittingly, play into the hands of people who have never really liked Social Security and want to decimate it,”",inf,yes,dir
239,239, AARP is the 800 pound gorilla but they do not speak for seniors ,1,"“AARP is the 800-pound gorilla, but they do not speak for seniors.”",inf,yes,dir
240,240,WASHINGTON AARP the powerful lobby for older Americans that has been seen as one of the leading opponents of Social Security benefit cuts said on Friday that it was open to modest reductions in benefits for future recipients ,1,powerful,lex,no,dir
241,241,The most recent projections from the Social Security Administration issued last month indicate that at the current rate the program s trust funds will be exhausted by 2036 and that 6 5 trillion in additional money will be needed over a 75 year period to pay all scheduled benefits ,1,$6.5 trillion in additional money will be needed over a 75-year period to pay all scheduled benefits,inf,no,dir
242,242,While he did not directly address the question of possible cuts in benefits in his statement Mr Rand said his group would be working to evaluate any proposed changes in Social Security to determine how each might individually or in different combinations impact the lives of current and future retirees ,1,While he did not directly address the question of possible cuts in benefits in his statement,inf,no,ind_pro
243,243,The AARP pushed back Friday on a report claiming the nation s most powerful seniors lobby was dropping its opposition to benefits cuts but at the same time acknowledged benefit adjustments would be necessary to make the system solvent ,1,most powerful,lex,no,dir
244,244, AARP s new and welcome position is a positive step towards the type of reforms I ve championed and I look forward to working with the organization to shape the changes in a way that makes the least detrimental impact to present and future retirees she said in a statement ,1,"""AARP's new and welcome position is a positive step towards the type of reforms I've championed, and I look forward to working with the organization to shape the changes in a way that makes the least detrimental impact to present and future retirees,""",inf,yes,dir
245,245,Trustees of the Social Security and Medicare Trust Fund last week warned the Social Security Trust Fund will be exhausted in 2036 and under current law seniors would then face a 23 percent across the board cut in benefits ,1,seniors would then face a 23 percent across-the-board cut in benefits,inf,no,dir
246,246,Mr Trump s statement on Tuesday that he was bowing out of the Newsmax debate seemed certain to open the door to another round of I just might threats from the real estate mogul ,1,threats,lex,no,dir
247,247,Rather than go ahead with the debate and declare that he will not run Mr Trump has flirted with running for president several times since the 1980s but has always decided not to follow through he chose to drop the debate ,1,Mr. Trump has flirted with running for president several times since the 1980s but has always decided not to follow through,inf,no,dir
248,248,Mitt Romney Rick Perry Michele Bachmann Jon M Huntsman Jr and Ron Paul all declined putting a big dent in Mr Trump s self proclaimed status as Republican kingmaker ,1,Mr. Trump’s self-proclaimed status as Republican kingmaker,inf,no,dir
249,249,Mr Trump issued the following exclamation point laden statement through his lawyer Michael Cohen ,1,exclamation-point laden,lex,no,dir
250,250,In fact Republicans may have gotten more than they bargained for by shunning him ,1,"In fact, Republicans may have gotten more than they bargained for by shunning him.",inf,no,dir
251,251,Mr Trump drew considerable criticism from the Republican establishment for moderating a presidential debate while openly saying that he might still run if he was displeased with the candidates ,1,while openly saying that he might still run if he was displeased with the candidates,inf,no,dir
252,252,The real estate mogul and reality TV star said he wants to make sure Republicans pick the right candidate he said he still plans to make an endorsement despite his threatened third party run ,1,threatened,lex,no,dir
253,253,Some expressed concern that Trump who previously flirted with a possible Republican presidential bid before shelving the idea would not definitively rule out running as a third party candidate ,1,flirted,lex,no,dir
254,254,Donald Trump announced Tuesday that he is bowing out as the moderator for a Republican presidential debate later this month after most candidates in the field opted not to attend ,1,after most candidates in the field opted not to attend,inf,no,dir
255,255,Donald Trump has announced Tuesday that he is pulling out of his own Dec 27th debate ,1,his own,lex,no,dir
256,256, Trump made waves by very loudly claiming he was considering running as a Republican earlier in the year ,1,very loudly,lex,no,dir
257,257,Trump also attracted the usual share of public ridicule for his decision to moderate as well as his pledge to endorse whichever candidate he liked best at the debate ,1,the usual share of public ridicule,inf,no,dir
258,258,As the days went on Trump began making noises about possibly canceling the debate however as late as Monday night he was still saying that the forum was taking place ,1,making noises,lex,no,dir
259,259,These inquiries about parliamentary procedure were not well received and for several minutes before a word of the preamble could be uttered Democrats and Republicans battled back and forth over the issue of language perhaps presaging future partisan battles over the meaning purpose and application of the document ,1,Democrats and Republicans battled back and forth over the issue of language,inf,no,dir
260,260,At one point there was yelling in the chamber and the sergeant at arms was called to remove a protester ,1,"At one point, there was yelling in the chamber, and the sergeant-at-arms was called to remove a protester.",inf,no,dir
261,261,When one chamber of Congress is in session but not working we the people still have to pay for members salaries and expenses and for their police protection and for keeping their lights and phones and coffee machines on ,1,"When one chamber of Congress is in session but not working, we the people still have to pay for members’ salaries and expenses, and for their police protection, and for keeping their lights and phones and coffee machines on.”",inf,yes,dir
262,262, These new rules show that Republicans are serious about respecting the Constitution ,1,“These new rules show that Republicans are serious about respecting the Constitution.”,inf,yes,dir
263,263,After handing out pocket size Constitutions at rallies after studying the document article by article and after demanding that Washington return to its founding principles tea party activists have something new to applaud ,1,demanding,lex,no,dir
264,264,Under axiomatic legal precedent virtually all congressional action is presumed valid anyway at least initially ,1,"Under axiomatic legal precedent, virtually all congressional action is presumed valid anyway, at least initially.",inf,yes,dir
265,265,It is also quite obvious from 223 years of legal and political debate on the topic that the text of the Constitution itself including those portions that deal with legislative power is susceptible to many different and often evolving views and interpretations a practical reality that would likely render most Constitutional Authority Statements controversial and contentious ,1,It is also quite obvious,inf,yes,dir
266,266,According to Peter Keating at Vanity Fair 1 1 million is the estimated cost of GOP plans to read the document on the House floor ,1,"According to Peter Keating at Vanity Fair, $1.1 million is the estimated cost of GOP plans to read the document on the House floor.",inf,no,dir
267,267,Even for a Congress known to battle over every little detail reading the U S Constitution aloud sounded like a simple exercise ,1,Even for a Congress known to battle over every little detail,inf,no,dir
268,268, It is a failure to show Americans that while we seek a more perfect union we do so from imperfect beginnings through an imperfect history with an imperfect government created by an imperfect document he added ,1,"""It is a failure to show Americans that while we seek a more perfect union, we do so from imperfect beginnings, through an imperfect history, with an imperfect government created by an imperfect document,""",inf,yes,ind_pro
269,269, They are reading it like a sacred text Rep Jerrold Nadler D N Y the former chairman of the House Judiciary subcommittee on the Constitution Civil Rights and Civil Liberties told The Washington Post ,1,"""They are reading it like a sacred text,""",inf,yes,dir
270,270,Nadler derided what he called the ritualistic reading as total nonsense and propaganda intended to give Republicans claim to the document ,1,"Nadler derided what he called the ""ritualistic reading"" as ""total nonsense"" and ""propaganda"" intended to give Republicans claim to the document.",inf,no,dir
271,271, You are not supposed to worship your Constitution he told the newspaper ,1,"""You are not supposed to worship your Constitution,""",inf,yes,dir
272,272,Historian Alan Brinkley of Columbia University told Fox News the reading may be a bit of theater but it is not insignificant given that many Republicans have decided implausibly in my opinion that the Constitution is the vehicle that can reduce the size of government ,1,"""not insignificant given that many Republicans have decided -- implausibly, in my opinion -- that the Constitution is the vehicle that can reduce the size of government.""",inf,yes,dir
273,273,And that was the point of contention for Democratic lawmakers who complained that exempting parts of the document from the reading undermines the objective of the exercise ,1,complained,lex,no,dir
274,274, To not read the full document including all the text that was later amended is to fail to acknowledge the struggle our nation has constantly fought within and without to keep our Republic he said in a written statement ,1,fail,lex,yes,dir
275,275, We fail to show the American people that imperfection is not to be feared and that our ability to constantly improve on what the Founders gave us is a blessing not a reason for divisiveness ,1,fail,lex,yes,dir
276,276,But for all those who described the exercise as political waste including Vanity Fair magazine which estimated it as costing more than 1 million supporters noted that it was an historic moment the first time the U S Constitution had been read on the U S House floor ,1,which estimated it as costing more than $1 million,inf,no,dir
277,277,Historian Alan Brinkley of Columbia University told Fox News the reading may be a bit of theater but it is not insignificant given that many Republicans have decided implausibly in my opinion that the Constitution is the vehicle that can reduce the size of government ,1,"""a bit of theater,""",inf,yes,dir
278,278, John Boehner and his cronies are holding up the U S Constitution as a sacred perfect document ,1,cronies,lex,yes,ind_pro
279,279,On Wednesday he adopted a strikingly different approach sitting patiently for a series of interviews at which he insisted he had done nothing wrong and marveled at what he said on MSNBC was the Alice in Wonderland world in which a wayward Twitter message had become the talk of the town ,1,strikingly different,lex,no,dir
280,280,WASHINGTON Representative Anthony D Weiner trying to put to rest a bizarre episode that is overshadowing his role as liberal pugilist and threatening his dream of becoming New York s mayor emphatically denied on Wednesday that he had sent a suggestive photograph to a woman in Washington State but said he could not be sure that he is not the person in the image ,1,trying to put to rest a bizarre episode that is overshadowing his role as liberal pugilist and threatening his dream of becoming New York’s mayor,inf,no,dir
281,281,On Tuesday Mr Weiner presided over two testy news briefings at which he had dodged a variety of questions ,1,"On Tuesday, Mr. Weiner presided over two testy news briefings at which he had dodged a variety of questions.",inf,no,dir
282,282,On Tuesday Mr Weiner presided over two testy news briefings at which he had dodged a variety of questions ,1,testy,lex,no,dir
283,283, I m protecting my wife who every day is waking up to these insane stories that are getting so far from reality he told CNN ,1,"“I’m protecting my wife, who every day is waking up to these insane stories that are getting so far from reality,”",inf,yes,ind_pro
284,284,The congressman who described the incident as mischief continued to allege that he was the victim of a computer hacker ,1,continued to allege,lex,no,dir
285,285,He also said he certainly does not know the college student the image was sent to though when asked repeatedly Weiner declined to say whether he was shown in the image ,1,"""certainly""",lex,no,dir
286,286,The New York Democrat who is known for his combative style in interviews and on the House floor granted a series of TV interviews after getting testy with reporters late Tuesday ,1,after getting testy,lex,no,dir
287,287,Porn star Ginger Lee tweeted last month that she received a direct message from Weiner and several other attractive women say they ve been surprised to get a follow or a message from the prominent Democrat ,1,"Porn star Ginger Lee tweeted last month that she received a direct message from Weiner, and several other attractive women say they've been surprised to get a ""follow"" or a message from the prominent Democrat.",inf,no,dir
288,288,Cordova is just one of 198 people that Weiner follows on Twitter though he has nearly 50 000 followers ,1,"Cordova is just one of 198 people that Weiner follows on Twitter, though he has nearly 50,000 followers.",inf,no,dir
289,289,The New York Democrat who is known for his combative style in interviews and on the House floor granted a series of TV interviews after getting testy with reporters late Tuesday ,1,who is known for his combative style in interviews and on the House floor,inf,no,dir
290,290,At one point Weiner referred to a reporter in the scrum as a jackass ,1,"""jackass.""",lex,yes,ind_general
291,291,Weiner s office initially said the congressman s account was obviously hacked but the representative has since taken to calling the incident a prank he used both terms Wednesday ,1,"Weiner's office initially said the congressman's account was ""obviously hacked,"" but the representative has since taken to calling the incident a ""prank"" -- he used both terms Wednesday.",inf,no,dir
292,292,Those claims are all circumstantial but it doesn t help his case should there ever actually be one ,1,"Those claims are all circumstantial, but it doesn't help his case should there ever actually be one.",inf,no,dir
293,293,A day after telling reporters that he s not going to talk about this anymore Congressman Anthony Weiner D N Y broke his silence Wednesday about the controversy surrounding a lewd photo sent from his Twitter account ,1,"A day after telling reporters that he's ""not going to talk about this anymore,""",inf,no,dir
294,294,On Tuesday as the House was preparing to vote on the nation s debt limit Weiner was back tweeting about the vote with his usual partisan edge ,1,usual partisan edge,inf,no,dir
295,295,The woman told the New York Daily News that she had never met Weiner and that there had never been any inappropriate exchanges between her and the congressman ,1,"The woman told the New York Daily News that she had never met Weiner, and that there had ""never been any inappropriate exchanges"" between her and the congressman.",inf,no,dir
296,296,Mr Akin said over the weekend that women s bodies will resist getting pregnant from a legitimate rape comments that have been widely condemned including by Mr Romney who called for Mr Akin to withdraw from the race ,1,comments that have been widely condemned,inf,no,dir
297,297,Calls and e mails to a half dozen advisers on the subject were not returned on Tuesday ,1,Calls and e-mails to a half-dozen advisers on the subject were not returned on Tuesday.,inf,no,dir
298,298,This year he captured the nomination of a party whose hard core activists remained suspicious of Mr Romney s late in life conversion to their cause ,1,late-in-life,lex,no,dir
299,299, American women know that Mitt Romney Paul Ryan and the party they lead are the wrong choice for women and their families a statement from the Democratic committee said ,1,the wrong choice for women and their families,inf,yes,dir
300,300, Mitt Romney should do the right thing and denounce this dangerous language ,1,dangerous,lex,no,dir
301,301,Reince Priebus the chairman of the Republican National Committee tried to deflect questions on behalf of Mr Romney saying on Fox News that this is the platform of the Republican Party it is not the platform of Mitt Romney ,1,tried to deflect questions on behalf of Mr. Romney,inf,no,dir
302,302,Romney released a statement late Tuesday saying As I said yesterday Todd Akin s comments were offensive and wrong and he should very seriously consider what course would be in the best interest of our country ,1,Todd Akin's comments were offensive and wrong,inf,yes,dir
303,303,But Akin rebuffed calls late Monday to step aside and let another Republican candidate take his place ,1,rebuffed,lex,no,dir
304,304, What he said is just flat wrong in addition to being wildly offensive to any victim of sexual abuse McConnell said ,1,"""What he said is just flat wrong in addition to being wildly offensive to any victim of sexual abuse,""",inf,yes,dir
305,305, The mistake I made was in the words I said not in the heart I hold ,1,"""The mistake I made was in the words I said, not in the heart I hold.",inf,yes,dir
306,306,The video was released after Akin canceled a scheduled television interview Monday night ,1,The video was released after Akin canceled a scheduled television interview Monday night.,inf,no,dir
307,307, As I said yesterday Todd Akin s comments were offensive and wrong and he should very seriously consider what course would be in the best interest of our country said Romney in a statement ,1,Todd Akin's comments were offensive and wrong,inf,yes,dir
308,308,On Sunday Akin prompted outrage with his response to a question about supporting abortion in the case of rape ,1,prompted outrage,lex,no,dir
309,309,Presumptive GOP presidential nominee Mitt Romney on Tuesday joined a chorus of Republicans calling for Rep Todd Akin R Mo to drop out of the U S Senate race in Missouri ,1,chorus,lex,no,dir
310,310, Why can t Mitt Romney run his race and I ll run mine Akin continued ,1,"""Why can't Mitt Romney run his race and I'll run mine?""",inf,yes,dir
311,311,Akin also claimed he would help Romney and the Republican party in November by soldiering on but admitted that no senator had called him to ask him to stay in the race ,1,but admitted that no senator had called him to ask him to stay in the race,inf,no,dir
312,312,WASHINGTON Joining a chorus of Catholic bishops theologians priests and social justice leaders nearly 90 Georgetown University faculty and administrators have called Representative Paul Ryan R Wisc to task for his misuse of Catholic social teaching in defending his budget which hurts the poor ,1,"Joining a chorus of Catholic bishops , theologians, priests, and social justice leaders",inf,no,dir
313,313,WASHINGTON Joining a chorus of Catholic bishops theologians priests and social justice leaders nearly 90 Georgetown University faculty and administrators have called Representative Paul Ryan R Wisc to task for his misuse of Catholic social teaching in defending his budget which hurts the poor ,1,hurts the poor,lex,no,dir
314,314, This is nonsense ,1,“This is nonsense.,inf,yes,dir
315,315,Last week Rep Ryan dismissed the bishops critique erroneously claiming the letters didn t represent all the bishops a point the USCCB media office denied ,1,erroneously,lex,no,dir
316,316,As scholars we want to join the Catholic bishops in pointing out that his budget has a devastating impact on programs for the poor ,1,devastating,lex,yes,dir
317,317, Survival of the fittest may be okay for Social Darwinists but not for followers of the gospel of compassion and love ,1,“Survival of the fittest may be okay for Social Darwinists but not for followers of the gospel of compassion and love.”,inf,yes,dir
318,318,GOP Rep Paul Ryan is heading to Georgetown University for a speech Thursday morning but not before an old fashioned Catholic school knuckle rapping ,1,"old-fashioned, Catholic school knuckle-rapping",lex,no,dir
319,319, However we would be remiss if we did not challenge your continuing misuse of Catholic teaching to defend a budget plan that decimates food programs for struggling families radically weakens protections for the elderly and sick and gives more tax breaks to the wealthiest few ,1,"your continuing misuse of Catholic teaching to defend a budget plan that decimates food programs for struggling families, radically weakens protections for the elderly and sick and gives more tax breaks to the wealthiest few",inf,yes,dir
320,320,The Georgetown University letter argues though that Ryan misappropriated the Catholic teaching as a rationale for gutting government programs ,1,misappropriated the Catholic teaching as a “rationale for gutting government programs.”,inf,no,dir
321,321,Ryan who was raised on Social Security benefits after his father died also on Fox News defended his budget against the conference saying for instance that the concept of denying tax credits to illegal immigrants is merely following through on policy that has had bipartisan support ,1,who was raised on Social Security benefits after his father died,inf,no,dir
322,322,Representative Paul D Ryan the Republican chairman of the House Budget Committee has been excoriated by some Roman Catholic leaders ever since he claimed this month that his budget plan which slashes antipoverty programs was inspired by the moral teachings of his Catholic faith ,1,slashes,lex,no,dir
323,323,The letter says We would be remiss in our duty to you and our students if we did not challenge your continuing misuse of Catholic teaching to defend a budget plan that decimates food programs for struggling families radically weakens protections for the elderly and sick and gives more tax breaks to the wealthiest few ,1,"your continuing misuse of Catholic teaching to defend a budget plan that decimates food programs for struggling families, radically weakens protections for the elderly and sick, and gives more tax breaks to the wealthiest few",inf,yes,dir
324,324,Their condemnation has grown so heated that this month Bishop Daniel Jenky of Peoria Ill said in a homily that President Obama was so intolerant of religion that he was following a similar path as Hitler and Stalin ,1,"Their condemnation has grown so heated that this month, Bishop Daniel Jenky, of Peoria, Ill., said in a homily that President Obama was so intolerant of religion that he was “following a similar path” as Hitler and Stalin.",inf,no,dir
325,325,The budget authored by Mr Ryan a rising star among conservatives has given Catholic leaders an opportunity to distance the church from the Republican Party ,1,rising star,lex,no,dir
326,326,Mr Ryan claimed in a recent interview that those letters did not speak for all bishops but the conference responded that those letters do indeed represent the bishops collective opinion ,1,"Mr. Ryan claimed in a recent interview that those letters did not speak for all bishops, but the conference responded that those letters do indeed represent the bishops’ collective opinion.",inf,no,dir
327,327,Representative Paul D Ryan the Republican chairman of the House Budget Committee has been excoriated by some Roman Catholic leaders ever since he claimed this month that his budget plan which slashes antipoverty programs was inspired by the moral teachings of his Catholic faith ,1,excoriated,lex,no,dir
328,328,Mr Ryan is to deliver the prestigious Whittington Lecture named for an associate dean who was killed on the airplane that crashed into the Pentagon on Sept 11 2001 ,1,prestigious,lex,no,dir
329,329,Why To pay for Obamacare ,1,Why? To pay for Obamacare.,inf,yes,dir
330,330,So now the money you paid for your guaranteed health care is going to a massive new government program that s not for you ,1,So now the money you paid for your guaranteed health care is going to a massive new government program that’s not for you.”,inf,yes,dir
331,331,Republicans won control of the House in 2010 partly by arguing that Democrats had raided Medicare to pay for Mr Obama s health care law ,1,raided,lex,no,dir
332,332,But the Romney campaign said Tuesday that Mr Romney would restore the money being squeezed out of Medicare by the 2010 health law ,1,squeezed out,lex,no,dir
333,333,As the partisan brawl over Medicare continued on Tuesday and threatened to become the focus of the race the Obama campaign said that Mr Ryan s budget plan broadly endorsed by Mr Romney would end Medicare as we know it and shift costs to beneficiaries ,1,“would end Medicare as we know it”,inf,yes,dir
334,334, Now when you need it Obama has cut 716 billion from Medicare ,1,"“Now when you need it, Obama has cut $716 billion from Medicare.",inf,yes,dir
335,335,Lis Smith a spokeswoman for the Obama campaign said Mitt Romney s Medicare ad is dishonest and hypocritical ,1,dishonest and hypocritical,lex,yes,dir
336,336, He stole 700 billion from Medicare to fund Obamacare said RNC Chair Reince Priebus ,1,stole,lex,yes,dir
337,337, If any person in this entire debate has blood on their hands in regard to Medicare it s Barack Obama ,1,"""If any person in this entire debate has blood on their hands in regard to Medicare, it's Barack Obama.""",inf,yes,dir
338,338,As such independent fact checkers and news analysts alike have disputed the Romney campaign s characterization ,1,"As such, independent fact-checkers and news analysts alike have disputed the Romney campaign's characterization.",inf,no,dir
339,339,Republicans also used the charge that Obamacare raided Medicare as a primary attack line in the 2010 congressional elections ,1,raided,lex,no,dir
340,340,Two years prior then Senator Obama used virtually identical language to beat up on his general election opponent Sen John McCain R Ariz ,1,beat up,lex,no,dir
341,341,FactCheck org rated the Obama ad as false noting that the McCain campaign wasn t talking about slashing benefits but limiting waste and slowing the rate of growth ,1,"FactCheck.org rated the Obama ad as ""false,"" noting that the McCain campaign wasn't talking about slashing benefits but limiting waste and slowing the rate of growth.",inf,no,dir
342,342,This was a relatively minor aspect of the Obama campaign s assault on McCain s Medicare record ,1,assault,lex,no,dir
343,343,Senator McCain and Governor Romney have subsequently opposed the savings that the president identified and demagogued the issue ironically since Governor Romney s running mate kept them in his budget ,1,demagogued,lex,yes,dir
344,344,But the attack on McCain s accounting was part of the assault nonetheless ,1,assault,lex,no,dir
345,345,Paul Ryan went on offense Tuesday in response to criticism over his Medicare plan using an interview with Fox News coupled with a new TV ad to claim President Obama s health care plan treats the treasured entitlement like a piggy bank while the Romney Ryan plan preserves it ,1,"President Obama’s health care plan treats the treasured entitlement like a “piggy bank,” while the “Romney-Ryan” plan preserves it",inf,no,dir
346,346, We re the ones who are not raiding Medicare to pay for ObamaCare ,1,raiding,lex,yes,dir
347,347,He added President Obama is actually damaging Medicare for current seniors ,1,President Obama is actually damaging Medicare for current seniors,inf,yes,dir
348,348,Why To pay for ObamaCare ,1,Why? To pay for ObamaCare.”,inf,yes,dir
349,349, They turned Medicare into a piggy bank to finance ObamaCare Ryan said ,1,"“They turned Medicare into a piggy bank to finance ObamaCare,”",inf,yes,dir
350,350,Obama campaign spokeswoman Lis Smith described the new Romney Ryan ad on the subject as dishonest and hypocritical considering Ryan s own proposals for Medicare ,1,"“dishonest and hypocritical,”",lex,yes,dir
351,351,The truth is that the Romney Ryan budget would end Medicare as we know it people with Medicare would be left with nothing but a voucher in place of the guaranteed benefits they rely on today ,1,The truth is that the Romney-Ryan budget would end Medicare as we know it: people with Medicare would be left with nothing but a voucher in place of the guaranteed benefits they rely on today.”,inf,yes,dir
352,352,In his interview with Fox News Ryan also hammered Obama for what he called his utter failure when it comes to creating jobs ,1,“utter failure when it comes to creating jobs.”,inf,yes,dir
353,353,The problem is those views are wrong ,1,"The problem is, those views are wrong.”",inf,yes,dir
354,354,He s a good man He s a family man ,1,He's a good man. He's a family man.,inf,yes,dir
355,355, It has been really disconcerting how many of my FB friends have stood up on the side of hate and proudly posted their photos of Chick fil a and they all have their little quotes about how they love their gay friends but they don t approve of their lifestyles ,1,stood up on the side of hate,lex,yes,ind_pro
356,356, I believe what the Bible says about marriage Chauncy Fields told us after wolfing down a breakfast of chicken and biscuits ,1,wolfing down,lex,no,ind_pro
357,357,After the mayors of Chicago and Boston heaped scorn upon the company the mayor of Washington DC suggested it was peddling hate chicken ,1,peddling “hate chicken.”,inf,no,dir
358,358,It is a disgrace ,1,It is a disgrace.,inf,yes,dir
