,id,text,label
3309,3309,He toyed with the idea of a different career even considering the army ,0
3310,3310,While Anselm was in exile after quarrelling with the King in 1097 Thomas consecrated Herbert de Losinga as Bishop of Norwich Ralph de Luffa to the See of Chichester and Hervey le Breton as Bishop of Bangor an unusual step because these dioceses were in Canterbury s province and it was Anselm s right to consecrate the new bishops ,0
3311,3311,The East Pakistan Stock Exchange Association was formed on 28 April 1954 and later became the Dhaka Stock Exchange ,0
3312,3312,In 1987 George applied the Rare or Threatened Australian Plants ROTAP criteria to the species determining it to have a conservation status of 3R a rare species found only in small populations but not considered endangered or vulnerable ,0
3313,3313,They find the area above its tree line to be of exceptional spiritual significance and the mountain which they call Lawetlat la roughly translated as the smoker features prominently in their creation myth and in some of their songs and rituals ,0
3314,3314,Abraham Landis worked in Millville as a country physician ,0
3315,3315,Ueshiba was deeply impressed with Takeda s martial art and despite being on an important mission for his village at the time abandoned his journey to spend the next month studying with Takeda ,0
3316,3316,In one of Seacology s projects villagers in Fiji refused a 700 000 offer by foreign businessmen to buy one of the islands and signed an agreement that prohibited development for 20 years and established a 10 year no take fishing reserve encompassing around the island ,0
3317,3317,The piece depicting a man running in a Futurist style and titled the 4Runner was unveiled in September 2009 and stands on a plinth outside the entrance of the sports and leisure complex ,0
3318,3318,Vernet s deputy the Scotsman Matthew Brisbane returned to the islands that year to restore the business but his efforts ended after amid unrest at Port Louis gaucho Antonio Rivero led a group of dissatisfied individuals to murder Brisbane and the settlement s senior leaders survivors hid in a cave on a nearby island until the British returned and restored order ,0
3319,3319,Opposite the de Young stands the California Academy of Sciences a natural history museum that also hosts the Morrison Planetarium and Steinhart Aquarium ,0
3320,3320,The Hemingway Boulders Wilderness is entirely within SNRA while all but of the White Clouds Wilderness is in the SNRA with the rest managed by the BLM ,0
3321,3321,Two skeletons are held in Ukraine in Odessa and Kherson ,0
3322,3322,The roots of Viking metal are generally found in Scandinavian metal particularly the death and black metal scenes of the late 1980s ,0
3323,3323,Thompson was born in the mining community of Sandon BC ,0
3324,3324,Subtle changes can be traced in the arrangement of the horns through this lineage leading from Rubeosaurus to Einiosaurus to Achelousaurus and Pachyrhinosaurus ,0
3325,3325,Other Toraja gods include Pong Banggai di Rante god of Earth Indo Ongon Ongon a goddess who can cause earthquakes Pong Lalondong god of death and Indo Belo Tumbang goddess of medicine there are many more ,0
3326,3326,The player does not receive any explicit guidance on how to play and is left to decipher the game s objectives through trial and error ,0
3327,3327,In 1043 Edward appointed Stigand to the see of Elmham ,0
3328,3328,William Frame asked Nicholls in a letter of 1887 but the interior decoration was the work of Lonsdale between 1887 and 1888 with considerable involvement from Bute and his wife ,0
3329,3329,These were summarily rejected by the Dunstan Government which planned to build a new city 83 kilometres from Adelaide near Murray Bridge ,0
3330,3330,Pharmacological data on bupropion and its metabolites are shown in the table ,0
3331,3331,Though Queen Ka ahumanu steadfastly opposed his work Bachelot viewed her as a good person who had been deceived by Protestant missionaries ,0
3332,3332,That morning several people from the mayor s office met with his family and the mayor later visited the Five Percenters school to express condolences ,0
3333,3333,Even with the persistent violence Stuart helped the Wanderers to an undefeated season they then accepted a challenge from the Kenora Thistles for the Stanley Cup ,0
3334,3334,Almost all of Kolkata s taxis are antiquated Hindustan Ambassadors by make newer air conditioned radio taxis are in service as well ,0
3335,3335,The roof of the mesopterygoid fossa the opening behind the palate is not perforated by sphenopalatine vacuities ,0
3336,3336,In June 1873 Lee left Dublin for London and never returned ,0
3337,3337,This peaked in 1847 at of cargo however by the mid 1850s the canal was bankrupt due to competition from the railways ,0
3338,3338, Space Invaders had earned Taito profits of over 500 million ,0
3339,3339,In December 1935 No 1 AD s workshops under the command of Squadron Leader Arthur Murphy specially modified a Wapiti and a de Havilland Gipsy Moth for Antarctic conditions to enable an Air Force team led by Flight Lieutenant later Group Captain Eric Douglas and Flying Officer Alister Murdoch to rescue explorer Lincoln Ellsworth who was presumed lost on a journey across the continent ,0
3340,3340,Ueshiba went to Tanage Higher Elementary School and then to Tanabe Prefectural Middle School but left formal education in his early teens enrolling instead at a private abacus academy the Yoshida Institute to study accountancy ,0
3341,3341,Hammock described the process of writing the story as a heady task since he had to respect Halo fans knowledge of the characters and canon ensuring that characters that the fans know as a part of themselves are portrayed aptly ,0
3342,3342,In 1899 when the Boer War began Shaw wished the Fabians to take a neutral stance on what he deemed like Home Rule to be a non Socialist issue ,0
3343,3343,Odwalla Inc is an American food product company that sells fruit juices smoothies and food bars ,0
3344,3344,He recalled her running around their home singing and that never being annoying due to her having a beautiful voice ,0
3345,3345,Caravans traveling through the Parthian Empire brought West Asian and sometimes Roman luxury glasswares to China ,0
3346,3346,This was in marked contrast to other major chiefs Nayaks of Tamil country who continued to pay off Chandragiri emperors well into the 1630s ,0
3347,3347,It was called by Liberal agriculture critic Ken Nicol a really good bill ,0
3348,3348,Reviewers found playing the game more difficult in first person but Game Informer s Reiner preferred the challenge ,0
3349,3349,Northern Europe Eastern Europe and North America have the highest rates of endometrial cancer whereas Africa and West Asia have the lowest rates ,0
3350,3350,His tendency to use the state s political machinery to advance his personal agenda earned him the nicknames Boss Bill the Kenton King Kenton Czar King William I and William the Conqueror ,0
3351,3351,In 1986 and 1987 Dylan toured with Tom Petty and the Heartbreakers sharing vocals with Petty on several songs each night ,0
3352,3352,The case then proceeded to a hearing held under Robert Stewart Earl of Strathearn and High Steward of Scotland later King Robert II at Perth where the couple were forced under the threat of severe penalties to swear again never to renew their claim ,0
3353,3353,Since the 1960s Kassel has hosted Europe s first and densest population in a large urban area with about 50 to 150 animals per square kilometer 130 to 390 animals per square mile a figure comparable to those of urban habitats in North America ,0
3354,3354,In the foreword of the book he explains When I was a teenager I had an overwhelming desire to have a poem published in the school magazine ,0
3355,3355,Makeba lived for a while with her grandmother and a large number of cousins in Pretoria ,0
3356,3356,Freelancing Randolph Scott appeared in one major RKO release annually from 1943 through 1948 ,0
3357,3357,For 20 years academics lobbied the Swedish Academy to give Dylan the Nobel Prize in Literature which awarded it to him in 2016 making Dylan the first musician to be awarded the Literature Prize ,0
3358,3358,Robert the Bruce declined to give battle and the campaign progressed ineffectually over the winter until supplies and money ran out in 1311 forcing Edward to return south ,0
3359,3359,According to the Federal Highway Administration I 275 ends at the junction with I 96 and M 14 along the boundary between Livonia and Plymouth Township and not at the interchange in Novi and Farmington Hills ,0
3360,3360,Wrigley trained as a pilot under the tutelage of Lieutenant Eric Harrison at Central Flying School in Point Cook Victoria before departing Melbourne on 25 October aboard a troopship bound for Europe ,0
3361,3361,Prior to the construction of the freeway from Morgantown to Hancock several different routes carried traffic across the region ,0
3362,3362,Fifty two members of the Society of Jesus live on campus and are employed by Georgetown mostly as professors or administrators ,0
3363,3363,Before his death he had made his peace with Anselm who blessed and consoled St Calais on his deathbed ,0
3364,3364,Unable to cross the Brazos due to the small company of Texians barricaded at the river crossing on April 14 a frustrated Santa Anna led a force of about 700 troops to capture the interim Texas government ,0
3365,3365,Short cutscenes appear before important battles and a scanner in the heads up display extracts backstory related information from objects ,0
3366,3366,2016 did hold a historic loss with the All Blacks losing their first ever game to Ireland for the first time after 111 years of success losing 40 29 ,0
3367,3367,Two ships Kroonland and were to be built at William Cramp and Sons in Philadelphia and the others and at John Brown Company of Clydebank in Scotland ,0
3368,3368,While some see the new development as an economic boon others have criticized Nickels and the Seattle City Council for pandering to Allen s interests at taxpayers expense ,0
3369,3369,By the mid 1580s England could no longer avoid war with Spain ,0
3370,3370,In early 1707 George s hopes were fulfilled when Caroline gave birth to a son Frederick ,0
3371,3371,The NFL tried to discourage this idea by changing the owner controlled pension plan to add a provision saying that a player would lose his pension if he went to another league ,0
3372,3372,The 1954 edition of the Nevada highway map was the first to show the new routing ,0
3373,3373, Flight Unlimited was the first of three self published titles released by Looking Glass Technologies ,0
3374,3374,Shackleton Energy Company is building a program to establish operations on the south pole of the Moon to harvest water and supply their Propellant Depots ,0
3375,3375,Most reviewers criticized the quality of its cameras particularly due to their resolution in comparison to contemporaneous mobile phones ,0
3376,3376,It is revealed that the child has no skin the bandages held its internal organs together and they spill apart after the rags are cut ,0
3377,3377,He had collected this form from Revesby in New South Wales as well as Cape Paterson and had received reports of similar plants at Marlo and Bemm Rivers ,0
3378,3378,In a study in southern Texas during the mating seasons from 1990 to 1992 about one third of all females mated with more than one male ,0
3379,3379,14 558 units were exported and 72 290 CKD kits were constructed ,0
3380,3380,Saunders enlisted in the Second Australian Imperial Force on 24 April 1940 joining up with friends he had made while playing Australian rules football ,0
3381,3381,Foraker had introduced a resolution calling for Spain to withdraw from Cuba and for the recognition of the rebels as the legitimate government of an independent Cuba ,0
3382,3382,The WHO subtypes of AML are Acute leukemias of ambiguous lineage also known as mixed phenotype or biphenotypic acute leukemia occur when the leukemic cells can not be classified as either myeloid or lymphoid cells or where both types of cells are present ,0
3383,3383,The show ran for 10 seasons from 1953 to 1962 which increased Reagan s profile in American households ,0
3384,3384,The 48 Spitfires scrambled in response to this force were led by Flight Lieutenant Bob Foster ,0
3385,3385,He also strongly advocated the Republican ideal of less government regulation of the economy including that of undue federal taxation ,0
3386,3386,You call yourself what you want to call yourself ,0
3387,3387,In the 2000s decade metal tempos range from slow ballad tempos quarter note 60 beats per minute to extremely fast blast beat tempos quarter note 350 beats per minute ,0
3388,3388,O Connor wrote that Mason lost his battle against ratification but his ideals and political activities have significantly influenced our constitutional jurisprudence ,0
3389,3389,The 1905 06 Originals are remembered as perhaps the greatest of All Black sides and set the standard for all their successors ,0
3390,3390,In 1926 Thorpe married Freeda Verona Kirkpatrick September 19 1905 March 2 2007 ,0
3391,3391,If we Brazilians exist as a body in a free Nation if our land was not ripped apart into small enemy republics where only anarchy and military spirit predominated we owe much to the resolution he took in remaining among us in making the first shout for our Independence ,0
3392,3392,Justice Stevens recounted Lewis argument that an acceptance of hate speech is necessary because attempts to regulate it would cause encroachment upon expression of controversial viewpoints ,0
3393,3393,Even his friends knew him as a consummate liar and had a saying Is that a Griswold or a fact ,0
3394,3394, Passions also made history by becoming the first daytime television series to show two women having sex ,0
3395,3395,During this period George took an active interest in matters of style and taste and his associates such as the dandy Beau Brummell and the architect John Nash created the Regency style ,0
3396,3396,The roots of these volcanic mountains and the action of Precambrian seas formed the Iron Range of northern Minnesota ,0
3397,3397,The muscle weakness and increased risk of irregular heart beat in TPP result from markedly reduced levels of potassium in the bloodstream ,0
3398,3398,In 1987 a new hypothesis proposed that a mammal population could give rise to a larger form called a hypermorph during times when food was abundant but when food later became scarce the hypermorph would either adapt to a smaller form or go extinct ,0
3399,3399,Harold kept his forces on alert throughout the summer but with the arrival of the harvest season he disbanded his army on 8 September ,0
3400,3400, Princeps comes from the Latin phrase primum caput the first head originally meaning the oldest or most distinguished senator whose name would appear first on the senatorial roster ,0
3401,3401,Comics writers Jean Moebius Giraud and Jean Claude M zi res whose comics provided inspiration for parts of the film were hired for production design ,0
3402,3402,A large roundabout was built and a scaled down replica of the original Big Lamp was erected in its centre ,0
3403,3403,Because of conflicts with its record label and the distributors refusal to release an album titled Metal Up Your Ass the album was renamed Kill Em All ,0
3404,3404,In September 2004 the school was designated a music and mathematics specialist school which means it receives additional funding for those subjects ,0
3405,3405,In the 17th century the grounds were turned into a garden ,0
3406,3406,In January 1928 James Lees Milne stayed as a guest of Churchill s son Randolph ,0
3407,3407,The Opera House is a 1 900 seat venue hosting travelling productions often musicals just out of the West End ,0
3408,3408,In July 1913 Lane left on a long inspection tour of National Parks Indian reservations and other areas under the Interior Department s jurisdiction ,0
3409,3409,It should be avoided in individuals who are also taking monoamine oxidase inhibitors MAOIs ,0
3410,3410,It appears to have had fairly light use but the presence of slag suggests that it was intended for smelting iron perhaps by a smith ,0
3411,3411,In 2014 the Globalization and World Cities Research Network ranked Manchester as a beta world city the highest ranked British city apart from London ,0
3412,3412,The Originals Gallaher captained during 1905 06 helped to cement rugby as New Zealand s national sport but he was relentlessly pilloried by the British press for his role as wing forward ,0
3413,3413,By McCartney s account he and Ono countered with a 5 million bid that was rejected ,0
3414,3414,The most famous Belgrade IT companies are Nordeus ComTrade Group MicroE Endava etc ,0
3415,3415,On 16 January 1968 a few weeks after the devaluation of the pound Prime Minister Harold Wilson and his Defence Secretary Denis Healey announced that British troops would be withdrawn from major military bases East of Suez which included the ones in the Middle East and primarily from Malaysia and Singapore by the end of 1971 instead of 1975 as earlier planned ,0
3416,3416,The use of the Kannada script for writing Tulu and non availability of print in Tigalari script contributed to the marginalisation of Tigalari script ,0
3417,3417,Atrus and Catherine thank the Stranger before linking back to the Age of Myst ,0
3418,3418,Dan Sullivan of the Los Angeles Times believed the album s supporters in hip rock circles had overlooked flaws arguing that Tacuma and Coleman s playing sounded like a unique beacon of clarity amid an incessant background ,0
3419,3419,It was written by Paul McCartney and credited to Lennon McCartney ,0
3420,3420,The former residents of the town have not returned and Syria discourages the re population of the area ,0
3421,3421,While loss of habitat has affected native animals such as the pine marten elk woodland caribou and bison others like whitetail deer and bobcat thrive ,0
3422,3422,When transferred to an even lower R H of about 50 the stems quickly begin to collapse ,0
3423,3423, Good Vibrations which was recorded sporadically from February to September 1966 appears with no differences from the original single ,0
3424,3424,John Neale Dalton was appointed as their tutor in 1871 ,0
3425,3425,Hughes was posthumously awarded the Distinguished Flying Cross DFC on 22 October 1940 for his skill and determination as a flight commander and gallantry in his attacks on the enemy Squadron Leader O Brien had recommended the decoration a week before their deaths ,0
3426,3426,Marble was purchased from the same Italian quarry that supplied Root s original construction to restore the lobby walls and ceilings ,0
3427,3427,He continues Reduced to a single sentence it would have been accurate to say that at this point I have no particular audience in mind while I am making music ,0
3428,3428,The surviving tanks were then rendered temporarily immobile when parachute rigging lines became tangled in their suspensions forcing their crews to cut the lines away with welding torches ,0
3429,3429,The flame feeds off the most highly combustible elements survival and ambition caution and creativity supreme confidence and dark fear ,0
3430,3430,He blamed its failure on the tight purses of Boston culture and moved to Europe to serve as foreign editor and correspondent of the New York Mirror ,0
3431,3431,The assessment typically includes an evaluation of a person s level of vision their mobility and independence skills any residential support they may require basic literacy and numeracy skills tests and an interview with the leader of the course they wish to take ,0
3432,3432,She felt Eve was written as a fully realized person with her own story rather than as a walking living philosophical statement about race relations ,0
3433,3433,In 1880 the intact half of the rock was excavated from the pier and the broken piece was reattached to it ,0
3434,3434,Very soon afterwards Francesca died ,0
3435,3435,Published in 1921 Around the Boree Log and Other Verses was written by Patrick Joseph Hartigan under the pen name John O Brien ,0
3436,3436,Socially the area includes both working class areas like Old Trafford and Stretford and middle class ones such as Bowdon and Hale ,0
3437,3437,Some individuals inherit DQ2 5 from one parent and an additional portion of the haplotype either DQB1 02 or DQA1 05 from the other parent increasing risk ,0
3438,3438,The Oryzomys of the eastern lowlands of Nicaragua was described as a separate species Oryzomys richmondi by Merriam in 1901 and Goldman retained it as a subspecies of O couesi on the basis of its distinctly dark fur ,0
3439,3439,The program has 11 national championships most recently in 1997 and has produced three Heisman Trophy winners Tom Harmon Desmond Howard and Charles Woodson ,0
3440,3440,Captain Jesse Elliott the new commander of the Navy yard oversaw her reconstruction ,0
3441,3441,His brother Richard was captured and Henry and Edward retreated to the local priory and surrendered the following day ,0
3442,3442,Although the Soviet Union did not accelerate military spending after President Reagan s military buildup their large military expenses in combination with collectivized agriculture and inefficient planned manufacturing were a heavy burden for the Soviet economy ,0
3443,3443,He took five wickets in an innings 22 times and had 10 or more wickets in seven matches ,0
3444,3444,The tour began at Portsmouth New Hampshire with much celebration and a 21 gun salute scheduled to visit 90 port cities along the Atlantic Gulf and Pacific coasts ,0
3445,3445,He explained that the size difference between the motion capturers and the characters caused unsteady animation and shaking consequently mismatching interaction with props and uneven terrain ,0
3446,3446,Todd locates the infant and claims the boy was abandoned ,0
3447,3447,In the interwar years the Northern economy began to be eclipsed by the South in 1913 1914 unemployment in outer Britain the North plus Scotland and Wales was 2 6 while the rate in Southern England was more than double that at 5 5 but in 1937 during the Great Depression the outer British unemployment rate was 16 1 and the Southern rate was less than half that at 7 1 ,0
3448,3448,North Carolina State University doctoral student Matt Morain commented on the remixes spawned by Bale s rant in an April 2009 paper on Internet memes ,0
3449,3449,He spent his days sightseeing and conversing with scientists and other intellectuals with whom he shared interests ,0
3450,3450,The Earl of Moray defeated Mary s troops at the Battle of Langside forcing her to flee to England where she was subsequently kept in confinement by Elizabeth ,0
3451,3451,Influenced by The Byrds and Fairport Convention the band considered Sky Blue Sky to be less experimental than previous releases ,0
3452,3452, mile Cohl praised McCay s admirably drawn films and Gertie in particular after seeing them in New York before he returned to Europe ,0
3453,3453,Overcoming his reticence about performing outside the Lauderdale Courts he competed in Humes s Annual Minstrel show in April 1953 ,0
3454,3454,The autopsy and toxicology report on Staley s body revealed that he died from a mixture of heroin and cocaine known as speedball ,0
3455,3455,Below Imperial Dam only a small portion of the Colorado River makes it beyond Yuma Arizona and the confluence with the intermittent Gila River which carries runoff from western New Mexico and most of Arizona before defining about of the Mexico United States border ,0
3456,3456,This arrangement continued through to 2005 when the car was discontinued ,0
3457,3457,Karlheinz Stockhausen and Hans Zimmer are important composers of the 20th and early 21st centuries ,0
3458,3458,The unitary districts of North Somerset and Bath North East Somerset are instead covered by the Avon Fire and Rescue Service a service which also covers Bristol and South Gloucestershire ,0
3459,3459,He led the first Catholic mission to Hawaii arriving in 1827 ,0
3460,3460,The following table lists some of these disorders along with the associated HMB concentrations detected in urine or blood plasma ,0
3461,3461,In 2008 Seacology started its Carbon Offset Fund where donations of 40 00 went directly towards renewable energy and reforestation projects ,0
3462,3462, Auriscalpium vulgare usually has a single stem but occasionally several stems arise from a thick common base ,0
3463,3463,NY 32 begins at NY 17 on the outskirts of the New York metropolitan area in Woodbury just outside Harriman and ends at NY 196 east of Hudson Falls just south of the Adirondacks ,0
3464,3464,Carcetti is propelled to victory in the primary election ,0
3465,3465,In 1998 it was renamed the McDonough School of Business in honor of alumnus Robert E McDonough ,0
3466,3466, Dakotan carried a total of 8 812 troops on her five westbound voyages ,0
3467,3467,Plante subsequently designed his own and other goaltenders masks ,0
3468,3468,This opening sequence is accompanied by a voice over from Ed Bishop which states The sequence is intended to demonstrate Captain Scarlet s indestructibility with the assassin s machine gun bullets having no apparent effect on their target ,0
3469,3469,Healthy in 1970 71 he scored 30 goals and a NHL career high 60 points ,0
3470,3470,When deciding what elements to include in a course practicality was a big factor elements that would not work or would not appear as intended were omitted such as an elastic barricade or a teeter totter scale ,0
3471,3471,It was constructed in 1974 and opened in 1975 ,0
3472,3472,The dispute did not delay work ,0
3473,3473,By the time he died in 1180 37 years had passed since that momentous day in 1143 when amid the wilds of Cilicia his father had proclaimed him emperor ,0
3474,3474,Chitpur locality of the city houses multiple production companies of jatra a tradition of folk drama popular in rural Bengal ,0
3475,3475,The American novelist Theodore Dreiser returning from an extended European tour in April 1912 briefly considered returning on but instead sailed two days later on the American flagged and less expensive Kroonland ,0
3476,3476,Although they were officeholders designated by the Mint Act of 1792 no assay took place until 1797 by which time all three had left those offices ,0
3477,3477,The present ground is the Estadio Nacional s third incarnation renovated under the Alan Garc a administration ,0
3478,3478,American producers Tricky Stewart and Dream had written the track Umbrella in 2007 with pop singer Britney Spears in mind ,0
3479,3479,Attack rates of 100 800 cases per 100 000 are encountered in this area which is poorly served by medical care ,0
3480,3480,Known as Robinson s Lake and Long Pond for most of the 19th century the lake was purchased by the Ricketts family in the early 1850s and became part of R Bruce Ricketts extensive holdings in the area after the American Civil War ,0
3481,3481,He was not convicted and was permitted to return to the regiment ,0
3482,3482,A few years later in 1921 the section from Lake Clifton to Mandurah was reopened by Jack Ochiltree so as to be suitable for motor vehicles and in 1926 the section from Bunbury to Lake Preston was similarly suitable ,0
3483,3483,However the Canadian Union of Public Employees CUPE who was not a party to the agreement announced that it would continue efforts to unionize the flight attendant ranks ,0
3484,3484,Although the Parliament of Scotland proclaimed Charles II king on 5 February 1649 England entered the period known as the English Interregnum or the English Commonwealth and the country was a de facto republic led by Oliver Cromwell ,0
3485,3485,With the coming of the Interstate Highway System in Michigan the MSHD planned to convert the eastern section of US 2 to a freeway between St Ignace and Sault St Marie ,0
3486,3486,Heyer s husband was involved in much of her writing ,0
3487,3487,Francis Greville commissioned Lancelot Brown to re landscape the castle grounds he began working on the grounds and park in 1749 and had completed his work by 1757 having spent about 2 293 as of ,0
3488,3488,The king and the archbishop reached a truce in August ,0
3489,3489,Most of the songs were written late in Guthrie s life when he was unable to record due to the motor impairments of Huntington s disease ,0
3490,3490,The city also boasts lauded summer and winter chamber music festivals organized by the Seattle Chamber Music Society ,0
3491,3491,The Sanaga River powers the largest hydroelectric station located at Ed a ,0
3492,3492,The beach is a short distance from tennis courts and a golf putting course ,0
3493,3493,That caused the prisoners to riot breaking fittings during the commotion three prison officers three prisoners and a detective sustained injuries ,0
3494,3494,The role of the village chief in village governance may be poorly defined in one Kreung village residents told a researcher that they were very unclear exactly what the work of the village chief entailed ,0
3495,3495,In addition he founded a house of regular canons at Bodmin ,0
3496,3496,In general grunge singers used a deeper vocal style which matched the lower sounding downtuned guitars and the darker themed lyrical messages used in the style ,0
3497,3497,Wells Cathedral School which was established to educate these choirboys dates its foundation to this point ,0
3498,3498,However in November 2010 the band returned from a nearly year hiatus with a 14 show tour in the western US ,0
3499,3499,The Japanese initially refused all rescue attempts but a day later allowed themselves to be picked up and taken prisoner ,0
3500,3500,Bute persevered commercial success followed and 40 hogsheads of wine including a red varietal using Gamay grapes were produced annually by 1894 to positive reviews ,0
3501,3501,It was released on March 27 1991 through Touch and Go Records ,0
3502,3502,Garner was one of the first people he met in Los Angeles and was in Cooper s words very maternal She wanted to take care of me make sure I was okay all the time ,0
3503,3503,The Webley Revolver also known as the Webley Top Break Revolver or Webley Self Extracting Revolver was in various marks a standard issue service pistol for the armed forces of the United Kingdom and the British Empire and Commonwealth from 1887 until 1963 ,0
3504,3504,The Amador Valley Robotics Team founded in 1999 is the first and only high school team to compete in the Autonomous Underwater Vehicle AUV Competition hosted by the Association for Unmanned Vehicle Systems International AUVSI ,0
3505,3505,While a monk he ridicules his fellow brothers plans a murder and debauches a young woman ,0
3506,3506,Although the marriage had been strained from the beginning Teresa Cristina continued striving to be a good wife ,0
3507,3507,Streltsov was enthusiastically welcomed back by supporters ,0
3508,3508,Virginia died on May 6 1981 in her home in Shaker Heights Ohio ,0
3509,3509,Later in the year following Elizabeth s illness with smallpox the succession question became a heated issue in Parliament ,0
3510,3510,Another historian Eric John said that Stigand had a fair claim to be the worst bishop of Christendom ,0
3511,3511,They are a mixture of xenocrysts and xenoliths minerals and rocks carried up from the lower crust and mantle pieces of surface rock altered minerals such as serpentine and new minerals that crystallized during the eruption ,0
3512,3512,This design solved Chadwick s worries about purity because it did not require the level that would be needed for the gun type fission weapon ,0
3513,3513,David Parkinson of the Radio Times found Winslet to be a standout among the ensemble cast and Mick LaSalle of the San Francisco Chronicle took note of how well she had portrayed her character s growth and maturity ,0
3514,3514,In the first innings he bowled in his best form and contributed to many of Bill Voce s wickets So difficult was Verity to score from that batsmen in desperation tried to get runs off Voce with disastrous results to themselves ,0
3515,3515,Gardner also felt that lawmakers were trying to eliminate the firing squad in opposition to popular opinion in Utah because of concern over the state s image in the upcoming 2002 Winter Olympics ,0
3516,3516,Her mother relied on the counsel of Grigori Rasputin a Russian peasant and wandering starets or holy man and credited his prayers with saving the ailing Tsarevich on numerous occasions ,0
3517,3517,A somewhat more lucrative venture was the owning and later breeding of racehorses ,0
3518,3518,In China it is native to every province except Gansu Heilongjiang Hainan Jilin Ningxia Qinghai Xinjiang and Tibet ,0
3519,3519,Many of Brundage s covers were for stories by Seabury Quinn and Brundage later commented that once Quinn realized that Wright always commissioned covers from Brundage that included a nude he made sure that each de Grandin story had at least one sequence where the heroine shed all her clothes ,0
3520,3520,He also holds the franchise record for most games played 1 363 and is on several notable NHL records which are most All Star game assists 16 and most playoff overtime goals 8 ,0
3521,3521,Howard provided the Mavericks with a back to the basket player who moved into the starting power forward position enabling Dirk Nowitzki to play small forward and Shawn Bradley to play center ,0
3522,3522, Negative symptoms are deficits of normal emotional responses or of other thought processes and are less responsive to medication ,0
3523,3523,The suggestion was approved but was never put into effect ,0
3524,3524,As described by television historian Jake Austen Allen thought Presley was talentless and absurd he set things up so that Presley would show his contrition ,0
3525,3525,For instance a number believe that Martin is treated sympathetically and that his character holds Voltaire s ideal philosophy pessimism ,0
3526,3526,At the time Paul was writing what he called country tunes when he teamed up with an Irish musician producer and studio expert named Flynn ,0
3527,3527,He appeared in one game as goaltender in the 1940 41 season ,0
3528,3528,He was the first English child born to the Pilgrims in the New World ,0
3529,3529,He was an important draw for the event and although he accepted substantially less money for the appearance than his usual fee he was the festival s highest paid performer ,0
3530,3530,Durga Puja held in September October is Kolkata s most important and largest festival it is an occasion for glamorous celebrations and artistic decorations ,0
3531,3531,The company hosted a 1995 discussion with Peter Lawrence and Takashi at Yanceyville and later aired previews at United States waterpark events ,0
3532,3532,The party split with Northerners backing Illinois Senator Stephen Douglas while Southerners including Johnson supported Vice President Breckinridge for president ,0
3533,3533,The news coverage provided by the Echo focuses mainly on local events including human interest crime and court stories as well as reports on the local Championship football team Sunderland AFC ,0
3534,3534,The deal that brought the team to RKO had called for them to produce sixty features over five years in just shy of half that time they succeeded in making four ,0
3535,3535,As an example on November 11 1911 the temperature at Oklahoma City reached in the afternoon the record high for that date then an Arctic cold front of unprecedented intensity slammed across the state causing the temperature to fall 66 degrees down to at midnight the record low for that date thus both the record high and record low for November 11 were set on the same date ,0
3536,3536,His mother taught him how to knit his own tuques to protect him from the cold ,0
3537,3537,Investigations after the 1992 fire have shown though that many Rococo features of the modern castle originally thought to have been 18th century fittings transferred from Carlton House or France are in fact 19th century imitations in plasterwork and wood designed to blend with original elements ,0
3538,3538,During the procedure which lasted for two hours Monro dipped his quill pen into Burke s blood and wrote This is written with the blood of Wm Burke who was hanged at Edinburgh ,0
3539,3539,The 22nd became part of Brig Gen John H Martindale s brigade and was initially attached to the III Corps ,0
3540,3540,According to Steve Huey of AllMusic Thriller refined the strengths of Off the Wall the dance and rock tracks were more aggressive while the pop tunes and ballads were softer and more soulful ,0
3541,3541,Together these areas are known as The Avenues ,0
3542,3542,David Rosen made the proposal to Atari CEO Jack Tramiel and the president of Atari s Entertainment Electronics Division Michael Katz ,0
3543,3543,At the time a batsman was not out if he had completed his shot and was setting off for a run the West Indian cricketer Learie Constantine believed that Jardine was only given not out because he told the umpire his shot was complete ,0
3544,3544,Survey data released in 2015 by Gallup place the proportion of the San Francisco metro area at 6 2 which is the highest such proportion observed of the 50 most populous metropolitan areas as measured by the polling organization ,0
3545,3545,Both the current and historical estimates should be considered as poor estimates because the methodology and data used in the study are known to be flawed ,0
3546,3546,Around the turn of the year White Boy began giving notoriously crazed performances ,0
3547,3547,On the morning of 21 June the British fleet left Scapa Flow to conduct training maneuvers at 11 20 Reuter transmitted the order to his ships ,0
3548,3548,If you take away the dyslexia it seems like my story ,0
3549,3549,In 2017 Simone Askew became the first African American woman to lead the Corps ,0
3550,3550,Contrary to this message Armistead was in fact pinned down halfway up Malvern Hill ,0
3551,3551,The Church of Scientology sued Reader s Digest in Switzerland France Italy the Netherlands and Germany for publishing a condensed version of the Time story ,0
3552,3552,The Royal Australian Air Force RAAF operates eight Boeing C 17 Globemaster III large transport aircraft ,0
3553,3553,Christopher Columbus encountered frigatebirds when passing the Cape Verde Islands on his first voyage across the Atlantic in 1492 ,0
3554,3554,In October 2005 after satisfactory results from the legislation and its enforcement FATF lifted the non cooperative designation ,0
3555,3555,Around the time of RCTI s fourth anniversary the television station relented and agreed to fund the concert as part of their celebrations the thousands of tickets available sold out within a week ,0
3556,3556,The generic name Thomasomys honors English zoologist Oldfield Thomas who named about 2 900 taxa of mammals and the specific name ucucha is the local Quechua word for mouse ,0
