id,text,label,label_multiclass
2111,Diane Black voted to fund Obamacare ,1,4
2112,Hurricane Sandy the most destructive Atlantic storm ever ,0,3
2113,The Hispanic population in Gwinnett and Henry counties has increased by 153 percent and 339 percent respectively since 2000 while Republican presidential candidates are getting a smaller percentage of the vote in those counties ,0,1
2114,I was the most bipartisan senator in the United States Senate ,0,1
2115,Says Gov Scott Walker raises the pay of inmates but we dont raise the pay of staff in our correctional institutions ,0,3
2116,The current debate over authorizing military action against the Islamic State would be the first time Congress would place limits on the commander in chiefs ability to be commander in chief ,1,4
2117,U S debt is now equal to 100 percent of the GDP ,0,1
2118,Tom Ganley supports a 23 percent national sales tax that would raise taxes on the middle class while giving a huge tax break to millionaires like himself ,0,3
2119,Pat Toomey still supports privatizing Social Security ,0,2
2120,The marijuana that kids are smoking today is not the same as the marijuana that Jeb Bush smoked 40 years ago ,0,0
2121,Barack Obama voted against born alive legislation in Illinois that was virtually identical to the federal law ,0,0
2122,Says Trump shirts are made in Bangladesh Trump suits in Mexico Trump Vodka in the Netherlands Trump crystal barware in Slovenia and his cufflinks and ties in China ,0,1
2123,Says President Barack Obama has opened up no new trade relationships with other nations ,1,4
2124,Says taxpayer subsidy for the Oregon Convention Center hotel jumped 100 million in closed door sessions,0,0
2125,Says you can buy four light bulbs for 1 99 at Walmart while a single compact fluorescent lamp CFL costs 10 a pop ,0,3
2126, Jeb Bush not the State of Florida decided which private emails to disclose ,0,1
2127, History tells us that job growth always lags behind economic growth ,0,0
2128,Bill Howell has been the consistent force behind every major tax increase in Virginia in the last decade ,0,1
2129,More than 9 000 Rhode Island voters used the Moderate Party master lever mechanism and they didnt have a single Moderate on their ballot ,0,1
2130,President Obama is attacking Paul Ryan on Medicare even though it is his administration with the help of Jim Langevin who cut 716 billion from Medicare ,0,2
2131,Says Hillary Clinton has even deleted this record of total support for the Trans Pacific Partnership trade agreement from her book ,1,5
2132, Obama says Iran is a tiny country doesn t pose a serious threat ,1,4
2133,Barbara Boxers worried about the weather instead of terrorism as the biggest threat to national security ,1,5
2134, We spend three times more on entitlements and debt services than we do on defense ,0,0
2135,In the 2014 elections the American people overwhelmingly said we dont want Obamacare and we dont want amnesty ,1,4
2136,Dan Patrick got caught not paying his taxes and pocketed his employees payroll taxes ,0,2
2137,Says Merrick Garland authored an opinion that resulted in the release of 17 Guantanamo Bay prisoners who were part of a group of violent Islamist extremists the State Department had designated as terrorists ,0,3
2138,Congress has 11 percent approval ratings yet 96 4 percent of incumbent lawmakers were re elected in 2014 ,0,0
2139,Letting the Bush tax cuts expire would raise taxes on small businesses ,0,3
2140,Statistics bear out that any time a country a state makes more restrictive abortion laws fatalities go up and abortions actually increase ,0,3
2141,The presidents budget would take non defense spending to its lowest level as a percentage of the economy since JFK ,0,1
2142,Of the approximately 6 million disenfranchised felons in the United States one quarter are Floridians ,0,1
2143,Obama basically threatened to bomb Pakistan ,1,5
2144,The Governor did not consult members of his own party before he released his transportation plan ,1,4
2145,Ohio has lost more population than every other state in the country except for two ,1,4
2146,Here in California Donald Trump has given 12 000 to Jerry Brown Gavin Newsom and Kamala Harris ,0,1
2147,Gov Rick Perry has overseen the highest Texas unemployment in 22 years ,0,2
2148,On support for the auto bailouts ,1,4
2149,Ed Gillespies 2006 book promoted an individual health care mandate and recommends that it be enforced by the IRS through the income tax code ,0,1
2150,When Republican extremists tried to take away abortion rights Blake Rocap stopped them ,0,3
2151,Says Obama refuses to recognize Jerusalem as the capital of Israel ,0,2
2152,Says he helped to draft parts of the Dodd Frank Wall Street reform bill ,0,2
2153,Says income tax rates under Eisenhower were as high as 90 percent ,0,0
2154,American homeownership rate in Q2 2016 was 62 9 lowest rate in 51yrs ,0,1
2155,Romneys Medicare plan was estimated to cost the average senior about 6 000 a year ,0,2
2156,If we had the same staffing ratio of officers to residents as Seattle wed have 300 more officers in our department ,0,0
2157,Department of Veterans Affairs doctors are prohibited from recommending medical marijuana ,0,0
2158,When career politician Daniel Webster became speaker of the House he wasted 32 000 of our money on a spiral staircase for his office ,0,1
2159,Texas had the highest level of turnout than ever before in the primary ,0,2
2160,Says the difference between her and Barack Obama is about 35 years of experience ,1,4
2161,22 veterans take their own lives each day ,0,1
2162,The United States is the only major country on earth that doesnt guarantee health care to all people as a right not a privilege ,0,2
2163,Said former U S Ambassador to Kenya Scott Gration was forced to resign two years ago because of his personal use of emails ,0,3
2164,Says Florida is a model for successful pretrial release programs ,0,2
2165,If you have ever visited Nashville or Washington D C you will see MANY names and initials carved into desks ,0,3
2166,Redistribution has never been a characteristic of America ,1,5
2167,Tampa is the strip club capital of the world ,1,4
2168,Said they reached a power sharing agreement with Republican Lt Gov Casey Cagle,1,5
2169,Says between 6 and 20 bicycles can be parked in the space required by one car ,0,2
2170,I unsealed my records at Marquette University ,1,4
2171,Says that U S Rep Allen West is a constituent of mine ,0,0
2172,The U S gives foreign aid to Cuba and Venezuela even though those countries are our enemies ,1,4
2173,Says Texas wildfires are linked to climate change ,0,2
2174,if the Agreement goes into effect the millions of Mexican citizens who will become eligible for Social Security benefits may have a far stronger claim to benefits and protection against cuts than U S citizens ,1,4
2175,Earlier this year John DePetro was accused of sexually assaulting a female co worker ,1,5
2176,Photo of tea party protests shows crowd sprawling from Capitol to Washington Monument,1,5
2177,The approval of the United States was 20 points higher when Hillary Clinton left the secretary of states office than when she took it ,0,2
2178,Every one of the 67 supervisors of elections in Florida refused to carry out the effort to remove noncitizens from the voter rolls ,1,4
2179, Bill Richardson is the only major Democratic candidate with a plan to withdraw all American troops from Iraq All of the other major Democratic candidates support leaving American troops in Iraq indefinitely ,0,1
2180,I earned more votes in the state of Wisconsin than Donald Trump did in New York ,0,0
2181,There are 278 Republicans in Congress With Eric Cantors defeat they are now all Christian and all white except for one black senator who was appointed ,0,2
2182,If the Stamp Farm wind turbine is built the health risk of flicker impact created by shadows of blades of turbines poses real and significant health risks particularly seizures ,1,5
2183, Gov Crist s veto also clears the way for taxpayer funding of abortion in Florida ,1,4
2184,Says she condemned violence at a campaign stop in Arizona in March ,0,0
2185,According to the most recent report Wisconsins high school graduation rates are also up again to third best in the country ,0,1
2186,In Iran in 1979 the extremists hijacked the broad based popular revolution against the Shah and established a brutal theocracy ,0,1
2187,On immigration reform Marco Rubio all along has been saying We have to have border security first and then he gets on Spanish TV he ends up saying No no That will never get in the way ,0,3
2188,Dem controlled Ohio House voted to change the process to create objective criteria to modify the Constitution to take politics out of the efforts to draw legislative boundaries ,1,4
2189,Over the last few years weve put more people back to work than all the other advanced economies combined ,0,2
2190,Obama voted against critical resources no to individual body armor no to helicopters no to ammunition no to aircraft ,0,3
2191,Says U S Sen Sherrod Brown is responsible for over 14 trillion in debt ,1,4
2192,Under Tom Barretts leadership violent crime in Milwaukee has decreased by over 20 to its lowest levels in more than 20 years ,1,5
2193,Barack Obama appeared in the video for Whoomp There it is ,1,5
2194,Florida has the most concealed weapon permits in the nation nearly double that of the second state which is Texas ,0,1
2195,Under President George W Bush the U S had 52 months of uninterrupted job creation and revenues were at an all time high in 2007 ,0,1
2196,Says Gov Scott Walker didnt balance the budget so we now have a larger state deficit 14 months into his term than we did when he was elected ,0,2
2197,Says that compared to direct sales by manufacturers consumers save avg of 500 per car sold through franchised dealer model ,1,4
2198,Says that Josh Mandel voted to let insurance companies deny coverage for autism,0,1
2199,Prior to Obamacare here in Wisconsin 95 percent of Wisconsinites were covered by insurance After Obamacare 95 percent of Wisconsinites were covered by insurance It hasnt had an impact ,1,4
2200,Secretary Clinton changes her position on gun issues every election year it seems having one position in 2000 and then campaigning against President Obama and saying we dont need federal standards ,0,2
2201,The rifle used by Omar Mateen shoots off 700 rounds in a minute ,0,3
2202,Building and running the Atlanta Streetcar is projected to create 1 399 jobs ,1,4
2203,Wisconsin is one of the bluest states but under Scott Walker its unemployment rate is around 3 5 ,1,4
2204,Residential property taxes in Providence are up nearly 27 percent under Mayor Taveras ,1,5
2205,Assault weapons and handguns are allowed in the state Capitol while bullhorns trumpets helium balloons and flags on poles are banned ,0,1
2206,Teachers are working their third consecutive year some longer than that without salary increases ,1,4
2207,The highest paid employee of the State of Rhode Island is a basketball coach ,0,0
2208, I don t have lobbyists running my campaign ,1,4
2209,Expanding Medicaid would require borrowing more money drastically expanding our deficit ,0,2
2210,After Jeb Bushs two terms in office Floridas graduation rate was dead last and remains near the bottom ,0,1
2211,Farming is one of the fastest growing areas of our economy ,0,3
2212,Weve seen the increase of alcohol use for underage kids even though alcohol has been illegal for kids under 21 ,1,4
2213,If we had been on Obamacare and a bureaucrat was trying to tell me when I could get that CAT scan that would have delayed my treatment ,1,4
2214,The proposed Keystone XL oil pipeline is a bipartisan proposal ,0,1
2215,On support for gay marriage ,0,0
2216,Says Mitt Romney just gave a speech a few weeks ago and said we should still have troops in Iraq ,0,1
2217,Says David Dewhurst explicitly advocated a guest worker program for all illegal immigrants ,0,1
2218,A Republican proposal changes Medicare for those under age 55 so that they will participate in the same kind of health plan that members of Congress do ,0,3
2219,Says the Affordable Care Act was a federal takeover of the student loan industry and profits on the loans go to help pay for the health care law ,0,3
2220, Barack Obama had 150 days in the U S Senate where he was able to vote quite often present ,1,4
2221,Much more than 50 percentof parents out there are spankers ,0,1
2222,Wisconsin is one of the highest taxed states in the nation ,0,2
2223,Says opponent Bill Flores helped run a company that laid off over 3 000 workers and paid off executives with millions ,1,4
2224,Says Michelle Obama has 43 people on her staff Nancy Reagan had just 3 ,1,5
2225,Says Rick Perry doubled spending in a decade ,0,3
2226,Texas still owns all of its public lands If the federal govt wants to create a park they must ask permission ,0,2
2227,The 9 0 decision last week was the 13th time the Supreme Court voted 9 0 that the president had exceeded his constitutional authority ,1,4
2228,Says Tammy Baldwin supports a law in which government will take over your decisions on medicine on doctors and on hospitals ,1,4
2229,The projected 1 8 billion state budget shortfall for 2015 17 actually comes from an assumption based on zero growth That just doesnt happen ,0,3
2230,Says if we do nothing and continue to let Obamacare siphon off that 700 billion dollars off the top of it Medicare goes away in less than 10 years certain accounts of it and it just falls apart at the seams ,1,4
2231,Says Sen John McCain spent the July 4 weekend in Islamabad Pakistan selling F 16s and advanced weapons to the folks who harbored Osama bin Laden ,1,4
2232,Says Donald Trump doesnt make a thing in America ,1,4
2233,Why is President Obama unnecessarily delaying your flight FAA could cut other spending ,0,3
2234,John Cornyn has voted to increase the debt raise taxes bail out Wall Street banks and fund Obamacare ,0,2
2235,Washington politicians run Social Security like a Ponzi scheme ,0,3
2236,Says Republican presidential candidate and Gov John Kasich has spent 177 days out of state and used 350 000 in taxpayer money on his costly campaign ,0,0
2237,Ever wonder why no one ever came forward from Obamas past saying they knew him attended school with him was his friend etc Not one person has ever come forward from his past ,1,5
2238,California has the sixth largest economy on planet Earth ,0,1
2239,Barack Obama s plan calls for mandates and fines for small businesses ,1,4
2240,Says area near proposed northern Wisconsin iron ore mine is 15 hours away from where public hearing on mining was held ,1,4
2241,Our credit rating went up since Ive been in office ,1,4
2242,African American children are 500 percent more likely to die from asthma than white kids ,0,0
2243,U S police killed more people in just one month than the U K s did in over a century ,1,4
2244,The legislature was never given the opportunity to debate or vote on loaning 75 million to 38 Studios ,0,0
2245, When we ve got CEOs making more in 10 minutes than ordinary workers are making in a year then something is wrong ,0,1
2246,Says 11 soccer players on the U S Mens National Team are immigrants ,1,4
2247,The president by executive order could grant voting rights to illegal immigrants who are newly legalized under pending legislation ,1,5
2248,Rob Portman won the fewest votes of all Ohio U S Senate victors since 2000 ,0,1
2249,Says U S Senate candidate Michelle Nunn was handpicked by President Barack Obama,0,2
2250,China owns about 29 percent of the U S debt ,1,4
2251,Chris Sununu supported Obamas Common Core agenda taking away local control of our schools ,0,3
2252, President Barack Obama said unemployment was never gonna go over 8 percent if we passed the stimulus plan ,0,3
2253,Gwinnett County government has made significant cutbacks in staffing ,0,2
2254,Says the Constitution specifically states the Congress shall write legislation for immigration policy so Barack Obama lacks the authority to defer the deportation of young illegal immigrants ,0,2
2255,Crime rises in communities with casinos ,0,2
2256,Americans spend 6 1 billion hours a year complying with tax law It costs us 163 billion to comply with our tax laws annually ,0,0
2257,A space shuttle the National Museum of the United States Air Force near Dayton would be within a days drive of 60 percent of the U S population ,0,2
2258,It isnt me cutting the budget Its the Congressdecision on sequestration So it isnt secretary of defense or the president doing this ,0,2
2259,Arizona schools rank 45th in the nation dead last in funding per student ,0,1
2260,Rhode Island is at the top of the country for alcohol related fatalities ,0,1
2261,Maj Nidal Hasan the man accused of the Fort Hood shootings was an ADVISOR to the Obama Administration ,1,5
2262,Florida has the second lowest campaign contribution limit in the entire country ,1,4
2263,As CEO of WWE Linda McMahon was caught tipping off a ringside physician about a federal investigation into illegally distributing steroids to wrestlers ,0,0
2264,We have right now Hezbollah which is working throughout Latin America in Venezuela in Mexico throughout Latin America which poses a very significant and imminent threat to the United States of America ,0,3
2265,Says taking millionaires off food stamps and unemployment would save 20 million ,0,1
2266, The last six polls including this week s Time magazine show that I beat John McCain by six or seven points ,0,1
2267,David Beckhams proposed soccer stadium at Miamis Port threatens the 207 000 jobs and 27 billion economic impact tied to the cargo and cruise industries ,1,4
2268,If we pass immigration reform it will make wages go up on average 250 for the average household ,0,3
2269,Says that when President Bill Clinton raised the top tax rates to levels now proposed by Obama the country experienced significant job growth ,0,2
2270,Scott Walker gave Wisconsin job creation money to his cronies corporate friends who contributed to his campaigns and got 570 million in job development incentives,1,4
2271,Due to actions by President Barack Obama the Burger King national headquarters announced this month that they will be pulling their franchises from our military bases ,1,4
2272,Scott Walker has a plan to privatize state lands and wants to sell our deer to the highest bidder ,1,5
2273,The United States had allies lined up for air strikes in Syria and then Obama pulled the rug out ,0,2
2274,We saw the president of the United States engage American troops in a fourth conflict in a foreign land This is historic ,1,4
2275,Says hes signed a pledge not to raise taxes four times ,0,0
2276,Unemployment in Texas has risen over two percentage points with Rick Perry as governor ,0,2
2277, U S Reps Paul Ryan Sean Duffy and Reid Ribble are shutting down town hall meetings or making their constituents pay to attend them ,1,5
2278,Rick Perry thinks injecting 11 and 12 year old girls with a controversial drug the HPV vaccine without a parents consent is a good idea ,1,5
2279,A 2005 gay pride vote had nothing to do with discrimination ,1,4
2280,The Republicans still want to privatize Social Security In fact their whole idea is to turn over the Social Security trust fund to Wall Street ,0,3
2281,On the night of the Iowa caucuses Obama promised the nation that he would do health care reform focused on cost containment he opposed an individual mandate and he said he was going to do it with Republicans ,0,1
2282,Says Florida rubber stamped phony horse racing ,0,2
2283,One of the key things about Leonard Lance is that in 2008 when you look at the Project Vote Smart website he was not for guns Now he has gone too far to the right saying that you can carry concealed weapons in national parks ,0,3
2284,Says she helped lead the launch of curbside recycling ,0,2
2285,Barack Obama wants the government to take over health care spend hundreds of billions of dollars of new money for health insurance for everyone ,0,3
2286,We have 25 million Americans out of work ,0,2
2287,The national debt increased 16 000 every secondGeorge Allen served in theU S Senate ,0,0
2288,Our small staff of 51 is still fewer than we had a decade ago yet our caseload like that of other courts has grown ,0,0
2289,Guantanamo Bay detainees will get the H1N1 vaccine ,0,0
2290,On whether he would vote for the budget proposed by Rep Paul Ryan R Wis ,1,4
2291,Women in Ohio earn on average 77 cents for every dollar earned by a man ,0,1
2292,Hillary Clinton and her campaign of 2008 startedthe birther controversy ,1,4
2293,The average taxpayer will see the equivalent of a 2 percent pay raise as a result of low fuel prices ,0,1
2294,Says Bill Nelson voted to cut 700 billion out of Medicare to pay for Obamacare ,0,3
2295,Says U S Rep John Barrow D Ga celebrates gun ownership even in the face of school shootings ,1,5
2296,Schoolchildren across the nation will be forced to watch the president justify his plans for government run health care banks and automobile companies increasing taxes on those who create jobs and racking up more debt than any other president ,1,5
2297,Wisconsin employers have repeatedly said in surveys that our anti business litigation climate is one of the most important factors affecting their expansion decisions ,1,4
2298,On abortion,0,2
2299,The Pasco County budget has doubled in the past three years ,1,4
2300, The fact is in the past year we have had more tax cuts than almost any time in our nation s history ,0,2
2301,Says a new state report confirms that red light cameras lead to more accidents more injuries and greater cost ,0,2
2302,Only seven of 18 federal food assistance programs have been associated with positive health and nutrition outcomes while the remaining 11 have not been effective ,0,2
2303,Republicans enacted the most drastic cuts to K 12 public schools of any state in the nation ,0,3
2304,Just look at what the FBI director said about her Hillary Clinton her misconduct is a disgrace and embarrassment to our country ,1,4
2305,When his grandfather arrived in the United States there were no government benefits for immigrants ,1,4
2306,Says rejecting federal aid to expand Medicaid in Texas will send 9 billion in federal taxes paid by Texans to other states to insure their working poor ,1,4
2307, Big oil s filling John McCain s campaign with 2 million in contributions ,0,1
2308,We have over 700 000 illegal immigrants in the state Theyre costing us billions of dollars and theyre taking legal residents jobs ,0,2
2309,A third of all the young people in America are not in America today because of abortion because one in three pregnancies end in abortion ,1,4
2310,Says Mitt Romneys plan makes catastrophic cuts to education ,0,2
2311,On same sex marriage ,1,4
2312,According to the most recent jobs report weve got more Americans leaving the workforce than we have finding jobs ,0,2
2313, Fidel Castro has made his preferences known in the campaign and had some very unkind things to say about me ,0,0
2314,Former Atlanta Public Schools Superintendent Beverly Hall left the school district significantly better than she found it ,1,5
2315,Says that the federal gas tax has not been raised since 1993 ,0,0
2316,In my home state nearly one in five Floridians live in poverty ,0,1
2317, Ninety four percent of the bills that pass the Senate have no debate no vote no amendments no reading of the bill no online disclosure ,1,5
2318,Since last years address more than 10 000 jobs created many on the high end of the employment scale ,0,1
2319,David Perdue proposes rolling back the clock on womens health care ,0,2
2320,52 jobs have been saved or created in Florida s 34th Congressional District ,0,3
2321,Says Scott Walkers bad budget includes No weekend for workers ,1,4
2322,SaysPresident Obama and his allies in Congress gave power to control Medicare patients health care decisions to a commission of 15 unelected bureaucrats in Washington ,1,4
2323,Since 9 11 right wing extremists incl anti abortion anti gov have killed more Americans than Islamic extremists ,0,2
2324,Millions of people have given up looking for work altogether ,0,1
2325,Under Hillary Clinton State Department officials were sending official thank yous to people who gave to the Clinton Foundation ,1,4
2326,Says Bill Clinton signed a law very similar to and Barack Obama voted for a law something like Indianas Religious Freedom Restoration Act ,0,2
2327,Says the United States is the only nation that affords citizenship to anyone born here whether you are here legally or illegally ,1,4
2328,Mary Burkes record 130 000 fewer jobs ,1,4
2329,Says she would bring 186 740 new jobs to Wisconsin and Donald Trump would cost Wisconsin 61 050 jobs ,0,2
2330,Says Planned Parenthood provides about 140 visits for prenatal care in each state ,1,4
2331,Says that in 41 states government workers are better paid than the taxpayers who support them ,1,4
2332,We are imprisoning or giving jail sentences to young people who are smoking marijuana ,0,3
2333,500 000 people have signed up for Obamacare ,0,2
2334,The number of new illegal immigrant families who have crossed the border so far this year already exceeds the entire total from 2015 ,0,2
2335, The economy began its nose dive when Democrats took control of Congress in January 2007 ,1,5
2336,Says Russ Feingold cut Medicare by 523 billion ,0,3
2337,Bin Laden had declared war against Pakistan ,0,2
2338,No family earns too much to qualify for Oregon Healthy Kids program ,0,1
2339,Says that in Curry County if you make a 911 call youre likely to wait for an hour for a response ,0,2
2340,Says when he was governor most of the Democrats voted for his billion dollar property tax cuts but U S Senate rival Tammy Baldwin voted against it ,0,3
2341,When Tallahassee politicians and bureaucrats tried to run our schools Ive stood up to them to protect local control ,0,1
2342,John McCain said last year he didn t know of a solution to the mortgage crisis ,0,0
2343,One Wisconsin school district is so worried about losing state funding that it has stopped giving milk to elementary school kids during snack time ,0,2
2344,Mitt Romney is tearing down his 3 000 square foot house to build an 11 000 square foot house ,0,1
2345,Jeff Weems legal record is one of defending BP Enron and just about every big oil company against the working man ,0,2
2346,Our crime rate continues to plummet ,0,1
2347,If you sell your house after 2012 you will pay a 3 8 percent sales tax on it ,1,5
2348,The NRA supported background checks ,0,1
2349,A tax plan promoted by North Carolina Senate candidate Thom Tillis will overwhelmingly benefit the wealthy ,0,1
2350,Prior to 1962 everybody prayed before school started and the Bible was the principal textbook in all schools ,0,3
2351,A DeKalb sewer project will create up to 4 000 direct jobs per year at peak production many of which will be set aside exclusively for DeKalb residents ,0,1
2352,Romney said No to in state tuition for illegal immigrants ,0,0
2353,You cant give a child an aspirin in school without permission You cant do any kind of medication but we can secretly take the child off and have an abortion ,0,0
2354,Twenty percent of single adults ages 21 to 25 with no kids are not working or even in school trying to find a job ,1,4
2355,On torture ,0,0
2356,Says drug cartels are using social media to offer rebates so more children from Central America get smuggled to the United States ,0,3
2357,President Obama plans to impose a tax of at least 23 percent on the Medicare prescription drug benefit for low income beneficiaries ,1,4
2358,Says Danny Tarkanian is NRA FRated ,0,2
2359,The United States stopped plans to build a missile defense shield in Eastern Europe as a gift to Russia ,0,2
2360,Says Steve Kagen promised us jobs voting for the 787 billion stimulus Cost another 77 000 jobs lost ,1,5
2361,On delaying a health care mandate on business ,0,2
2362,Georgias civil forfeiture laws are among the worst in the country and the very worst in the South ,0,1
2363,Gas prices have gone up 99 percent since Obama became president the highest gas price increase since Carter ,0,3
2364,Romney would turn Medicare into a voucher program ,0,1
2365,A report just came out that if we continue with President Obamas policies were looking at over 9 percent unemployment next year in the fourth quarter ,1,4
2366,Forty six states have a line item veto for the governor ,0,1
2367,On the way the federal government should spend Floridas rejected high speed rail money ,1,4
2368,According to Barack Obamas newest unconstitutionally enacted law health care professionals are now required to violate HIPAA privacy laws and submit medical data to the government which is then used as justification for gun confiscation ,1,4
2369, Mike Huckabee raised taxes on dog groomers ,0,1
2370,Says Jeb Bush happens to be where a majority of Republican voters areon giving legal status to illegal immigrants ,0,1
2371,Massachusetts has less than 1 percent of our kids that are uninsured You Gov Perry have a million kids uninsured in Texas ,0,1
2372,Graduation and third grade reading scores are up in the state since I took office ,0,1
2373,At nearly 19 million people the population of Florida is larger than all the earlier primary and caucus states combined ,0,0
2374,For every one ESD superintendent position we can pay for three speech pathologists or three special needs instructors or three classroom teachers ,1,4
2375,75 percent of the air traffic control towers the Obama Administration is closing are located in Republican Congressional Districts ,1,4
2376,Says Apple products are currently 90 percent conflict free and Intel is 100 percent conflict free ,0,3
2377,Crimea became part of Ukraine only in 1954 Crimea was historically part of Russia and Nikita Khrushchev gave it to Ukraine in a gesture that mystified some people ,0,0
2378,Says he has a fiduciary responsibility to his business his family and his employees to pay no more tax than legally required ,1,4
2379,The federal government could save 500 million annually by circulating 1 coins instead of 1 bills ,0,2
2380,During the housing crisis Catherine Cortez Masto gave a sweetheart contract worth millions to a D C law firm that then donated thousands to her political campaigns ,0,2
2381,Rick Scott was forced to resign as the head of a company that pled guilty to massive amounts of systematic fraud including 14 felonies leading to a historic 1 7 billion fine ,0,0
2382,Says the federal government restricts how much salt we can put on our food ,1,4
2383,During the lead up to the American Revolutionary War some guy in Boston got his head blown off because he tried to secretly raise the tax on tea ,1,5
2384,Proposed NClaw for body camera footage gives police broad authority to keep video footage secret even from individuals who are filmed ,0,0
2385,The wages of about 60 562 state and local government employees would be affected if the minimum wage is increased to 10 10 in Georgia for a combined cost to taxpayers of more than 164 million annually ,0,2
2386,It doesn t make sense historically to drop out because the 1968 race was still competitive when Bobby Kennedy was assassinated in June in California ,0,3
2387,Says he couldnt keep a 42 inch redfish he caught because of fishing rules ,0,0
2388,Says opponent Kathie Tovo believes that Austin invests too much in the cops firefighters and paramedics that protect our families and neighborhoods ,0,1
2389,Newt Gingrich was fined 300 000 for ethics violations ,0,1
2390,The entirety of North America Canada the United States and Mexico theres more known reserves in those three countries than in Russia and Saudi Arabia ,0,3
2391,On the accuracy of state jobs numbers ,1,4
2392,Right now we are at 90 percent health insurance covered Thats the highest weve ever been in our country ,0,0
2393,Roy Barnes proclaimed Mexican workers good for Georgia ,0,2
2394,Says India gained jobs thanks to Romney ,0,2
2395, Only 20 percent of Americans admit to being Republicans anymore ,0,1
2396,Its costing every American who is insured 1 100 to pick up the cost of uncompensated care that goes on at the emergency room ,0,3
2397,The No 1 cause of death for African American males15 34 is murder ,0,0
2398,The United States has the highest incarceration rate in the world ,0,1
2399,The national debt is on track to double during Obamas presidency ,0,1
2400, I ve traveled the country advocating for the FairTax ,0,3
2401,Says under Mitt Romney Massachusetts was 47th in job creation ,0,2
2402,Says Deborah Ross supports the Iran nuclear deal and the ransom it paid for hostages ,0,2
2403,Says Ron Johnson has essentially done nothing to fight heroin addiction and opioid abuse ,1,4
2404,Virginia was named best managed state best state for business and best state toraise a child while I was governor ,0,0
2405,The only years that anybodys ever seen of Donald Trumps tax returns showed he didnt pay any federal income tax ,0,3
2406,Says U S House candidate Carlos Curbelo supported raising flood insurance rates ,1,4
2407,Says some Planned Parenthood chapters have been selling the body parts of aborted fetuses for profit ,1,4
2408,For middle class families under the Baucus plan 13 percent of what they make could be deducted directly from their paychecks the so called Max Tax ,0,2
2409,The new 21st State Senate district was created in secret for Van Wanggaard It was drawn within half a block of his house ,0,0
2410,Says unemployment tripled in Dane County due to Kathleen Falks tax policies,0,2
2411,Rhode Islands voter identification law was pushed by a black Democrat in the House a black Democrat in the Senate Thats a fact ,0,0
2412, Jeff Greene only moved from California to Florida in the last two years In fact he would not legally be allowed to run for any other statewide office because he has not lived here long enough to meet the residency requirement ,0,0
2413,President Obama has increased the federal workforce 192 000 individuals about 10 percent since hes taken office while weve lost 2 million jobs ,0,2
2414,Says Alison Lundergan Grimes supports Obamacare which cuts 700 billion from seniors Medicare ,0,2
2415, We borrow money from the Chinese to buy oil from the Saudis ,0,1
2416,Obamacare will provide coverage for abortions despite the presidents commitment that it would not ,0,1
2417,Handel endorsed gay adoption in 2003 when she was running for chairwoman of the Fulton County Commission ,0,3
2418,I did not support the war in Iraq The record shows that Im right ,1,4
2419,Wendy Davis is the most popular politician in Texas ,0,3
2420,President Barack Obama met with Iranian president Hassan Rouhani ,1,5
2421,The church Barack Obama belongs to has a nonnegotiable commitment to Africa ,0,1
2422,Says he voted to remove Common Core from our schools ,0,3
2423,Terry McAuliffe has threatened to shut down Virginias government if his budget plan isnt supported ,1,4
2424,After shedding jobs for more than 10 years our manufacturers have added about 500 000 jobs over the past three ,0,0
2425,At least 10 ISIS fighters have been caught coming across the Mexican border in Texas and there are dozens more that did not get caught by the Border Patrol ,1,5
2426,Less than half of jobs at the Carrier manufacturing plant in Indiana are actually staying ,0,2
2427,Fifty one percent that is a majority of American households paid no income tax in 2009 Zero Zip Nada ,0,0
2428,Says Majority Leader Eric Cantor called for abolishing Social Security and Medicare ,1,4
2429,I never said that Muslims would be subject to profiling under his policies ,1,4
2430,The majority of teams are now spending their dollars on the offensive side of the football ,0,1
2431,Members of Congress have not reduced their salaries since the Great Depression meaning they ve gone eight decades without a pay cut ,0,2
2432,Says five studies show his tax plan can cut rates and still bring the same revenue without raising taxes on the middle class ,0,3
2433, Last week Senator Obama s running mate said get this Raising taxes is patriotic ,0,3
2434,Today American companies have nearly 2 trillion sitting on their balance sheets ,0,1
2435,Says 31 percent of Texas physicians accept all new Medicaid patients down from 67 percent in 2000 ,0,1
2436,Says Planned Parenthood CEO Cecile Richards was forced to concede that 86 percent of Planned Parenthoods revenue is from abortion ,1,4
2437,Georgia spends fewer tourism advertising dollars than any other state in the South ,0,0
2438,Obama admits he is not a citizen ,1,5
2439,Under Lee Fisher Ohio has lost nearly 400 000 jobs ,0,2
2440,The name Frank has risen in popularity by 20 percent since the debut of House of Cardson Netflix ,0,3
2441,Slavery is still allowable under Wisconsin law as long as its a punishment for a crime ,0,1
2442,President Barack Obama has the power to stop deportation for all undocumented immigrants in this country ,0,3
2443,Foreign companies in the United States have a significantly higher unionization rate than other companies overall ,0,0
2444,Says some Georgians can get health insurance for 105 a month ,0,1
2445,Says 1 000 World War II veterans die every day ,0,2
2446,Federal officials declared that grant funds could be used only for Milwaukees streetcar project meaning it isnt possible to redirect the money to other modes of public transportation or to our public schools ,0,0
2447,The John McCain Twitter account has more than 1 1 million followers The official White House Twitter account has only about 830 000 ,0,1
